DatasetName,HCFC1_M(2020) HCFC1_S(1136) HCFC1_S(1152) HCFC1_S(1177) HCFC1_S(1205) HCFC1_S(1222) HCFC1_S(1224) HCFC1_S(1438) HCFC1_S(1497) HCFC1_S(1507) HCFC1_S(1516) HCFC1_S(1882) HCFC1_S(2015) HCFC1_S(2020) HCFC1_S(2063) HCFC1_S(2064) HCFC1_S(215) HCFC1_S(411) HCFC1_S(507) HCFC1_S(529) HCFC1_S(594) HCFC1_S(597) HCFC1_S(598) HCFC1_S(6) HCFC1_S(666) HCFC1_S(685) HCFC1_S(793) HCFC1_S(794) HCFC1_T(1485) HCFC1_T(1486) HCFC1_T(1491) HCFC1_T(410) HCFC1_T(413),HCFC1_S(1204) HCFC1_S(1221) HCFC1_S(1482) HCFC1_S(1838) HCFC1_S(1946) HCFC1_S(2019) HCFC1_S(3) HCFC1_S(419) HCFC1_S(601) HCFC1_S(665) HCFC1_S(669) HCFC1_S(757) HCFC1_T(498)
AH2018_LFQ_4_X,0.5692218840362215,
AS2011_Inhi 2_Ratio H/L normalized by corresponding protein level (H:TAL treatment; L: MA treatment),,
RB2022_8_PostEndurance,0.5531408626133724,
NJH2025_Sub4_MICT_Mid,,
YP2020_Intensity C30_R1_mult_log2,,
AST2020_anti-CD3.1,0.5608756695681156,
NJH2025_Sub4_HIIT_Post,,
EP2017_Untreated R#4 log2 ratio,0.5406754270554168,
HS2024_6_B_N1,,
KBE2022_Log2_Ex_27_T,0.5627904943408439,0.39566245190497384
CW2012_10 µM Gef/control Experiment 1 Replicate A,,
VOI2024_0.1uM 24 h_1 mono,,
AMK2021_120R_p5,,
AS2011_Ratio H/L Proteins,,
NJH2024_Sub7_HIIT_Post,,
NJH2015_TMT Subject 1 127_N/126 (Exercise/Basal) (normalized),,
AS2011_Ratio H/L RNAi_2_2,,
RB2022_7_RecoveryStrength,0.5616310859820978,
AH2018_SILAC_IT_3_X,0.5663808914748696,
JAW2011_Ratio H/L,,
PG2020_Intensity 10h_C,0.5597796643223071,
FSO2013_Ratio M/L normalized Rep2,0.5524096261186173,
CP2009_Ratio H/M Normalized (50 nM dasatinib vs 5 nM dasatinib),,
HH2022_Reporter intensity 5,0.5639232865791787,
SR2019_HCC1954_Biol_repl_2,,
CK2022_14 40-1,0.5573681692235205,
RB2022_6_PreSprint,,0.40279543976927623
NJH2025_Sub12_MICT_Mid,,
PG2020_Intensity 4h_D,0.5557058452287484,
NJH2025_Sub2_MICT_Post,,
AH2018_LFQ_4_C,0.5691814792041345,
DL2023_control-1,,
AR2021_ALG 10 μM,0.5628210636819883,
JAW2011_Ratio H/L LS2_2,,
AH2018_SILAC_IT_3_N,0.5684562161007234,
EJN2021_4_Rest_Ins,0.5593063358331424,
RN2012_H05,,
NJH2024_Sub7_HIIT_Mid,,
GF2025_P2_Adh,0.559734592681321,0.39405392331291844
FSO2012_Ratio -/+ 3-MB-PP1 exp. as4b,,
RB2022_8_PostSprint,0.5625140701807291,0.4039005926099107
EJN2021_1_Rest_Ins,0.5583348846471441,
HH2022_Reporter intensity 3,0.5603454638371318,0.3984289360292396
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt4b,,
AH2018_SILAC_IT_1_C,0.5657251356006227,
JW2021_After_3,,
GF2025_P8_Sph,0.5635191878437538,0.41570801905207466
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt4,,
JJ2018_Ratio M/L normalized pP2___1,,
AH2018_SILAC_2_N,0.5620760733278555,
CK2022_11 200-1,0.5485755328895162,0.3903040359312056
CK2022_12 200-1,0.5495121156907188,0.3897667898469399
AS2011_Ratio H/L Normalized by Protein RNAi_1,,
RM2024_Intensity D2-1___3,,
NJH2024_Sub1_MICT_Pre,,
HH2022_Reporter intensity 9,0.5627965976438516,
WZ2023_Su_010_20min,0.5827866262698815,0.387801528175718
AH2018_TMTMS2_2_N,0.5553204494181181,
NJH2024_Sub13_MICT_Pre,,
KBE2022_Log2_Ex_41_U,0.5614915538724421,0.39882754422348
NJH2015_TMT Subject 3 129_N/128_C (Exercise/Basal) (normalized),,
AH2018_TMTMS3_Pool,0.5576154282174014,
KS2014_Intensity N4,0.5859997620683338,0.399994956589383
NJH2024_Sub1_HIIT_Post,,
MM2018_Ratio H/L replicate2,,
RM2024_Intensity D4-2___2,,
NJH2024_Sub13_HIIT_Pre,,
CF2017_OSE 26,0.5633311703276803,
CK2022_14 200-1,0.5503150698257016,0.38989911017603496
SR2019_Hs578T_Biol_repl_1,,
RB2022_7_PostSprint,0.5583713564942291,
TM2022_mock.4h.A,,
NJH2025_Sub12_HIIT_Pre,,
AH2018_TMTMS3_1_N,0.559997360607793,0.3778383156745558
AST2020_anti-CD3+PDL2.2,0.5606572491382474,
PG2020_Intensity Mock_10h_A,0.5556469292765144,
JW2021_After_2,,
NJH2024_Sub2_MICT_Post,,
EJN2021_2_Rest_Ins,0.5589335759377347,
SR2019_LM2_Biol_repl_4,,
CP2009_Ratio H/M,,
JAW2011_Ratio H/L HS,,
CK2022_13 16-1,0.5598615464017128,
GF2025_P1_Adh,0.558063276657324,0.392453621303635
GF2025_P1_Sph,0.5619798896054394,0.40718853312502085
EJN2021_5_Ex_Basal,0.5576376285446019,
HS2024_7_I_T3,,
JJ2018_Ratio H/L normalized pP2___2,,
WZ2023_Pe_010_10min,0.5844864717043172,0.39686286084486294
CF2017_EOC 1,0.5662716669219031,
CK2022_3 200-1,0.5518466702348818,0.39429222513575846
AH2018_LFQ_IT_3_C,0.5623412071663223,
SR2019_Hs578T_Biol_repl_2,,
NJH2024_Sub12_HIIT_Post,,
JJ2018_Ratio H/L normalized pP1___2,,
MV2014_Ratio H/L normalized A1___2 (10 min),,
NJH2024_Sub10_MICT_Mid,,
NJH2024_Sub13_MICT_Post,,
BS2014_Log2(Ratio H/L normalized Rep_1),,
RB2022_3_RecoverySprint,0.5577248011548255,0.4088694956943746
NJH2025_Sub1_HIIT_Mid,,
RCJD2014_20min_2,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt2,,
HS2024_6_PD_T2,,
HS2024_5_B_T1,,
CW2012_10 µM Gef/control Experiment 2 Replicate A,,
DL2023_12h-3,,
SR2019_MDAMB231_Biol_repl_2,,
HS2024_3_B_T2,,
RB2022_6_PreStrength,,0.4000829152280319
CK2022_2 40-1,0.5577945064753957,
RB2022_1_PostSprint,,
CK2022_4 200-1,0.5520521151761899,0.3941881851130576
JW2021_Before_2,,
TM2022_S2.12h.A,,
MV2014_Ratio L/M normalized B2___2 (30 min),,
CK2022_5 16-1,0.5586842148675699,
AR2021_ALG 1 μM,0.5592836935411387,
HS2024_4_B_T1,,
MV2014_Ratio M/H normalized A3___1 (10 min),,
SR2019_BT549_Biol_repl_4,,
EJN2021_1_Rest_Basal,0.5599604305953357,
NJH2025_Sub8_MICT_Post,,
RCJD2014_5min_3,,
CR2017_Ratio Replicate 3.2,0.5633022398327564,0.41911605187049666
FSO2012_Ratio -/+ 3-MB-PP1 exp. as3a,,
GF2025_P7_Adh,0.5583204877833137,0.40757475841890806
CK2022_9 16-1,0.5578567146069852,
NJH2024_Sub6_HIIT_Post,,
AMK2021_30R_p3,,
AS2011_Ratio H/L Normalized RNAi_2,,
RM2024_Intensity D0-2___2,,
KS2014_Intensity pY_N4,0.5650850421726547,
CK2022_13 200-1,0.5502345235606619,0.3889448482469442
AS2011_Ratio H/L Normalized_2,,
PG2020_Intensity 6h_D,0.5571282840258127,
CK2022_16 16-1,0.5594528890405834,
FS2019_db/db3,0.5561698128069268,
CK2022_15 40-1,0.556633188215548,
NJH2024_Sub9_MICT_Pre,,
BS2014_Log2(Ratio H/L unmodified peptide),,
WZ2023_Su_005_10min,0.5822561131274194,0.3957972859882925
RM2009_Ratio M/L (M:15 min timepoint;L:0 min. timepoint),,
KBE2022_Log2_Ex_41_T,0.5619342146653721,0.39844274414745445
AMK2021_Ctrl_p1,,
AH2018_LFQ_IT_3_X,0.5619639142848056,
HS2024_5_PD_T3,,
AH2018_TMTMS3_3_X,0.5578631845043791,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as2,,
KBE2022_Log2_Ex_40_U,0.5631466017397426,0.3982888544468367
AH2018_LFQ_M_1_N,0.5743009130601806,0.39132674340304685
KBE2022_Log2_Ex_27_U,0.5628090848952504,0.3962747972575007
HW2015_Ratio M/L normalized Exp3,,
RKK2015_TNF-α/IKKb(K44M),,
AH2018_SILAC_M_1_N,0.5618157495750459,
HW2015_Ratio M/L normalized Exp1,,
RB2022_5_RecoveryStrength,0.5653320462931682,
YP2020_Intensity P10_R1_mult_log2,,
RB2022_7_PreStrength,,
YA2020_Reporter_intensity_Normal_No.4,0.5615521648970555,
NJH2025_Sub13_HIIT_Pre,,
PG2020_Intensity CT_D,0.5625263679761793,
NJH2025_Sub9_MICT_Post,,
VOI2024_Veh1 mono,,
CK2022_12 16-1,0.5587995672498218,
RN2012_L13,,
LG2023_Control-1_intensity,,
RM2024_Intensity D6-3___2,,
KBE2022_Log2_Ex_8_U,0.5625025882039493,0.393183880607217
SR2019_SKBR3_Biol_repl_3,,
NJH2024_Sub1_MICT_Post,,
HS2024_3_I_T2,,
KTGR2014_Ratio M L Normalized Rep2_Rapamycin_0_15,,
RM2024_Intensity D0-3___3,,
HS2024_6_I_T2,,
CW2012_10 µM Erl/control Experiment 2 Replicate B,,
AS2011_Ratio H/L Protein Inhi_1,,
FSO2013_Ratio H/M normalized Rep2___1,0.5567210334831971,
GRW2016_Ratio M/L normalized SILAC 5a___2,,
CK2022_10 40-1,0.5559245922317578,
NJH2024_Sub12_HIIT_Pre,,
NJH2024_Sub8_MICT_Pre,,
RM2024_Intensity D0-1___1,,
LY2019_P3+,0.5632122794192125,
HH2022_Reporter intensity 6,0.5607055889180559,
RB2022_2_RecoveryStrength,,0.3983388675288818
KTGR2014_Ratio-AA 15 mins,,
AS2011_Ratio H/L Normalized RNAi_2_2,,
KS2014_Intensity pY_N3,0.5611185280184257,
MV2014_Ratio H/L normalized B1___2 (30 min),,
LY2019_P5-,0.5515572555683882,
HW2015_Ratio M/L normalized Exp2,,
SR2019_HCC1419_Biol_repl_1,,
AH2018_TMTMS2_3_X,0.5558060161693991,
GF2025_P3_Adh,0.5554958316068482,0.4132624065184032
SR2019_JIMT1_Biol_repl_2,,
AH2018_TMTMS2_1_C,0.554803688884578,
RM2024_Intensity D0-1___2,,
LY2019_P4+,0.5666524604431734,
KBE2022_Log2_Ex_19_U,0.5641473237745637,0.399584644318755
CKC2017_log2 normalized phosphoproteomics_0min_rep#1,,
RB2022_4_PostStrength,0.5653804638590776,
LG2023_GSK3α-3_intensity,0.5564543943528573,
YA2020_Reporter_intensity_Cancer_No.1,0.5589936576590727,
AST2020_Control,0.560754732915056,
JAW2011_Ratio H/L LS1a,,
RCJD2014_5min_mean,,
NJH2015_iTRAQ Subject 4 114/115 (Exercise/Basal) (normalized),,
NJH2025_Sub1_MICT_Mid,,
TM2022_S2.12h.C,,
NJH2025_Sub9_MICT_Mid,,
CKC2017_log2 normalized phosphoproteomics_120min_rep#2,,
AS2011_Ratio H/L Normalized Inhi_1_2,,
FSO2013_Ratio M/L normalized Rep2___1,0.5524125228269355,
LG2023_Control-2_intensity,,
NJH2024_Sub8_HIIT_Pre,,
KS2014_Intensity pY_N2,0.5609331237565743,
RB2022_5_RecoverySprint,0.5610071430396415,
RB2022_7_RecoverySprint,,
YA2020_Reporter_intensity_Normal_No.3,0.561750131009369,
HS2024_8_B_T2,,
AH2018_LFQ_1_X,0.5708409063240317,0.39719018791945404
RM2024_Intensity D6-1___1,,
RCJD2014_10min_2,,
FR2021_Norm.Intensity.M,,
RM2024_Intensity D0-3___1,,
KS2014_Intensity N2,0.5867277844457336,0.39957951454608465
HH2022_Reporter intensity 1,0.5604542056036761,0.39804741587441017
HH2022_Reporter intensity 2,0.5606883763310763,0.3993816900845436
RM2024_Intensity D6-2___2,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as1,,
RM2024_Intensity D2-3___2,,
YA2020_Reporter_intensity_Normal_No.5,0.5621680908037214,
SR2019_MCF7_Biol_repl_1,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as1a,,
HS2024_8_B_T1,,
NJH2025_Sub6_HIIT_Pre,,
RNJ2017_Log2_ratio_Tsup:Tstim_D1,,
EP2017_Untreated R#2 log2 ratio,0.5521961497963412,
SR2019_LM2_Biol_repl_3,,
RB2022_4_RecoveryStrength,0.5654245293382022,
CR2017_Ratio Replicate 2,0.5434986984277007,0.3890686654788497
CW2012_10 µM Erl/control Experiment 2 Replicate A,,
FSO2013_Ratio H/M normalized Rep3,0.5572375825263602,
AR2021_KD 72h,0.5621375297819894,
MV2014_Ratio H/M normalized B2___3 (5 min),,
KBE2022_Log2_Ex_18_U,0.5627316167650083,0.3973172413079932
AS2011_Ratio H/L Inhi_1_1,,
NJH2024_Sub8_MICT_Post,,
AH2018_TMTMS3_3_C,0.5573750132422549,
KBE2022_Log2_Ex_9_U,0.5623126531753989,0.39711930272929197
AH2018_SILAC_M_3_N,0.5606845824190456,
KBE2022_Log2_Ex_13_T,0.5624320087407114,0.39480605701790594
RM2024_Intensity D0-3,,
SR2019_SKBR3_Biol_repl_1,,
PG2020_Intensity Mock_10h_C,0.5638636380575185,
CF2017_OSE 29,0.5662980093687845,
YB2013_Ratio_H_L_Normalized_in_experiment_1,,
NJH2025_Sub1_HIIT_Post,,
DL2023_24h-2,,
HS2024_7_B_N2,,
PG2020_Intensity 10h_A,,
RN2012_L12,,
MV2014_Ratio M/L normalized B1___3 (5 min),,
NJH2024_Sub8_MICT_Mid,,
AH2018_LFQ_IT_4_C,0.5614532220265804,
SAS2015_PLX/AZD_Exp1,,
FR2021_Norm.Intensity.A,,
FSO2013_Ratio H/M normalized Rep1___1,0.5559759139439986,
JW2015_Intensity cap2,,
BS2014_Log2(Ratio H/L normalized Rep_2),,
NJH2024_Sub6_MICT_Post,,
CK2022_8 40-1,0.5586558799879712,
RB2022_7_RecoveryEndurance,,
NJH2025_Sub12_HIIT_Post,,
EJN2021_4_Ex_Basal,0.5576464693913196,
TM2022_S2.12h.B,,
RN2012_L15,0.5669629611410324,
KS2014_Intensity pY_PV3,0.5506860270465717,
TM2022_S2.4h.B,,
PG2020_Intensity 4h_A,0.5561908881269749,
FSO2013_Ratio H/M normalized Rep2___2,,
TM2022_mock.4h.B,,
KBE2022_Log2_Ex_24_U,0.5615286433470532,0.3988142280607272
NJH2025_Sub13_MICT_Mid,,
KS2014_Intensity C3,0.5601268562399008,
RB2022_1_PreSprint,,
HS2024_4_I_N1,,
CK2022_7 200-1,0.551239083183085,0.3959169833592713
CK2022_5 200-1,0.5512060330658668,0.3939981290130776
CKC2017_log2 normalized phosphoproteomics_120min_rep#3,,
