DatasetName,MISP_S(155) MISP_S(156) MISP_S(177) MISP_S(178) MISP_S(208) MISP_S(214) MISP_S(269) MISP_S(284) MISP_S(333) MISP_S(335) MISP_S(344) MISP_S(348) MISP_S(376) MISP_S(391) MISP_S(394) MISP_S(395) MISP_S(397) MISP_S(400) MISP_S(430) MISP_S(449) MISP_S(460) MISP_S(466) MISP_S(468) MISP_S(471) MISP_S(473) MISP_S(479) MISP_S(540) MISP_S(541) MISP_S(543) MISP_S(575) MISP_S(582) MISP_S(586) MISP_S(675) MISP_S(78) MISP_S(84) MISP_T(153) MISP_T(154) MISP_T(157) MISP_T(164) MISP_T(172) MISP_T(179) MISP_T(217) MISP_T(219) MISP_T(224) MISP_T(287) MISP_T(291) MISP_T(333) MISP_T(338) MISP_T(374) MISP_T(377) MISP_T(433) MISP_T(459) MISP_T(464) MISP_T(577) MISP_Y(344) MISP_Y(350) MISP_Y(638) MISP_Y(7),MISP_S(213) MISP_S(474) MISP_S(566) MISP_S(69) MISP_T(160) MISP_T(262)
BS2014_Log2(Ratio H/L unmodified peptide),,
WZ2023_Su_005_10min,,
RM2009_Ratio M/L (M:15 min timepoint;L:0 min. timepoint),0.5253492944557088,
KBE2022_Log2_Ex_41_T,,
AMK2021_Ctrl_p1,0.5213826817360171,
AH2018_LFQ_IT_3_X,0.5227201041527814,
HS2024_5_PD_T3,0.49893741819765697,
AH2018_TMTMS3_3_X,0.5178345769803591,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as2,,
KBE2022_Log2_Ex_40_U,,
AH2018_LFQ_M_1_N,0.5256843024440279,
KBE2022_Log2_Ex_27_U,,
HW2015_Ratio M/L normalized Exp3,,
RKK2015_TNF-α/IKKb(K44M),0.5443237445189443,
AH2018_SILAC_M_1_N,0.5229174658984707,
HW2015_Ratio M/L normalized Exp1,,
RB2022_5_RecoveryStrength,,
YP2020_Intensity P10_R1_mult_log2,,
RB2022_7_PreStrength,,
YA2020_Reporter_intensity_Normal_No.4,0.5248560760529231,
NJH2025_Sub13_HIIT_Pre,,
PG2020_Intensity CT_D,0.5168595820449364,
NJH2025_Sub9_MICT_Post,,
VOI2024_Veh1 mono,,
CK2022_12 16-1,0.5219255974053841,
RN2012_L13,0.5189541568273306,
LG2023_Control-1_intensity,0.5244921468279969,
RM2024_Intensity D6-3___2,,
KBE2022_Log2_Ex_8_U,,
SR2019_SKBR3_Biol_repl_3,,
NJH2024_Sub1_MICT_Post,,
HS2024_3_I_T2,0.5376236363461523,
KTGR2014_Ratio M L Normalized Rep2_Rapamycin_0_15,0.5263468075885778,
RM2024_Intensity D0-3___3,,
HS2024_6_I_T2,0.4767262370888026,
CW2012_10 µM Erl/control Experiment 2 Replicate B,,
AS2011_Ratio H/L Protein Inhi_1,0.5218805010696085,
FSO2013_Ratio H/M normalized Rep2___1,0.5458653035252354,
GRW2016_Ratio M/L normalized SILAC 5a___2,,
CK2022_10 40-1,0.5173273610569943,0.25736484766383644
NJH2024_Sub12_HIIT_Pre,,
NJH2024_Sub8_MICT_Pre,,
RM2024_Intensity D0-1___1,,
LY2019_P3+,0.5223878566891504,
HH2022_Reporter intensity 6,0.5191795881359815,
RB2022_2_RecoveryStrength,,
KTGR2014_Ratio-AA 15 mins,0.5247279536462601,
AS2011_Ratio H/L Normalized RNAi_2_2,0.5377324798116014,
KS2014_Intensity pY_N3,,
MV2014_Ratio H/L normalized B1___2 (30 min),,
LY2019_P5-,0.523666253577961,
HW2015_Ratio M/L normalized Exp2,,
SR2019_HCC1419_Biol_repl_1,0.5214836583889586,
AH2018_TMTMS2_3_X,0.5256168083438173,
GF2025_P3_Adh,0.5327645913512192,
SR2019_JIMT1_Biol_repl_2,0.5180079100011847,
AH2018_TMTMS2_1_C,0.5245588172517868,
RM2024_Intensity D0-1___2,,
LY2019_P4+,0.5250326928839596,
KBE2022_Log2_Ex_19_U,,
CKC2017_log2 normalized phosphoproteomics_0min_rep#1,,
RB2022_4_PostStrength,,
LG2023_GSK3α-3_intensity,0.5244499237002024,
YA2020_Reporter_intensity_Cancer_No.1,0.5243026550908567,
AST2020_Control,,
JAW2011_Ratio H/L LS1a,,
RCJD2014_5min_mean,0.5320366260883328,
NJH2015_iTRAQ Subject 4 114/115 (Exercise/Basal) (normalized),,
NJH2025_Sub1_MICT_Mid,,
TM2022_S2.12h.C,0.5243873750556428,
NJH2025_Sub9_MICT_Mid,,
CKC2017_log2 normalized phosphoproteomics_120min_rep#2,,
AS2011_Ratio H/L Normalized Inhi_1_2,0.5324724049712394,
FSO2013_Ratio M/L normalized Rep2___1,0.5269924709661267,
LG2023_Control-2_intensity,0.5242007405004534,
NJH2024_Sub8_HIIT_Pre,,
KS2014_Intensity pY_N2,,
RB2022_5_RecoverySprint,,
RB2022_7_RecoverySprint,,
YA2020_Reporter_intensity_Normal_No.3,0.5268989399308661,
HS2024_8_B_T2,0.5172328022320617,
AH2018_LFQ_1_X,0.524522866696678,
RM2024_Intensity D6-1___1,,
RCJD2014_10min_2,0.5207324403784049,
FR2021_Norm.Intensity.M,0.5228593786253636,
RM2024_Intensity D0-3___1,,
KS2014_Intensity N2,0.5262659389858249,
HH2022_Reporter intensity 1,0.523608060135731,0.28836112598254726
HH2022_Reporter intensity 2,0.525084392658321,0.2946903115704526
RM2024_Intensity D6-2___2,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as1,,
RM2024_Intensity D2-3___2,,
YA2020_Reporter_intensity_Normal_No.5,0.5319045948922287,
SR2019_MCF7_Biol_repl_1,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as1a,,
HS2024_8_B_T1,0.5183469427374442,
NJH2025_Sub6_HIIT_Pre,,
RNJ2017_Log2_ratio_Tsup:Tstim_D1,,
EP2017_Untreated R#2 log2 ratio,0.5234101294646913,
SR2019_LM2_Biol_repl_3,,
RB2022_4_RecoveryStrength,,
CR2017_Ratio Replicate 2,,
CW2012_10 µM Erl/control Experiment 2 Replicate A,,
FSO2013_Ratio H/M normalized Rep3,0.5203932884421639,
AR2021_KD 72h,,
MV2014_Ratio H/M normalized B2___3 (5 min),,
KBE2022_Log2_Ex_18_U,,
AS2011_Ratio H/L Inhi_1_1,0.5284971601391496,
NJH2024_Sub8_MICT_Post,,
AH2018_TMTMS3_3_C,0.5171650279803781,
KBE2022_Log2_Ex_9_U,,
AH2018_SILAC_M_3_N,0.5220198903836816,
KBE2022_Log2_Ex_13_T,,
RM2024_Intensity D0-3,,
SR2019_SKBR3_Biol_repl_1,,
PG2020_Intensity Mock_10h_C,0.5069743627935573,
CF2017_OSE 29,0.5240043527962853,
YB2013_Ratio_H_L_Normalized_in_experiment_1,,
NJH2025_Sub1_HIIT_Post,,
DL2023_24h-2,,
HS2024_7_B_N2,0.49365038600218686,
PG2020_Intensity 10h_A,0.514472447485535,
RN2012_L12,0.5333983647384952,
MV2014_Ratio M/L normalized B1___3 (5 min),,
NJH2024_Sub8_MICT_Mid,,
AH2018_LFQ_IT_4_C,0.5220695610548575,
SAS2015_PLX/AZD_Exp1,,
FR2021_Norm.Intensity.A,0.5214964599329893,
FSO2013_Ratio H/M normalized Rep1___1,0.5478759434327762,
JW2015_Intensity cap2,,
BS2014_Log2(Ratio H/L normalized Rep_2),,
NJH2024_Sub6_MICT_Post,,
CK2022_8 40-1,0.5186458645260891,0.26277659235779305
RB2022_7_RecoveryEndurance,,
NJH2025_Sub12_HIIT_Post,,
EJN2021_4_Ex_Basal,,
TM2022_S2.12h.B,0.5209250855014315,
RN2012_L15,0.5242914519852055,
KS2014_Intensity pY_PV3,0.5248917634922001,
TM2022_S2.4h.B,0.5264901971913898,
PG2020_Intensity 4h_A,0.5322614779215179,
FSO2013_Ratio H/M normalized Rep2___2,0.541527762779683,
TM2022_mock.4h.B,0.5230539648786042,
KBE2022_Log2_Ex_24_U,,
NJH2025_Sub13_MICT_Mid,,
KS2014_Intensity C3,0.5200292831051327,
RB2022_1_PreSprint,,
HS2024_4_I_N1,0.5404936872061163,
CK2022_7 200-1,0.5176744490033096,0.27933774293789226
CK2022_5 200-1,0.5194580126144313,0.281280514582203
CKC2017_log2 normalized phosphoproteomics_120min_rep#3,,
FSO2013_Ratio H/L normalized Rep2___1,0.5021700761998028,
NJH2024_Sub10_HIIT_Mid,,
RB2022_2_PostEndurance,,
