DatasetName,NAGK_S(19) NAGK_S(23) NAGK_S(25) NAGK_S(69) NAGK_S(74),NAGK_S(7) NAGK_S(70) NAGK_S(76) NAGK_S(96) NAGK_S(98)
NJH2015_TMT Subject 1 127_N/126 (Exercise/Basal) (normalized),,0.5550244976334543
AS2011_Ratio H/L RNAi_2_2,,
RB2022_7_RecoveryStrength,0.3979194371710977,
AH2018_SILAC_IT_3_X,,0.5329273153257701
JAW2011_Ratio H/L,,
PG2020_Intensity 10h_C,,
FSO2013_Ratio M/L normalized Rep2,,
CP2009_Ratio H/M Normalized (50 nM dasatinib vs 5 nM dasatinib),,
HH2022_Reporter intensity 5,,
SR2019_HCC1954_Biol_repl_2,,
CK2022_14 40-1,,0.5623827488326791
RB2022_6_PreSprint,0.42199211996406855,
NJH2025_Sub12_MICT_Mid,,
PG2020_Intensity 4h_D,,
NJH2025_Sub2_MICT_Post,,
AH2018_LFQ_4_C,,0.5551605938485302
DL2023_control-1,,
AR2021_ALG 10 μM,,
JAW2011_Ratio H/L LS2_2,,
AH2018_SILAC_IT_3_N,,0.5367702595934685
EJN2021_4_Rest_Ins,0.5232839137338429,
RN2012_H05,,0.5570845105540265
NJH2024_Sub7_HIIT_Mid,,
GF2025_P2_Adh,,0.5303241645697737
FSO2012_Ratio -/+ 3-MB-PP1 exp. as4b,,
RB2022_8_PostSprint,0.435278975162489,
EJN2021_1_Rest_Ins,0.4540224871280304,
HH2022_Reporter intensity 3,0.4246791193202812,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt4b,,
AH2018_SILAC_IT_1_C,,0.5385226358970571
JW2021_After_3,0.4686214689917703,
GF2025_P8_Sph,,0.568868178208912
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt4,,
JJ2018_Ratio M/L normalized pP2___1,,
AH2018_SILAC_2_N,,0.5403173615709245
CK2022_11 200-1,,0.5598013251121454
CK2022_12 200-1,,0.5592697695503036
AS2011_Ratio H/L Normalized by Protein RNAi_1,,
RM2024_Intensity D2-1___3,,
NJH2024_Sub1_MICT_Pre,,
HH2022_Reporter intensity 9,,
WZ2023_Su_010_20min,,0.5761508995268863
AH2018_TMTMS2_2_N,,0.5987386934220474
NJH2024_Sub13_MICT_Pre,,
KBE2022_Log2_Ex_41_U,,0.5693731876862822
NJH2015_TMT Subject 3 129_N/128_C (Exercise/Basal) (normalized),,0.5641308799922987
AH2018_TMTMS3_Pool,,0.5352678300122985
KS2014_Intensity N4,,0.5505087212542927
NJH2024_Sub1_HIIT_Post,,
MM2018_Ratio H/L replicate2,,
RM2024_Intensity D4-2___2,,
NJH2024_Sub13_HIIT_Pre,,
CF2017_OSE 26,,
CK2022_14 200-1,,0.5636238050649686
SR2019_Hs578T_Biol_repl_1,,
RB2022_7_PostSprint,0.425500110796366,
TM2022_mock.4h.A,,
NJH2025_Sub12_HIIT_Pre,,
AH2018_TMTMS3_1_N,,0.5433579891184552
AST2020_anti-CD3+PDL2.2,0.4133015461872665,
PG2020_Intensity Mock_10h_A,,
JW2021_After_2,0.467053274982859,
NJH2024_Sub2_MICT_Post,,
EJN2021_2_Rest_Ins,0.4562877227060092,
SR2019_LM2_Biol_repl_4,,
CP2009_Ratio H/M,,
JAW2011_Ratio H/L HS,,
CK2022_13 16-1,,0.5489403735359679
GF2025_P1_Adh,,0.5379329632530909
GF2025_P1_Sph,,0.5695405561535379
EJN2021_5_Ex_Basal,0.4636931556909551,
HS2024_7_I_T3,,
JJ2018_Ratio H/L normalized pP2___2,,
WZ2023_Pe_010_10min,,0.5764816390792247
CF2017_EOC 1,,0.5609441832312401
CK2022_3 200-1,,0.5657196293076865
AH2018_LFQ_IT_3_C,,0.5383364972350153
SR2019_Hs578T_Biol_repl_2,,
NJH2024_Sub12_HIIT_Post,,
JJ2018_Ratio H/L normalized pP1___2,,
MV2014_Ratio H/L normalized A1___2 (10 min),,
NJH2024_Sub10_MICT_Mid,,
NJH2024_Sub13_MICT_Post,,
BS2014_Log2(Ratio H/L normalized Rep_1),,
RB2022_3_RecoverySprint,0.4245115787176201,
NJH2025_Sub1_HIIT_Mid,,
RCJD2014_20min_2,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt2,,
HS2024_6_PD_T2,,
HS2024_5_B_T1,,
CW2012_10 µM Gef/control Experiment 2 Replicate A,,0.5718709473715018
DL2023_12h-3,,
SR2019_MDAMB231_Biol_repl_2,,
HS2024_3_B_T2,,
RB2022_6_PreStrength,0.43444500568007144,
CK2022_2 40-1,,0.5752400292015997
RB2022_1_PostSprint,0.40222543963766844,
CK2022_4 200-1,,0.5664696587009026
JW2021_Before_2,0.438945069818085,
TM2022_S2.12h.A,,
MV2014_Ratio L/M normalized B2___2 (30 min),,
CK2022_5 16-1,,0.5421571345997244
AR2021_ALG 1 μM,,0.6297340916194294
HS2024_4_B_T1,,
MV2014_Ratio M/H normalized A3___1 (10 min),,
SR2019_BT549_Biol_repl_4,,
EJN2021_1_Rest_Basal,0.4270181330309031,
NJH2025_Sub8_MICT_Post,,
RCJD2014_5min_3,,
CR2017_Ratio Replicate 3.2,,0.5666664717918802
FSO2012_Ratio -/+ 3-MB-PP1 exp. as3a,,
GF2025_P7_Adh,,0.5545979420051146
CK2022_9 16-1,,0.5351129086686299
NJH2024_Sub6_HIIT_Post,,
AMK2021_30R_p3,,
AS2011_Ratio H/L Normalized RNAi_2,,
RM2024_Intensity D0-2___2,,
KS2014_Intensity pY_N4,,
CK2022_13 200-1,,0.5647396775791997
AS2011_Ratio H/L Normalized_2,,
PG2020_Intensity 6h_D,,
CK2022_16 16-1,,0.5459658963926064
FS2019_db/db3,,
CK2022_15 40-1,,0.5628234313535275
NJH2024_Sub9_MICT_Pre,,
BS2014_Log2(Ratio H/L unmodified peptide),,
WZ2023_Su_005_10min,,0.5769450776123987
RM2009_Ratio M/L (M:15 min timepoint;L:0 min. timepoint),,
KBE2022_Log2_Ex_41_T,,0.5678578660441298
AMK2021_Ctrl_p1,,
AH2018_LFQ_IT_3_X,,0.5422603863235592
HS2024_5_PD_T3,,
AH2018_TMTMS3_3_X,,0.5346470655141713
FSO2012_Ratio -/+ 3-MB-PP1 exp. as2,,
KBE2022_Log2_Ex_40_U,,0.5677882181489002
AH2018_LFQ_M_1_N,,0.5689092032976909
KBE2022_Log2_Ex_27_U,,0.5648928385777867
HW2015_Ratio M/L normalized Exp3,,
RKK2015_TNF-α/IKKb(K44M),,
AH2018_SILAC_M_1_N,,0.5447778060154902
HW2015_Ratio M/L normalized Exp1,,
RB2022_5_RecoveryStrength,0.3961907676617258,
YP2020_Intensity P10_R1_mult_log2,,
RB2022_7_PreStrength,0.45451094723932683,
YA2020_Reporter_intensity_Normal_No.4,0.4119457786129204,0.560773435791921
NJH2025_Sub13_HIIT_Pre,,
PG2020_Intensity CT_D,,
NJH2025_Sub9_MICT_Post,,
VOI2024_Veh1 mono,,
CK2022_12 16-1,,0.5409427380840424
RN2012_L13,,0.5215541449253444
LG2023_Control-1_intensity,,
RM2024_Intensity D6-3___2,,
KBE2022_Log2_Ex_8_U,,0.5743754613832603
SR2019_SKBR3_Biol_repl_3,,
NJH2024_Sub1_MICT_Post,,
HS2024_3_I_T2,,
KTGR2014_Ratio M L Normalized Rep2_Rapamycin_0_15,,
RM2024_Intensity D0-3___3,,
HS2024_6_I_T2,,
CW2012_10 µM Erl/control Experiment 2 Replicate B,,0.5387260293747762
AS2011_Ratio H/L Protein Inhi_1,,
FSO2013_Ratio H/M normalized Rep2___1,,
GRW2016_Ratio M/L normalized SILAC 5a___2,,
CK2022_10 40-1,,0.5612652707097843
NJH2024_Sub12_HIIT_Pre,,
NJH2024_Sub8_MICT_Pre,,
RM2024_Intensity D0-1___1,,
LY2019_P3+,,0.5544322008658233
HH2022_Reporter intensity 6,0.46181044468659194,
RB2022_2_RecoveryStrength,0.4197337617134574,
KTGR2014_Ratio-AA 15 mins,,
AS2011_Ratio H/L Normalized RNAi_2_2,,
KS2014_Intensity pY_N3,,
MV2014_Ratio H/L normalized B1___2 (30 min),,
LY2019_P5-,,0.5705347656570539
HW2015_Ratio M/L normalized Exp2,,
SR2019_HCC1419_Biol_repl_1,,
AH2018_TMTMS2_3_X,,0.5994431745363554
GF2025_P3_Adh,,0.5789548016219689
SR2019_JIMT1_Biol_repl_2,,
AH2018_TMTMS2_1_C,,0.5983321858185905
RM2024_Intensity D0-1___2,,
LY2019_P4+,,0.553594577214756
KBE2022_Log2_Ex_19_U,,0.563060451963085
CKC2017_log2 normalized phosphoproteomics_0min_rep#1,,
RB2022_4_PostStrength,0.43035135944146835,
LG2023_GSK3α-3_intensity,,
YA2020_Reporter_intensity_Cancer_No.1,0.4241386699643163,0.560247338994156
AST2020_Control,0.4126479966670127,
JAW2011_Ratio H/L LS1a,,
RCJD2014_5min_mean,,
NJH2015_iTRAQ Subject 4 114/115 (Exercise/Basal) (normalized),,0.5543914515996018
NJH2025_Sub1_MICT_Mid,,
TM2022_S2.12h.C,,
NJH2025_Sub9_MICT_Mid,,
CKC2017_log2 normalized phosphoproteomics_120min_rep#2,,
AS2011_Ratio H/L Normalized Inhi_1_2,,
FSO2013_Ratio M/L normalized Rep2___1,,
LG2023_Control-2_intensity,,
NJH2024_Sub8_HIIT_Pre,,
KS2014_Intensity pY_N2,,
RB2022_5_RecoverySprint,0.4352485270724672,
RB2022_7_RecoverySprint,0.4016373821840866,
YA2020_Reporter_intensity_Normal_No.3,0.41407205763640514,0.5578323657981626
HS2024_8_B_T2,,
AH2018_LFQ_1_X,,0.5564168437910674
RM2024_Intensity D6-1___1,,
RCJD2014_10min_2,,
FR2021_Norm.Intensity.M,,
RM2024_Intensity D0-3___1,,
KS2014_Intensity N2,,0.5547849061511851
HH2022_Reporter intensity 1,0.42728514921316474,
HH2022_Reporter intensity 2,0.4268317847288546,
RM2024_Intensity D6-2___2,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as1,,
RM2024_Intensity D2-3___2,,
YA2020_Reporter_intensity_Normal_No.5,0.4110174914743777,0.5623844893797333
SR2019_MCF7_Biol_repl_1,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as1a,,
HS2024_8_B_T1,,
NJH2025_Sub6_HIIT_Pre,,
RNJ2017_Log2_ratio_Tsup:Tstim_D1,,
EP2017_Untreated R#2 log2 ratio,,0.5445456268709249
SR2019_LM2_Biol_repl_3,,
RB2022_4_RecoveryStrength,0.4389870236298874,
CR2017_Ratio Replicate 2,,0.5744365604602929
CW2012_10 µM Erl/control Experiment 2 Replicate A,,0.5323907305495942
FSO2013_Ratio H/M normalized Rep3,,
AR2021_KD 72h,,0.5515852996143997
MV2014_Ratio H/M normalized B2___3 (5 min),,
KBE2022_Log2_Ex_18_U,,0.5682840457787129
AS2011_Ratio H/L Inhi_1_1,,
NJH2024_Sub8_MICT_Post,,
AH2018_TMTMS3_3_C,,0.5417694427887103
KBE2022_Log2_Ex_9_U,,0.568058290712061
AH2018_SILAC_M_3_N,,
KBE2022_Log2_Ex_13_T,,0.5701113223281667
RM2024_Intensity D0-3,,
SR2019_SKBR3_Biol_repl_1,,
PG2020_Intensity Mock_10h_C,,
CF2017_OSE 29,,0.5585363224362673
YB2013_Ratio_H_L_Normalized_in_experiment_1,,
NJH2025_Sub1_HIIT_Post,,
DL2023_24h-2,,
HS2024_7_B_N2,,
PG2020_Intensity 10h_A,,
RN2012_L12,,0.5495127617838641
MV2014_Ratio M/L normalized B1___3 (5 min),,
NJH2024_Sub8_MICT_Mid,,
AH2018_LFQ_IT_4_C,,
SAS2015_PLX/AZD_Exp1,,
FR2021_Norm.Intensity.A,,
FSO2013_Ratio H/M normalized Rep1___1,,
JW2015_Intensity cap2,,0.5614933575764581
BS2014_Log2(Ratio H/L normalized Rep_2),,
NJH2024_Sub6_MICT_Post,,
CK2022_8 40-1,,0.563434083824896
RB2022_7_RecoveryEndurance,,
NJH2025_Sub12_HIIT_Post,,
EJN2021_4_Ex_Basal,0.49947655604534436,
TM2022_S2.12h.B,,
RN2012_L15,,0.5341482454191301
KS2014_Intensity pY_PV3,,
TM2022_S2.4h.B,,
PG2020_Intensity 4h_A,,
FSO2013_Ratio H/M normalized Rep2___2,,
TM2022_mock.4h.B,,
KBE2022_Log2_Ex_24_U,,0.5700783791696897
NJH2025_Sub13_MICT_Mid,,
KS2014_Intensity C3,,
RB2022_1_PreSprint,0.4396283835014211,
HS2024_4_I_N1,,
CK2022_7 200-1,,0.5637879172825293
CK2022_5 200-1,,0.563511563066046
CKC2017_log2 normalized phosphoproteomics_120min_rep#3,,
FSO2013_Ratio H/L normalized Rep2___1,,
NJH2024_Sub10_HIIT_Mid,,
RB2022_2_PostEndurance,0.43015484770818,
AH2018_LFQ_2_C,,0.5526084645848105
AH2018_SILAC_MR_1_X,,0.545598878110269
KTGR2014_Ratio H M Normalized Rep1_Rapamycin_0_15,,
IMM2018_normalised rep. int. Empty-2,,
RM2024_Intensity D4-1,,
KBE2022_Log2_Ex_25_U,,0.564923175333222
AH2018_SILAC_3_C,,
EJN2021_5_Rest_Ins,0.481585029689285,
VOI2024_0.1uM 24 h_3 di,,
RNJ2017_Log2_ratio_Tstim:Trest_D3,,
DB2022_LFQ intensity L2.1,0.4280858142353633,0.5302108708397453
FSO2013_Ratio H/M normalized Rep1,,
CK2022_4 16-1,,0.5501941727544173
AS2011_Ratio H/L,,
SR2019_MCF7_Biol_repl_4,,
EJN2021_2_Ex_Ins,0.4412946605544671,
AS2011_Ratio H/L Inhi_2_3,,
JAW2011_Ratio H/L LS1a_1,,
AH2018_LFQ_1_N,,0.5650233655383072
SAS2015_PLX/DMSO_Exp1,,
SFR2015_HL_log2_ratio_avg_c,,0.5241963039718835
JJ2018_Ratio M/L normalized pP2,,
NJH2024_Sub7_MICT_Mid,,
PG2020_Intensity 6h_B,,
FSO2013_Ratio H/L normalized Rep3,,
GRW2016_Ratio H/L normalized SILAC 2___2,,
RKK2015_IKKb(K44M)+TNF-α/TNF-α,,
JJ2018_Ratio M/L normalized,,
KTGR2014_Ratio-AA 30 mins,,
JW2021_After_1,0.4629425229658934,
NJH2025_Sub2_MICT_Mid,,
HS2024_6_B_N2,,
KBE2022_Log2_Ex_9_T,,0.5678270174588513
AH2018_SILAC_IT_2_N,,0.5383949041182411
AH2018_SILAC_IT_1_X,,0.5313782896940492
HW2015_Ratio H/L normalized Exp3,,
HS2024_7_PD_T1,,
UK2020_UA_2,0.4283865808342343,0.5512781720129115
RM2024_Intensity D2-1___1,,
GF2025_P10_Sph,,0.5660427969787896
WZ2023_Pe_025_20min,,0.5766146277571913
JVO2010_Log2 Ratio M/L Normalized aphidicolin,,0.5526837961541389
AH2018_LFQ_2_N,,0.5518573851105131
HS2024_4_I_N2,,
AH2018_TMTMS2_3_N,,0.5991871076932614
RN2012_H06,,0.5716041077260078
AS2011_Inhi 1_Ratio H/L normalized by corresponding protein level (H:TAL treatment; L: MA treatment),,
HS2024_4_PD_T3,,
WZ2023_Su_005_30min,,0.5762422060315385
SR2019_HCC1419_Biol_repl_4,,
JJ2018_Ratio H/M normalized___2,,
SR2019_JIMT1_Biol_repl_3,,
AS2011_Ratio H/L Protein,,
UK2020_HCM_3,0.4255895288188406,0.5491416583901788
NJH2024_Sub10_HIIT_Post,,
CR2017_Ratio Replicate 3.1,,0.5449104826292027
WZ2023_Su_025_10min,,0.5769959693317737
AH2018_LFQ_IT_4_X,,
CP2009_Ratio H/L,,
