DatasetName,RRAS2_S(10) RRAS2_S(109) RRAS2_S(177) RRAS2_S(192) RRAS2_S(68) RRAS2_S(9),RRAS2_C(186) RRAS2_C(190) RRAS2_S(176) RRAS2_S(186)
MV2014_Ratio L/H normalized B3___1 (5 min),,
RBK2021_1244T Early,,
RB2022_3_PostSprint,,
NJH2024_Sub13_MICT_Mid,,
KTGR2014_Ratio-AA 2 mins,,
GF2025_P7_Sph,,0.6110592103828096
HS2024_8_I_T3,,
CF2017_EOC 3,0.5268481962192096,0.6421964619065591
LATM2013_Normalized Log2 Ratio (Medium/Light) Forward,,
HS2024_6_PD_T3,,
DL2023_12h-2,,
RM2024_Intensity D6-3___1,,
FS2019_Ctr1,,0.6605937562274108
WZ2023_Pu_010_20min,,0.6694917633050725
AS2011_Ratio H/L_3,,
CK2022_1 40-1,,0.6778196030150047
RNJ2017_Log2_ratio_Tsup:Trest_D1,,
CK2022_8 16-1,,0.6267601791166953
KS2014_Intensity N3,,0.6802378635646378
RB2022_4_RecoveryEndurance,0.5000892733830885,
RB2022_5_RecoveryEndurance,,
JAW2011_Ratio H/L LS1a_2,,
NJH2024_Sub12_HIIT_Mid,,
AH2018_LFQ_IT_1_N,,0.6806670462175871
FSO2013_Ratio H/M normalized Rep2,,0.6485404167346807
RAM2015_Log2 A,,
HS2024_8_PD_T1,,
JJ2018_Ratio H/L normalized pP2,,0.6476016502959915
CF2017_OSE 27,,0.6630351386876303
KS2014_Intensity E15_2,,0.6459958499165864
BS2014_Log2(Ratio H/L protein),,
PG2020_Intensity 8h_A,,0.6204037027539108
HS2024_7_I_T1,,
VOI2024_Veh3 di,,
RKK2015_TNF-α+SC-514/basal,,
SR2019_JIMT1_Biol_repl_1,0.5375872255351439,0.7329167870921636
HW2015_Ratio H/L normalized Exp2,,
HS2024_3_I_N1,,
AH2018_SILAC_M_3_X,,0.685629231843976
NJH2024_Sub9_HIIT_Post,,
AS2011_Ratio H/L RNAi_1_3,,
GRW2016_Ratio H/L normalized SILAC 1___2,,
NJH2025_Sub1_HIIT_Pre,,
YC2018_Log2(SKBR3-LR/SKBR3)_Rep.1-2,,
NJH2024_Sub4_HIIT_Mid,,
VOI2024_0.1uM 2 h_1 di,,
KBE2022_Log2_Ex_6_T,,
RM2024_Intensity D4-3___1,,
AH2018_LFQ_4_X,,0.6929513423235014
AS2011_Inhi 2_Ratio H/L normalized by corresponding protein level (H:TAL treatment; L: MA treatment),,
RB2022_8_PostEndurance,0.546084717049442,
NJH2025_Sub4_MICT_Mid,,
YP2020_Intensity C30_R1_mult_log2,,
AST2020_anti-CD3.1,,
NJH2025_Sub4_HIIT_Post,,
EP2017_Untreated R#4 log2 ratio,0.523010242091419,
HS2024_6_B_N1,,
KBE2022_Log2_Ex_27_T,,
CW2012_10 µM Gef/control Experiment 1 Replicate A,,
VOI2024_0.1uM 24 h_1 mono,,
AMK2021_120R_p5,,
AS2011_Ratio H/L Proteins,,
NJH2024_Sub7_HIIT_Post,,
NJH2015_TMT Subject 1 127_N/126 (Exercise/Basal) (normalized),0.518550355833456,
AS2011_Ratio H/L RNAi_2_2,,
RB2022_7_RecoveryStrength,0.5290385455125686,
AH2018_SILAC_IT_3_X,,0.6881915132200005
JAW2011_Ratio H/L,,
PG2020_Intensity 10h_C,,0.6395477091340267
FSO2013_Ratio M/L normalized Rep2,,0.6448025369840268
CP2009_Ratio H/M Normalized (50 nM dasatinib vs 5 nM dasatinib),,
HH2022_Reporter intensity 5,,
SR2019_HCC1954_Biol_repl_2,0.5241856365177088,0.7209169115199136
CK2022_14 40-1,,0.6732288928852044
RB2022_6_PreSprint,,
NJH2025_Sub12_MICT_Mid,,
PG2020_Intensity 4h_D,,0.6366048601586747
NJH2025_Sub2_MICT_Post,,
AH2018_LFQ_4_C,0.5267800154705916,
DL2023_control-1,,
AR2021_ALG 10 μM,,0.6153116080721427
JAW2011_Ratio H/L LS2_2,,
AH2018_SILAC_IT_3_N,,0.6858656751194842
EJN2021_4_Rest_Ins,0.559087352399891,
RN2012_H05,0.5510771088513765,
NJH2024_Sub7_HIIT_Mid,,
GF2025_P2_Adh,,0.6897447084633059
FSO2012_Ratio -/+ 3-MB-PP1 exp. as4b,,
RB2022_8_PostSprint,,
EJN2021_1_Rest_Ins,0.5602620108654532,
HH2022_Reporter intensity 3,0.5296963170421843,0.6794864776776778
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt4b,,
AH2018_SILAC_IT_1_C,,0.6841998014850754
JW2021_After_3,,
GF2025_P8_Sph,,0.6031471040176855
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt4,,
JJ2018_Ratio M/L normalized pP2___1,,0.619627058551696
AH2018_SILAC_2_N,,0.6840075020966789
CK2022_11 200-1,,0.6717813640749505
CK2022_12 200-1,,0.6695844629182335
AS2011_Ratio H/L Normalized by Protein RNAi_1,,
RM2024_Intensity D2-1___3,,
NJH2024_Sub1_MICT_Pre,,
HH2022_Reporter intensity 9,,0.6738266783669455
WZ2023_Su_010_20min,,0.6791174691505979
AH2018_TMTMS2_2_N,,0.6955979366769016
NJH2024_Sub13_MICT_Pre,,
KBE2022_Log2_Ex_41_U,,
NJH2015_TMT Subject 3 129_N/128_C (Exercise/Basal) (normalized),0.551830208429764,
AH2018_TMTMS3_Pool,,0.6945444000664083
KS2014_Intensity N4,,0.6780469877581508
NJH2024_Sub1_HIIT_Post,,
MM2018_Ratio H/L replicate2,,0.6529362590415797
RM2024_Intensity D4-2___2,,
NJH2024_Sub13_HIIT_Pre,,
CF2017_OSE 26,0.535711148509404,0.672671082722097
CK2022_14 200-1,,0.6900359646828893
SR2019_Hs578T_Biol_repl_1,0.5299506944735547,0.7162645758490491
RB2022_7_PostSprint,,
TM2022_mock.4h.A,,
NJH2025_Sub12_HIIT_Pre,,
AH2018_TMTMS3_1_N,,0.6810517297302019
AST2020_anti-CD3+PDL2.2,,
PG2020_Intensity Mock_10h_A,,0.6344664527093514
JW2021_After_2,,
NJH2024_Sub2_MICT_Post,,
EJN2021_2_Rest_Ins,0.5589125800963138,
SR2019_LM2_Biol_repl_4,0.53250290282958,0.7150891789142345
CP2009_Ratio H/M,,
JAW2011_Ratio H/L HS,,
CK2022_13 16-1,,0.6224650864678158
GF2025_P1_Adh,,0.6571994383733066
GF2025_P1_Sph,,0.5988152645148377
EJN2021_5_Ex_Basal,0.5595260832427359,
HS2024_7_I_T3,,
JJ2018_Ratio H/L normalized pP2___2,,
WZ2023_Pe_010_10min,,0.6644372873363973
CF2017_EOC 1,,
CK2022_3 200-1,,0.6947879962761059
AH2018_LFQ_IT_3_C,,0.6864393439888232
SR2019_Hs578T_Biol_repl_2,,0.7129731089876266
NJH2024_Sub12_HIIT_Post,,
JJ2018_Ratio H/L normalized pP1___2,,
MV2014_Ratio H/L normalized A1___2 (10 min),,
NJH2024_Sub10_MICT_Mid,,
NJH2024_Sub13_MICT_Post,,
BS2014_Log2(Ratio H/L normalized Rep_1),,
RB2022_3_RecoverySprint,0.4717992718186202,
NJH2025_Sub1_HIIT_Mid,,
RCJD2014_20min_2,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt2,,
HS2024_6_PD_T2,,
HS2024_5_B_T1,,
CW2012_10 µM Gef/control Experiment 2 Replicate A,,
DL2023_12h-3,,
SR2019_MDAMB231_Biol_repl_2,0.5354956611977201,0.7390734845314675
HS2024_3_B_T2,,
RB2022_6_PreStrength,,
CK2022_2 40-1,,0.6769916367998609
RB2022_1_PostSprint,,
CK2022_4 200-1,,0.6935764792173733
JW2021_Before_2,,
TM2022_S2.12h.A,,
MV2014_Ratio L/M normalized B2___2 (30 min),,
CK2022_5 16-1,,0.6204589124859692
AR2021_ALG 1 μM,,0.6001750201069562
HS2024_4_B_T1,,
MV2014_Ratio M/H normalized A3___1 (10 min),,
SR2019_BT549_Biol_repl_4,0.5273379506945943,0.715343027333877
EJN2021_1_Rest_Basal,0.563429066531756,
NJH2025_Sub8_MICT_Post,,
RCJD2014_5min_3,,
CR2017_Ratio Replicate 3.2,,0.6500864744697407
FSO2012_Ratio -/+ 3-MB-PP1 exp. as3a,,
GF2025_P7_Adh,,0.6788671888551139
CK2022_9 16-1,,0.6212372304576049
NJH2024_Sub6_HIIT_Post,,
AMK2021_30R_p3,,
AS2011_Ratio H/L Normalized RNAi_2,,
RM2024_Intensity D0-2___2,,
KS2014_Intensity pY_N4,,
CK2022_13 200-1,,0.6901589903813505
AS2011_Ratio H/L Normalized_2,,
PG2020_Intensity 6h_D,,0.6381891790133807
CK2022_16 16-1,,0.6236091307041383
FS2019_db/db3,,0.6760136913698237
CK2022_15 40-1,,0.6724956247791866
NJH2024_Sub9_MICT_Pre,,
BS2014_Log2(Ratio H/L unmodified peptide),,
WZ2023_Su_005_10min,,0.6694884025583812
RM2009_Ratio M/L (M:15 min timepoint;L:0 min. timepoint),,
KBE2022_Log2_Ex_41_T,,
AMK2021_Ctrl_p1,,
AH2018_LFQ_IT_3_X,,0.6833929260860636
HS2024_5_PD_T3,,
AH2018_TMTMS3_3_X,,0.700707091440289
FSO2012_Ratio -/+ 3-MB-PP1 exp. as2,,
KBE2022_Log2_Ex_40_U,,
AH2018_LFQ_M_1_N,,0.7031647968047767
KBE2022_Log2_Ex_27_U,,
HW2015_Ratio M/L normalized Exp3,,
RKK2015_TNF-α/IKKb(K44M),,
AH2018_SILAC_M_1_N,,0.6876817208443469
HW2015_Ratio M/L normalized Exp1,,
RB2022_5_RecoveryStrength,0.5331282662950024,
YP2020_Intensity P10_R1_mult_log2,,
RB2022_7_PreStrength,0.5216568989366809,
YA2020_Reporter_intensity_Normal_No.4,,0.7047899410414854
NJH2025_Sub13_HIIT_Pre,,
PG2020_Intensity CT_D,,0.6324264392949789
NJH2025_Sub9_MICT_Post,,
VOI2024_Veh1 mono,,
CK2022_12 16-1,,0.6230078982286327
RN2012_L13,0.519923253243633,
LG2023_Control-1_intensity,,
RM2024_Intensity D6-3___2,,
KBE2022_Log2_Ex_8_U,,
SR2019_SKBR3_Biol_repl_3,0.5321362718387198,0.7240088454484168
NJH2024_Sub1_MICT_Post,,
HS2024_3_I_T2,,
KTGR2014_Ratio M L Normalized Rep2_Rapamycin_0_15,,
RM2024_Intensity D0-3___3,,
HS2024_6_I_T2,,
CW2012_10 µM Erl/control Experiment 2 Replicate B,,
AS2011_Ratio H/L Protein Inhi_1,,
FSO2013_Ratio H/M normalized Rep2___1,,0.651751034717603
GRW2016_Ratio M/L normalized SILAC 5a___2,,
CK2022_10 40-1,,0.6664823545268092
NJH2024_Sub12_HIIT_Pre,,
NJH2024_Sub8_MICT_Pre,,
RM2024_Intensity D0-1___1,,
LY2019_P3+,,0.6275665734878817
HH2022_Reporter intensity 6,,0.6497760314629959
RB2022_2_RecoveryStrength,,
KTGR2014_Ratio-AA 15 mins,,
AS2011_Ratio H/L Normalized RNAi_2_2,,
KS2014_Intensity pY_N3,,
MV2014_Ratio H/L normalized B1___2 (30 min),,
LY2019_P5-,,0.6649774481924597
HW2015_Ratio M/L normalized Exp2,,
SR2019_HCC1419_Biol_repl_1,0.5220481447533248,0.7198280928316769
AH2018_TMTMS2_3_X,,0.6979225496803659
GF2025_P3_Adh,,0.6841144770465535
SR2019_JIMT1_Biol_repl_2,0.5372062469863225,0.72631840770666
AH2018_TMTMS2_1_C,,0.7003075532200478
RM2024_Intensity D0-1___2,,
LY2019_P4+,,0.6185030503005688
KBE2022_Log2_Ex_19_U,,
CKC2017_log2 normalized phosphoproteomics_0min_rep#1,,
RB2022_4_PostStrength,,
LG2023_GSK3α-3_intensity,,
YA2020_Reporter_intensity_Cancer_No.1,,0.7012784976898638
AST2020_Control,,
JAW2011_Ratio H/L LS1a,,
RCJD2014_5min_mean,,
NJH2015_iTRAQ Subject 4 114/115 (Exercise/Basal) (normalized),0.5388575770877783,
NJH2025_Sub1_MICT_Mid,,
TM2022_S2.12h.C,,
NJH2025_Sub9_MICT_Mid,,
CKC2017_log2 normalized phosphoproteomics_120min_rep#2,,
AS2011_Ratio H/L Normalized Inhi_1_2,,
FSO2013_Ratio M/L normalized Rep2___1,,0.6445085275856866
LG2023_Control-2_intensity,,
NJH2024_Sub8_HIIT_Pre,,
KS2014_Intensity pY_N2,,
RB2022_5_RecoverySprint,0.5202027825637102,
RB2022_7_RecoverySprint,0.5255272261873792,
YA2020_Reporter_intensity_Normal_No.3,,0.7067306475872224
HS2024_8_B_T2,,
AH2018_LFQ_1_X,,0.7039258489916201
RM2024_Intensity D6-1___1,,
RCJD2014_10min_2,,
FR2021_Norm.Intensity.M,,
RM2024_Intensity D0-3___1,,
KS2014_Intensity N2,,0.6773909229942702
HH2022_Reporter intensity 1,0.5298278186380699,0.6843994274890564
HH2022_Reporter intensity 2,0.5300209405527628,0.6817979146412192
RM2024_Intensity D6-2___2,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as1,,
RM2024_Intensity D2-3___2,,
YA2020_Reporter_intensity_Normal_No.5,,0.7023508982182739
SR2019_MCF7_Biol_repl_1,0.5199065159107387,0.7034531079691261
FSO2012_Ratio -/+ 3-MB-PP1 exp. as1a,,
HS2024_8_B_T1,,
NJH2025_Sub6_HIIT_Pre,,
RNJ2017_Log2_ratio_Tsup:Tstim_D1,,
EP2017_Untreated R#2 log2 ratio,0.5253737433249337,
SR2019_LM2_Biol_repl_3,0.5320762719839525,0.7123243820976284
RB2022_4_RecoveryStrength,0.5428322564901097,
CR2017_Ratio Replicate 2,,0.6525816222934882
CW2012_10 µM Erl/control Experiment 2 Replicate A,,
FSO2013_Ratio H/M normalized Rep3,,0.6410421939333012
AR2021_KD 72h,,0.6276877344287896
MV2014_Ratio H/M normalized B2___3 (5 min),,
KBE2022_Log2_Ex_18_U,,
AS2011_Ratio H/L Inhi_1_1,,
NJH2024_Sub8_MICT_Post,,
AH2018_TMTMS3_3_C,,0.693228536375023
KBE2022_Log2_Ex_9_U,,
AH2018_SILAC_M_3_N,,0.6882031422862893
KBE2022_Log2_Ex_13_T,,
RM2024_Intensity D0-3,,
SR2019_SKBR3_Biol_repl_1,0.5329069500563682,0.7373042359142683
PG2020_Intensity Mock_10h_C,,0.6202358439493765
CF2017_OSE 29,,0.6558250793490225
YB2013_Ratio_H_L_Normalized_in_experiment_1,,
NJH2025_Sub1_HIIT_Post,,
DL2023_24h-2,,
HS2024_7_B_N2,,
PG2020_Intensity 10h_A,,0.620507190515443
RN2012_L12,0.5308707781477949,
MV2014_Ratio M/L normalized B1___3 (5 min),,
NJH2024_Sub8_MICT_Mid,,
AH2018_LFQ_IT_4_C,,0.6809631666835947
SAS2015_PLX/AZD_Exp1,,
FR2021_Norm.Intensity.A,,
FSO2013_Ratio H/M normalized Rep1___1,,0.6469196480385019
JW2015_Intensity cap2,,
BS2014_Log2(Ratio H/L normalized Rep_2),,
NJH2024_Sub6_MICT_Post,,
CK2022_8 40-1,,0.6816398378294567
RB2022_7_RecoveryEndurance,0.4932662911620838,
NJH2025_Sub12_HIIT_Post,,
EJN2021_4_Ex_Basal,0.5582259740501276,
TM2022_S2.12h.B,,
RN2012_L15,0.5427577710549067,
KS2014_Intensity pY_PV3,,
TM2022_S2.4h.B,,
PG2020_Intensity 4h_A,,0.6288999193288375
FSO2013_Ratio H/M normalized Rep2___2,,
TM2022_mock.4h.B,,
KBE2022_Log2_Ex_24_U,,
NJH2025_Sub13_MICT_Mid,,
KS2014_Intensity C3,0.5267344599748194,0.6532248581776163
RB2022_1_PreSprint,0.5217307878815198,
HS2024_4_I_N1,,
CK2022_7 200-1,,0.6889449417718372
CK2022_5 200-1,,0.6909364924667882
CKC2017_log2 normalized phosphoproteomics_120min_rep#3,,
FSO2013_Ratio H/L normalized Rep2___1,,0.6459443125429668
NJH2024_Sub10_HIIT_Mid,,
RB2022_2_PostEndurance,,
AH2018_LFQ_2_C,0.5213458651147231,0.7074603260792992
AH2018_SILAC_MR_1_X,0.5403452796683045,0.7065970998483055
KTGR2014_Ratio H M Normalized Rep1_Rapamycin_0_15,,
IMM2018_normalised rep. int. Empty-2,,
RM2024_Intensity D4-1,,
KBE2022_Log2_Ex_25_U,,
AH2018_SILAC_3_C,,0.6810499221543876
EJN2021_5_Rest_Ins,0.5564884375548486,
VOI2024_0.1uM 24 h_3 di,,
RNJ2017_Log2_ratio_Tstim:Trest_D3,,
DB2022_LFQ intensity L2.1,,
FSO2013_Ratio H/M normalized Rep1,,0.6443458682667789
CK2022_4 16-1,,0.6280443068544316
AS2011_Ratio H/L,,
SR2019_MCF7_Biol_repl_4,0.5155613858746052,0.7097891798608076
EJN2021_2_Ex_Ins,0.5617465755963585,
AS2011_Ratio H/L Inhi_2_3,,
JAW2011_Ratio H/L LS1a_1,,
AH2018_LFQ_1_N,,0.6999850676982582
SAS2015_PLX/DMSO_Exp1,,
SFR2015_HL_log2_ratio_avg_c,,
JJ2018_Ratio M/L normalized pP2,,0.6196771689637525
NJH2024_Sub7_MICT_Mid,,
PG2020_Intensity 6h_B,,0.6180069532223496
FSO2013_Ratio H/L normalized Rep3,,0.6500460245026839
GRW2016_Ratio H/L normalized SILAC 2___2,,
RKK2015_IKKb(K44M)+TNF-α/TNF-α,,
JJ2018_Ratio M/L normalized,,0.6395261908200642
KTGR2014_Ratio-AA 30 mins,,
JW2021_After_1,,
NJH2025_Sub2_MICT_Mid,,
HS2024_6_B_N2,,
KBE2022_Log2_Ex_9_T,,
AH2018_SILAC_IT_2_N,,0.6849245471658848
AH2018_SILAC_IT_1_X,,0.6907863694951843
HW2015_Ratio H/L normalized Exp3,,
HS2024_7_PD_T1,,
UK2020_UA_2,,0.7147838119581873
RM2024_Intensity D2-1___1,,
GF2025_P10_Sph,,0.6071926927515033
WZ2023_Pe_025_20min,,0.6607983569981882
JVO2010_Log2 Ratio M/L Normalized aphidicolin,0.512766573221437,
AH2018_LFQ_2_N,0.5257869691109954,0.6972505636336644
HS2024_4_I_N2,,
AH2018_TMTMS2_3_N,,0.7007164044440009
RN2012_H06,0.5476410738042089,
