DatasetName,DTD1_S(193),DTD1_S(12) DTD1_S(179) DTD1_S(182) DTD1_S(194) DTD1_S(196) DTD1_S(197) DTD1_S(204) DTD1_S(205) DTD1_S(4)
NJH2025_Sub9_MICT_Post,,
VOI2024_Veh1 mono,,0.5248166646555474
CK2022_12 16-1,,0.5464853306504173
RN2012_L13,,0.5492065209484157
LG2023_Control-1_intensity,,
RM2024_Intensity D6-3___2,,
KBE2022_Log2_Ex_8_U,,0.5529847825565556
SR2019_SKBR3_Biol_repl_3,,
NJH2024_Sub1_MICT_Post,,
HS2024_3_I_T2,,0.536018666328018
KTGR2014_Ratio M L Normalized Rep2_Rapamycin_0_15,,
RM2024_Intensity D0-3___3,,
HS2024_6_I_T2,,0.5531262261003703
CW2012_10 µM Erl/control Experiment 2 Replicate B,,
AS2011_Ratio H/L Protein Inhi_1,,
FSO2013_Ratio H/M normalized Rep2___1,,
GRW2016_Ratio M/L normalized SILAC 5a___2,,
CK2022_10 40-1,,0.518356092324535
NJH2024_Sub12_HIIT_Pre,,
NJH2024_Sub8_MICT_Pre,,
RM2024_Intensity D0-1___1,,
LY2019_P3+,,0.5560114664326036
HH2022_Reporter intensity 6,0.5326389603257787,
RB2022_2_RecoveryStrength,,
KTGR2014_Ratio-AA 15 mins,,
AS2011_Ratio H/L Normalized RNAi_2_2,,
KS2014_Intensity pY_N3,,
MV2014_Ratio H/L normalized B1___2 (30 min),,0.5370100010401662
LY2019_P5-,,0.5074711418293215
HW2015_Ratio M/L normalized Exp2,,
SR2019_HCC1419_Biol_repl_1,,
AH2018_TMTMS2_3_X,,0.4924573813482476
GF2025_P3_Adh,,0.5504544556154024
SR2019_JIMT1_Biol_repl_2,,
AH2018_TMTMS2_1_C,,0.487390176222761
RM2024_Intensity D0-1___2,,
LY2019_P4+,,0.5142062733780666
KBE2022_Log2_Ex_19_U,,0.5540307825141616
CKC2017_log2 normalized phosphoproteomics_0min_rep#1,,0.5305397652004432
RB2022_4_PostStrength,,
LG2023_GSK3α-3_intensity,,
YA2020_Reporter_intensity_Cancer_No.1,,0.5290118442139761
AST2020_Control,,
JAW2011_Ratio H/L LS1a,,
RCJD2014_5min_mean,,0.5584754695478945
NJH2015_iTRAQ Subject 4 114/115 (Exercise/Basal) (normalized),,0.537097769879997
NJH2025_Sub1_MICT_Mid,,
TM2022_S2.12h.C,,
NJH2025_Sub9_MICT_Mid,,
CKC2017_log2 normalized phosphoproteomics_120min_rep#2,,0.5282003893847648
AS2011_Ratio H/L Normalized Inhi_1_2,,
FSO2013_Ratio M/L normalized Rep2___1,,
LG2023_Control-2_intensity,,
NJH2024_Sub8_HIIT_Pre,,
KS2014_Intensity pY_N2,,
RB2022_5_RecoverySprint,,
RB2022_7_RecoverySprint,,
YA2020_Reporter_intensity_Normal_No.3,,0.5151995975983773
HS2024_8_B_T2,,0.5530845388227327
AH2018_LFQ_1_X,,0.5672170213894138
RM2024_Intensity D6-1___1,,
RCJD2014_10min_2,,0.5023320654503445
FR2021_Norm.Intensity.M,,
RM2024_Intensity D0-3___1,,
KS2014_Intensity N2,,0.5186416900079257
HH2022_Reporter intensity 1,0.1452590830589111,
HH2022_Reporter intensity 2,0.178307248311011,
RM2024_Intensity D6-2___2,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as1,,
RM2024_Intensity D2-3___2,,
YA2020_Reporter_intensity_Normal_No.5,,0.5133794499725849
SR2019_MCF7_Biol_repl_1,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as1a,,
HS2024_8_B_T1,,0.5305254264458328
NJH2025_Sub6_HIIT_Pre,,
RNJ2017_Log2_ratio_Tsup:Tstim_D1,,
EP2017_Untreated R#2 log2 ratio,,0.5117447516813916
SR2019_LM2_Biol_repl_3,,
RB2022_4_RecoveryStrength,,
CR2017_Ratio Replicate 2,,0.5333782643420834
CW2012_10 µM Erl/control Experiment 2 Replicate A,,
FSO2013_Ratio H/M normalized Rep3,,
AR2021_KD 72h,,0.4996574910518651
MV2014_Ratio H/M normalized B2___3 (5 min),,
KBE2022_Log2_Ex_18_U,,0.5356136613124536
AS2011_Ratio H/L Inhi_1_1,,
NJH2024_Sub8_MICT_Post,,
AH2018_TMTMS3_3_C,,0.5364532035276574
KBE2022_Log2_Ex_9_U,,0.531880097946829
AH2018_SILAC_M_3_N,,0.5487474104200596
KBE2022_Log2_Ex_13_T,,0.5506631153542876
RM2024_Intensity D0-3,,
SR2019_SKBR3_Biol_repl_1,,
PG2020_Intensity Mock_10h_C,,0.5476963996185806
CF2017_OSE 29,,0.5509339804232607
YB2013_Ratio_H_L_Normalized_in_experiment_1,,
NJH2025_Sub1_HIIT_Post,,
DL2023_24h-2,,0.5295921769523757
HS2024_7_B_N2,,0.5409629673824174
PG2020_Intensity 10h_A,,
RN2012_L12,,
MV2014_Ratio M/L normalized B1___3 (5 min),,
NJH2024_Sub8_MICT_Mid,,
AH2018_LFQ_IT_4_C,,0.5548233458473975
SAS2015_PLX/AZD_Exp1,,0.5516836516166985
FR2021_Norm.Intensity.A,,
FSO2013_Ratio H/M normalized Rep1___1,,
JW2015_Intensity cap2,,
BS2014_Log2(Ratio H/L normalized Rep_2),,0.5471296353940831
NJH2024_Sub6_MICT_Post,,
CK2022_8 40-1,,0.5241961340620485
RB2022_7_RecoveryEndurance,,
NJH2025_Sub12_HIIT_Post,,
EJN2021_4_Ex_Basal,,0.5150455714408879
TM2022_S2.12h.B,,
RN2012_L15,,0.5367556083785053
KS2014_Intensity pY_PV3,,
TM2022_S2.4h.B,,
PG2020_Intensity 4h_A,,0.5414511544094093
FSO2013_Ratio H/M normalized Rep2___2,,
TM2022_mock.4h.B,,
KBE2022_Log2_Ex_24_U,,0.550112105049485
NJH2025_Sub13_MICT_Mid,,
KS2014_Intensity C3,,0.5191644146441269
RB2022_1_PreSprint,,
HS2024_4_I_N1,,0.5179513511773556
CK2022_7 200-1,,0.5425042418027292
CK2022_5 200-1,,0.5430249228181558
CKC2017_log2 normalized phosphoproteomics_120min_rep#3,,0.5294307685587488
FSO2013_Ratio H/L normalized Rep2___1,,
NJH2024_Sub10_HIIT_Mid,,
RB2022_2_PostEndurance,,
AH2018_LFQ_2_C,,0.570691108028629
AH2018_SILAC_MR_1_X,,0.5759532117902411
KTGR2014_Ratio H M Normalized Rep1_Rapamycin_0_15,,
IMM2018_normalised rep. int. Empty-2,,
RM2024_Intensity D4-1,,
KBE2022_Log2_Ex_25_U,,0.5489076758356338
AH2018_SILAC_3_C,,0.5548741246735542
EJN2021_5_Rest_Ins,,0.5665295357234135
VOI2024_0.1uM 24 h_3 di,,
RNJ2017_Log2_ratio_Tstim:Trest_D3,,
DB2022_LFQ intensity L2.1,,
FSO2013_Ratio H/M normalized Rep1,,
CK2022_4 16-1,,0.5298427447216032
AS2011_Ratio H/L,,
SR2019_MCF7_Biol_repl_4,,
EJN2021_2_Ex_Ins,,0.5453960790163737
AS2011_Ratio H/L Inhi_2_3,,
JAW2011_Ratio H/L LS1a_1,,
AH2018_LFQ_1_N,,0.5692123982893128
SAS2015_PLX/DMSO_Exp1,,0.55579612001898
SFR2015_HL_log2_ratio_avg_c,,
JJ2018_Ratio M/L normalized pP2,,0.534951258652424
NJH2024_Sub7_MICT_Mid,,
PG2020_Intensity 6h_B,,0.5273145085222688
FSO2013_Ratio H/L normalized Rep3,,
GRW2016_Ratio H/L normalized SILAC 2___2,,
RKK2015_IKKb(K44M)+TNF-α/TNF-α,,0.5699668075494868
JJ2018_Ratio M/L normalized,,0.5340081456036053
KTGR2014_Ratio-AA 30 mins,,
JW2021_After_1,,
NJH2025_Sub2_MICT_Mid,,
HS2024_6_B_N2,,0.5405139554160758
KBE2022_Log2_Ex_9_T,,0.5284570363270192
AH2018_SILAC_IT_2_N,,0.5580087437849622
AH2018_SILAC_IT_1_X,,0.5560853883782899
HW2015_Ratio H/L normalized Exp3,,
HS2024_7_PD_T1,,0.5658324952476874
UK2020_UA_2,,0.5333638902738902
RM2024_Intensity D2-1___1,,
GF2025_P10_Sph,,0.5416508410162736
WZ2023_Pe_025_20min,,0.5783214834267704
JVO2010_Log2 Ratio M/L Normalized aphidicolin,,
AH2018_LFQ_2_N,,0.5703565532747462
HS2024_4_I_N2,,0.5352445988221363
AH2018_TMTMS2_3_N,,0.49468435459545884
