DatasetName,PHF2_S(1053) PHF2_S(1056) PHF2_S(1058) PHF2_S(1059) PHF2_S(3) PHF2_S(447) PHF2_S(458) PHF2_S(459) PHF2_S(463) PHF2_S(467) PHF2_S(469) PHF2_S(474) PHF2_S(533) PHF2_S(534) PHF2_S(537) PHF2_S(539) PHF2_S(612) PHF2_S(625) PHF2_S(638) PHF2_S(640) PHF2_S(655) PHF2_S(671) PHF2_S(674) PHF2_S(681) PHF2_S(705) PHF2_S(730) PHF2_S(733) PHF2_S(734) PHF2_S(738) PHF2_S(740) PHF2_S(853) PHF2_S(879) PHF2_S(882) PHF2_S(896) PHF2_S(897) PHF2_S(899) PHF2_S(905) PHF2_T(479) PHF2_T(535) PHF2_T(541) PHF2_T(6) PHF2_T(654) PHF2_Y(877),PHF2_T(907)
NJH2024_Sub10_MICT_Post,0.5148969376129594,
RM2024_Intensity D2-3___1,,
CR2017_Ratio Replicate 1.5,0.48817363223629734,
CW2012_10 µM Gef/control Experiment 2 Replicate B,,
HS2024_7_B_T3,0.5237518629676703,
CKC2017_log2 normalized phosphoproteomics_60min_rep#1,,
AS2011_Ratio H/L RNAi_1,,
JC2019_Normalised_intensity_A_TiOx_Testis_sample_URO0059,,
AH2018_LFQ_M_1_C,0.5159036205409224,
NJH2025_Sub7_MICT_Pre,0.5173788026872497,
SR2019_SKBR3_Biol_repl_2,,
HS2024_9_B_T2,0.5289725451763079,
KTGR2014_Ratio-AA 7 mins,,
MV2014_Ratio L/H normalized B3___3 (5 min),,
HS2024_3_PD_T1,0.5186348084641108,
FSO2013_Ratio M/L normalized Rep3___2,0.523149661237619,
SR2019_BT549_Biol_repl_3,,
RCJD2014_20min_mean,0.5164105478772448,
FR2021_Norm.Intensity.H,0.5131268447337674,
RB2022_2_PreStrength,0.5192445605085481,
DB2022_LFQ intensity L1.2,,
HS2024_4_B_N1,0.5255272533905754,
KTGR2014_Ratio H M Normalized Rep2_Rapamycin_0_15,,
CK2022_1 16-1,0.5166785182834266,
CK2022_1 200-1,0.5189002603667802,
PG2020_Intensity Mock_10h_D,,
SR2019_MCF10A_Biol_repl_2,,
JJ2018_Ratio M/L normalized pP2___2,,
HS2024_6_PD_T1,0.5156250553754339,
JVO2010_Ratio M/L Normalized by Protein ThymON - Log2 G1/S,,
RB2022_6_RecoveryEndurance,0.5156295474067207,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt3b,,
EP2017_Mitotic R#2 normalized log2 ratio,0.5194472939909556,
RCJD2014_5min_1,0.5332572312536734,
RM2024_Intensity D4-1___1,,
DL2023_24h-1,,
YC2018_Log2(SKBR3-LR/SKBR3)_Rep.1-1,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as2b,,
TM2022_S2.4h.C,0.5152599643595795,
SAS2015_PLX/AZD_Exp2,0.5295265499234648,
CR2017_Ratio Replicate 3.3,0.4925363335493067,
PG2020_Intensity 2h_C,,
VOI2024_Veh2 di,,
ZX2022_CB treated Replicate 2,0.5404622025745062,
KBE2022_Log2_Ex_8_T,0.5174067337289209,
NJH2025_Sub10_MICT_Post,0.5148969376129594,
HS2024_6_I_T3,0.5234500803215145,
RN2012_L11,0.5162889175494306,
AS2011_Ratio H/L Normalized Inhi_2_2,,
IMM2018_normalised rep. int. Empty-1,0.5130543105646092,
HS2024_5_PD_T1,0.5130152454800747,
AH2018_LFQ_M_2_C,0.5187761557888128,
CK2022_3 40-1,,
RBK2021_1260T Early,,
NJH2024_Sub4_HIIT_Post,0.5168265345147174,
HS2024_4_I_T1,0.5436612083198673,
YA2020_Reporter_intensity_Cancer_No.5,0.5168742332599509,
HH2022_Reporter intensity 8,0.5148817656666153,
ZQ2022_N2,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt1b,,
FSO2013_Ratio H/L normalized Rep3___3,0.5193466959995227,
AH2018_TMTMS3_2_N,0.5167935756375562,
EJN2021_5_Rest_Basal,0.5101784289078148,
NJH2025_Sub2_HIIT_Post,0.5162844176633123,
NJH2025_Sub1_MICT_Post,0.5110979166359586,
HS2024_9_B_T1,0.5138483397563527,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt1a,,
JAW2011_Ratio H/L LS2_1,,
JVO2010_Log2 Ratio H/M Normalized aphidicolin,,
NJH2024_Sub6_HIIT_Pre,0.5172190559294826,
AH2018_SILAC_3_N,0.5134210973645267,
YA2020_Reporter_intensity_Normal_No.1,0.5178049050480675,
HS2024_3_B_T1,0.5079934643269594,
JJ2018_Ratio H/L normalized___2,,
RM2024_Intensity D0-2,,
MV2014_Ratio M/L normalized B1___2 (5 min),,
RB2022_7_PostStrength,0.5211178933840145,
RB2022_1_PostEndurance,,
CR2017_Ratio Replicate 3,0.5130361668776875,
SR2019_Hs578T_Biol_repl_3,,
MV2014_Ratio L/H normalized B3___1 (5 min),0.5202698270850049,
RBK2021_1244T Early,0.5149912033839653,
RB2022_3_PostSprint,0.522456753578815,
NJH2024_Sub13_MICT_Mid,,
KTGR2014_Ratio-AA 2 mins,,
GF2025_P7_Sph,0.52067738009764,
HS2024_8_I_T3,0.5105616125678344,
CF2017_EOC 3,0.5166611367939697,
LATM2013_Normalized Log2 Ratio (Medium/Light) Forward,,
HS2024_6_PD_T3,0.5063401252693022,
DL2023_12h-2,,
RM2024_Intensity D6-3___1,,
FS2019_Ctr1,0.5160263904601428,
WZ2023_Pu_010_20min,0.5282679761942917,
AS2011_Ratio H/L_3,,
CK2022_1 40-1,,
RNJ2017_Log2_ratio_Tsup:Trest_D1,0.5156298966822086,
CK2022_8 16-1,0.5144448348493652,
KS2014_Intensity N3,0.5085401424324324,
RB2022_4_RecoveryEndurance,0.5144880066323162,
RB2022_5_RecoveryEndurance,0.5119036050687352,
JAW2011_Ratio H/L LS1a_2,,
NJH2024_Sub12_HIIT_Mid,0.5070464444616918,
AH2018_LFQ_IT_1_N,0.5157125035384948,
FSO2013_Ratio H/M normalized Rep2,0.530059954400368,
RAM2015_Log2 A,0.5252344401600687,
HS2024_8_PD_T1,0.5183623969483138,
JJ2018_Ratio H/L normalized pP2,,
CF2017_OSE 27,,
KS2014_Intensity E15_2,0.5164242913836689,
BS2014_Log2(Ratio H/L protein),,
PG2020_Intensity 8h_A,0.515927477531044,
HS2024_7_I_T1,0.5316535700741057,
VOI2024_Veh3 di,,
RKK2015_TNF-α+SC-514/basal,0.5142985659608743,
SR2019_JIMT1_Biol_repl_1,,
HW2015_Ratio H/L normalized Exp2,,
HS2024_3_I_N1,0.5426385251019064,
AH2018_SILAC_M_3_X,0.5125403168736878,
NJH2024_Sub9_HIIT_Post,,
AS2011_Ratio H/L RNAi_1_3,,
GRW2016_Ratio H/L normalized SILAC 1___2,,
NJH2025_Sub1_HIIT_Pre,0.511423393391422,
YC2018_Log2(SKBR3-LR/SKBR3)_Rep.1-2,,
NJH2024_Sub4_HIIT_Mid,0.5152845784619854,
VOI2024_0.1uM 2 h_1 di,,
KBE2022_Log2_Ex_6_T,0.5158445367140074,
RM2024_Intensity D4-3___1,,
AH2018_LFQ_4_X,0.5159573870083707,
AS2011_Inhi 2_Ratio H/L normalized by corresponding protein level (H:TAL treatment; L: MA treatment),,
RB2022_8_PostEndurance,0.5116986054439417,
NJH2025_Sub4_MICT_Mid,0.5162260401717366,
YP2020_Intensity C30_R1_mult_log2,,
AST2020_anti-CD3.1,0.5168846625743895,
NJH2025_Sub4_HIIT_Post,0.5168265345147174,
EP2017_Untreated R#4 log2 ratio,0.5294080135273121,
HS2024_6_B_N1,0.5300595651174878,
KBE2022_Log2_Ex_27_T,0.5166602081191112,
CW2012_10 µM Gef/control Experiment 1 Replicate A,,
VOI2024_0.1uM 24 h_1 mono,,
AMK2021_120R_p5,,
AS2011_Ratio H/L Proteins,,
NJH2024_Sub7_HIIT_Post,0.5177526030943937,
NJH2015_TMT Subject 1 127_N/126 (Exercise/Basal) (normalized),0.5173657058213453,
AS2011_Ratio H/L RNAi_2_2,,
RB2022_7_RecoveryStrength,0.5162621898982757,
AH2018_SILAC_IT_3_X,0.5175769492254989,
JAW2011_Ratio H/L,,
PG2020_Intensity 10h_C,0.5119578077499889,
FSO2013_Ratio M/L normalized Rep2,0.5200461148848365,
CP2009_Ratio H/M Normalized (50 nM dasatinib vs 5 nM dasatinib),,
HH2022_Reporter intensity 5,0.5206576079609474,
SR2019_HCC1954_Biol_repl_2,,
CK2022_14 40-1,,
RB2022_6_PreSprint,0.5135489119004389,
NJH2025_Sub12_MICT_Mid,0.5091284005283323,
PG2020_Intensity 4h_D,0.5103842348495534,
NJH2025_Sub2_MICT_Post,0.5172333340370834,
AH2018_LFQ_4_C,0.5160432586102341,
DL2023_control-1,,
AR2021_ALG 10 μM,0.5261602579277095,
JAW2011_Ratio H/L LS2_2,,
AH2018_SILAC_IT_3_N,0.5129660770139693,
EJN2021_4_Rest_Ins,0.5101175549637756,
RN2012_H05,0.529055545500452,
NJH2024_Sub7_HIIT_Mid,0.5170855307214931,
GF2025_P2_Adh,0.5120119069586905,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as4b,,
RB2022_8_PostSprint,0.5161786298562123,
EJN2021_1_Rest_Ins,0.5123486152392994,
HH2022_Reporter intensity 3,0.522571813414694,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt4b,,
AH2018_SILAC_IT_1_C,0.5158581104736331,
JW2021_After_3,,
GF2025_P8_Sph,0.5173375169823905,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt4,,
JJ2018_Ratio M/L normalized pP2___1,,
AH2018_SILAC_2_N,,
CK2022_11 200-1,0.5179895152821622,
CK2022_12 200-1,0.5174496589015358,
AS2011_Ratio H/L Normalized by Protein RNAi_1,,
RM2024_Intensity D2-1___3,,
NJH2024_Sub1_MICT_Pre,0.5117133107196259,
HH2022_Reporter intensity 9,0.5062557501892517,
WZ2023_Su_010_20min,0.5274124986420563,
AH2018_TMTMS2_2_N,0.5158711627337055,
NJH2024_Sub13_MICT_Pre,,
KBE2022_Log2_Ex_41_U,0.5203735658271592,
NJH2015_TMT Subject 3 129_N/128_C (Exercise/Basal) (normalized),0.5197575485671777,
AH2018_TMTMS3_Pool,0.511943895626734,
KS2014_Intensity N4,0.5099223326630952,
NJH2024_Sub1_HIIT_Post,0.5121573573122757,
MM2018_Ratio H/L replicate2,0.5168010173972717,
RM2024_Intensity D4-2___2,,
NJH2024_Sub13_HIIT_Pre,,
CF2017_OSE 26,0.516850807685565,
CK2022_14 200-1,0.5180625537632773,
SR2019_Hs578T_Biol_repl_1,,
RB2022_7_PostSprint,0.5130930565968735,
TM2022_mock.4h.A,0.5148599023027913,
NJH2025_Sub12_HIIT_Pre,0.5099434573739614,
AH2018_TMTMS3_1_N,0.5186540260138099,
AST2020_anti-CD3+PDL2.2,0.5170358356567099,
PG2020_Intensity Mock_10h_A,,
JW2021_After_2,,
NJH2024_Sub2_MICT_Post,0.5172333340370834,
EJN2021_2_Rest_Ins,0.5108238958930245,
SR2019_LM2_Biol_repl_4,,
CP2009_Ratio H/M,,
JAW2011_Ratio H/L HS,,
CK2022_13 16-1,0.5177571110716377,
GF2025_P1_Adh,0.5137648664870946,
GF2025_P1_Sph,0.5171676397956294,
EJN2021_5_Ex_Basal,0.5116207837564589,
HS2024_7_I_T3,0.5234875858639314,
JJ2018_Ratio H/L normalized pP2___2,,
WZ2023_Pe_010_10min,0.5248735628464269,
CF2017_EOC 1,0.5059510616424687,
CK2022_3 200-1,0.5184362030997025,
AH2018_LFQ_IT_3_C,,
SR2019_Hs578T_Biol_repl_2,,
NJH2024_Sub12_HIIT_Post,0.5103277540438697,
JJ2018_Ratio H/L normalized pP1___2,,
MV2014_Ratio H/L normalized A1___2 (10 min),,
NJH2024_Sub10_MICT_Mid,0.5156426032544306,
NJH2024_Sub13_MICT_Post,,
BS2014_Log2(Ratio H/L normalized Rep_1),0.5242502421197801,
RB2022_3_RecoverySprint,0.5148239909356708,
NJH2025_Sub1_HIIT_Mid,0.5118551117218952,
RCJD2014_20min_2,0.5010734157305229,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt2,,
HS2024_6_PD_T2,0.5032414414922992,
HS2024_5_B_T1,0.5003978564896758,
CW2012_10 µM Gef/control Experiment 2 Replicate A,,
DL2023_12h-3,,
SR2019_MDAMB231_Biol_repl_2,,
HS2024_3_B_T2,0.510733280284306,
RB2022_6_PreStrength,0.517138994399832,
CK2022_2 40-1,,
RB2022_1_PostSprint,,
CK2022_4 200-1,0.5182482604171732,
JW2021_Before_2,,
TM2022_S2.12h.A,0.5153306487924086,
MV2014_Ratio L/M normalized B2___2 (30 min),,
CK2022_5 16-1,0.5147125129722661,
AR2021_ALG 1 μM,0.5210107941499073,
HS2024_4_B_T1,0.5361589645423154,
MV2014_Ratio M/H normalized A3___1 (10 min),0.5155266358813538,
SR2019_BT549_Biol_repl_4,,
EJN2021_1_Rest_Basal,0.5129650479591799,
NJH2025_Sub8_MICT_Post,,
RCJD2014_5min_3,0.5291397262019275,
CR2017_Ratio Replicate 3.2,0.5058196950549758,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as3a,,
GF2025_P7_Adh,0.5183348418370558,
CK2022_9 16-1,0.5160925354977156,
NJH2024_Sub6_HIIT_Post,0.5178857478848709,
AMK2021_30R_p3,,
AS2011_Ratio H/L Normalized RNAi_2,,
RM2024_Intensity D0-2___2,,
KS2014_Intensity pY_N4,,
CK2022_13 200-1,0.5190216680002826,
AS2011_Ratio H/L Normalized_2,,
PG2020_Intensity 6h_D,0.5069179605102282,
CK2022_16 16-1,0.5169313843779476,
FS2019_db/db3,0.5161542625288148,
CK2022_15 40-1,,
NJH2024_Sub9_MICT_Pre,,
BS2014_Log2(Ratio H/L unmodified peptide),,
WZ2023_Su_005_10min,0.5269160347723969,
RM2009_Ratio M/L (M:15 min timepoint;L:0 min. timepoint),,
KBE2022_Log2_Ex_41_T,0.5182353018740975,
AMK2021_Ctrl_p1,,
AH2018_LFQ_IT_3_X,,
HS2024_5_PD_T3,0.5147219028972395,
AH2018_TMTMS3_3_X,0.5169443638538607,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as2,,
KBE2022_Log2_Ex_40_U,0.5172194332437181,
AH2018_LFQ_M_1_N,0.5179516121725337,
KBE2022_Log2_Ex_27_U,0.5166340494454235,
HW2015_Ratio M/L normalized Exp3,,
RKK2015_TNF-α/IKKb(K44M),0.5009266837530068,
AH2018_SILAC_M_1_N,0.5168934560843279,
HW2015_Ratio M/L normalized Exp1,,
RB2022_5_RecoveryStrength,0.5129192870927614,
YP2020_Intensity P10_R1_mult_log2,,
RB2022_7_PreStrength,0.5162665700750653,
YA2020_Reporter_intensity_Normal_No.4,0.5152894826634075,
NJH2025_Sub13_HIIT_Pre,,
PG2020_Intensity CT_D,,
NJH2025_Sub9_MICT_Post,,
VOI2024_Veh1 mono,,
CK2022_12 16-1,0.5164254205062149,
RN2012_L13,0.5158824250999415,
LG2023_Control-1_intensity,,
RM2024_Intensity D6-3___2,,
KBE2022_Log2_Ex_8_U,0.5169525577773307,
SR2019_SKBR3_Biol_repl_3,,
NJH2024_Sub1_MICT_Post,0.5110979166359586,
HS2024_3_I_T2,0.5163949515890404,
KTGR2014_Ratio M L Normalized Rep2_Rapamycin_0_15,,
RM2024_Intensity D0-3___3,,
HS2024_6_I_T2,0.5039531002113704,
CW2012_10 µM Erl/control Experiment 2 Replicate B,,
AS2011_Ratio H/L Protein Inhi_1,,
FSO2013_Ratio H/M normalized Rep2___1,0.5274544994173805,
GRW2016_Ratio M/L normalized SILAC 5a___2,,
CK2022_10 40-1,,
NJH2024_Sub12_HIIT_Pre,0.5099434573739614,
NJH2024_Sub8_MICT_Pre,,
RM2024_Intensity D0-1___1,,
LY2019_P3+,0.5165254376382258,
HH2022_Reporter intensity 6,0.5067280355235623,
RB2022_2_RecoveryStrength,0.5188852510723997,
KTGR2014_Ratio-AA 15 mins,,
AS2011_Ratio H/L Normalized RNAi_2_2,,
KS2014_Intensity pY_N3,,
MV2014_Ratio H/L normalized B1___2 (30 min),,
LY2019_P5-,0.5089970510357454,
HW2015_Ratio M/L normalized Exp2,,
SR2019_HCC1419_Biol_repl_1,,
AH2018_TMTMS2_3_X,0.5164535402729133,
GF2025_P3_Adh,0.5180126634012925,
SR2019_JIMT1_Biol_repl_2,,
AH2018_TMTMS2_1_C,0.5153935170777477,
RM2024_Intensity D0-1___2,,
LY2019_P4+,0.5149867776928502,
KBE2022_Log2_Ex_19_U,0.5151217137777778,
CKC2017_log2 normalized phosphoproteomics_0min_rep#1,,
RB2022_4_PostStrength,0.5194064209337941,
LG2023_GSK3α-3_intensity,0.5195942156696659,
YA2020_Reporter_intensity_Cancer_No.1,0.5110692774943152,
AST2020_Control,0.5167993732151419,
JAW2011_Ratio H/L LS1a,,
RCJD2014_5min_mean,0.5095841211777261,
NJH2015_iTRAQ Subject 4 114/115 (Exercise/Basal) (normalized),,
NJH2025_Sub1_MICT_Mid,0.5111253220941079,
TM2022_S2.12h.C,0.516315254771111,
NJH2025_Sub9_MICT_Mid,,
CKC2017_log2 normalized phosphoproteomics_120min_rep#2,,
AS2011_Ratio H/L Normalized Inhi_1_2,,
FSO2013_Ratio M/L normalized Rep2___1,0.5220545071599891,
LG2023_Control-2_intensity,,
NJH2024_Sub8_HIIT_Pre,,
KS2014_Intensity pY_N2,,
RB2022_5_RecoverySprint,0.5158139585463416,
RB2022_7_RecoverySprint,0.5115338429632833,
YA2020_Reporter_intensity_Normal_No.3,0.5157271249394243,
HS2024_8_B_T2,0.5256328002617395,
AH2018_LFQ_1_X,,
RM2024_Intensity D6-1___1,,
RCJD2014_10min_2,0.4988214318521743,
FR2021_Norm.Intensity.M,0.5140210705943772,
RM2024_Intensity D0-3___1,,
KS2014_Intensity N2,0.5186722939154528,
HH2022_Reporter intensity 1,0.522964933128868,
HH2022_Reporter intensity 2,0.5234110433336746,
RM2024_Intensity D6-2___2,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as1,,
RM2024_Intensity D2-3___2,,
YA2020_Reporter_intensity_Normal_No.5,0.5168014066896809,
SR2019_MCF7_Biol_repl_1,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as1a,,
HS2024_8_B_T1,0.5398747069228415,
NJH2025_Sub6_HIIT_Pre,0.5172190559294826,
RNJ2017_Log2_ratio_Tsup:Tstim_D1,,
EP2017_Untreated R#2 log2 ratio,0.5095260957412511,
SR2019_LM2_Biol_repl_3,,
RB2022_4_RecoveryStrength,0.5190190257094452,
CR2017_Ratio Replicate 2,0.5135943687118978,
CW2012_10 µM Erl/control Experiment 2 Replicate A,,
FSO2013_Ratio H/M normalized Rep3,0.5335218142992224,
AR2021_KD 72h,0.5408815081952787,
MV2014_Ratio H/M normalized B2___3 (5 min),,
KBE2022_Log2_Ex_18_U,0.5148395074179883,
AS2011_Ratio H/L Inhi_1_1,,
NJH2024_Sub8_MICT_Post,,
AH2018_TMTMS3_3_C,0.5173223266449714,
KBE2022_Log2_Ex_9_U,0.518917500418502,
AH2018_SILAC_M_3_N,0.513622499421576,
KBE2022_Log2_Ex_13_T,0.5172361266955723,
RM2024_Intensity D0-3,,
SR2019_SKBR3_Biol_repl_1,,
PG2020_Intensity Mock_10h_C,0.5113987980619187,
CF2017_OSE 29,,
YB2013_Ratio_H_L_Normalized_in_experiment_1,,
NJH2025_Sub1_HIIT_Post,0.5121573573122757,
DL2023_24h-2,,
HS2024_7_B_N2,0.5229759559741212,
PG2020_Intensity 10h_A,0.5136573122173067,
RN2012_L12,0.5213102946510576,
MV2014_Ratio M/L normalized B1___3 (5 min),,
NJH2024_Sub8_MICT_Mid,,
AH2018_LFQ_IT_4_C,0.5125587916313845,
SAS2015_PLX/AZD_Exp1,0.5282171299527402,
FR2021_Norm.Intensity.A,0.5134303656594325,
FSO2013_Ratio H/M normalized Rep1___1,0.5231214138354838,
JW2015_Intensity cap2,,
BS2014_Log2(Ratio H/L normalized Rep_2),0.5215014062624143,
NJH2024_Sub6_MICT_Post,0.5177664590176102,
CK2022_8 40-1,,
RB2022_7_RecoveryEndurance,0.5173586052322301,
NJH2025_Sub12_HIIT_Post,0.5103277540438697,
EJN2021_4_Ex_Basal,0.5119095280741798,
TM2022_S2.12h.B,0.5159701795324246,
RN2012_L15,0.5205017559851128,
KS2014_Intensity pY_PV3,,
TM2022_S2.4h.B,0.5150704857873275,
PG2020_Intensity 4h_A,,
FSO2013_Ratio H/M normalized Rep2___2,0.5208791653454878,
TM2022_mock.4h.B,0.5157158599060877,
KBE2022_Log2_Ex_24_U,0.5170043015090463,
NJH2025_Sub13_MICT_Mid,,
KS2014_Intensity C3,0.5200654204214846,
RB2022_1_PreSprint,,
HS2024_4_I_N1,0.5035397069764276,
CK2022_7 200-1,0.5109907014168463,
CK2022_5 200-1,0.5114019780819933,
CKC2017_log2 normalized phosphoproteomics_120min_rep#3,,
