DatasetName,PGRMC2_S(104) PGRMC2_S(114) PGRMC2_S(12) PGRMC2_S(128) PGRMC2_S(208) PGRMC2_S(78) PGRMC2_S(90) PGRMC2_T(12) PGRMC2_T(175) PGRMC2_T(199) PGRMC2_T(202) PGRMC2_T(211) PGRMC2_T(216) PGRMC2_T(235) PGRMC2_T(93) PGRMC2_Y(210),PGRMC2_S(77)
JC2019_Normalised_intensity_A_TiOx_Testis_sample_URO0059,,
AH2018_LFQ_M_1_C,0.5486533422125577,
NJH2025_Sub7_MICT_Pre,,
SR2019_SKBR3_Biol_repl_2,0.5349584082311466,
HS2024_9_B_T2,,
KTGR2014_Ratio-AA 7 mins,,
MV2014_Ratio L/H normalized B3___3 (5 min),,
HS2024_3_PD_T1,,
FSO2013_Ratio M/L normalized Rep3___2,0.5156239462727065,
SR2019_BT549_Biol_repl_3,0.5417291476167573,
RCJD2014_20min_mean,0.5337935702863285,
FR2021_Norm.Intensity.H,,
RB2022_2_PreStrength,0.5376324864224575,
DB2022_LFQ intensity L1.2,,
HS2024_4_B_N1,,
KTGR2014_Ratio H M Normalized Rep2_Rapamycin_0_15,,
CK2022_1 16-1,0.5481202943479757,
CK2022_1 200-1,0.5472001882777024,
PG2020_Intensity Mock_10h_D,0.5115974147705167,
SR2019_MCF10A_Biol_repl_2,0.5452240819712112,
JJ2018_Ratio M/L normalized pP2___2,,
HS2024_6_PD_T1,,
JVO2010_Ratio M/L Normalized by Protein ThymON - Log2 G1/S,,
RB2022_6_RecoveryEndurance,0.5436976211022487,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt3b,,
EP2017_Mitotic R#2 normalized log2 ratio,0.5390614459615208,
RCJD2014_5min_1,0.5326703498292735,
RM2024_Intensity D4-1___1,,
DL2023_24h-1,0.5438588251969435,
YC2018_Log2(SKBR3-LR/SKBR3)_Rep.1-1,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as2b,,
TM2022_S2.4h.C,,
SAS2015_PLX/AZD_Exp2,,
CR2017_Ratio Replicate 3.3,0.5233689997308194,
PG2020_Intensity 2h_C,0.5402923213518529,
VOI2024_Veh2 di,,
ZX2022_CB treated Replicate 2,0.5403285059226839,
KBE2022_Log2_Ex_8_T,0.5339854347697275,
NJH2025_Sub10_MICT_Post,,
HS2024_6_I_T3,,
RN2012_L11,0.5396789029307562,
AS2011_Ratio H/L Normalized Inhi_2_2,,
IMM2018_normalised rep. int. Empty-1,,
HS2024_5_PD_T1,,
AH2018_LFQ_M_2_C,0.5489369890920603,
CK2022_3 40-1,0.5432019744230977,
RBK2021_1260T Early,0.54697182896281,
NJH2024_Sub4_HIIT_Post,,
HS2024_4_I_T1,,
YA2020_Reporter_intensity_Cancer_No.5,,
HH2022_Reporter intensity 8,,
ZQ2022_N2,0.5261277801466624,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt1b,,
FSO2013_Ratio H/L normalized Rep3___3,,
AH2018_TMTMS3_2_N,0.5390312252745573,
EJN2021_5_Rest_Basal,0.5477254289790151,
NJH2025_Sub2_HIIT_Post,,
NJH2025_Sub1_MICT_Post,,
HS2024_9_B_T1,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt1a,,
JAW2011_Ratio H/L LS2_1,,
JVO2010_Log2 Ratio H/M Normalized aphidicolin,,
NJH2024_Sub6_HIIT_Pre,,
AH2018_SILAC_3_N,0.5392931857496321,
YA2020_Reporter_intensity_Normal_No.1,,
HS2024_3_B_T1,,
JJ2018_Ratio H/L normalized___2,,
RM2024_Intensity D0-2,,
MV2014_Ratio M/L normalized B1___2 (5 min),0.4908980311998261,
RB2022_7_PostStrength,0.5374098021483446,
RB2022_1_PostEndurance,0.5401329287063281,
CR2017_Ratio Replicate 3,0.5286779795826348,
SR2019_Hs578T_Biol_repl_3,0.5408631747509645,
MV2014_Ratio L/H normalized B3___1 (5 min),0.5263248989835714,
RBK2021_1244T Early,0.5356667899018471,
RB2022_3_PostSprint,0.5206696076441214,
NJH2024_Sub13_MICT_Mid,,
KTGR2014_Ratio-AA 2 mins,,
GF2025_P7_Sph,0.5667111793271153,
HS2024_8_I_T3,,
CF2017_EOC 3,0.5519948614482721,
LATM2013_Normalized Log2 Ratio (Medium/Light) Forward,,
HS2024_6_PD_T3,,
DL2023_12h-2,0.5424481213141137,
RM2024_Intensity D6-3___1,,
FS2019_Ctr1,,
WZ2023_Pu_010_20min,0.5437644066780044,
AS2011_Ratio H/L_3,,
CK2022_1 40-1,0.5431726931886065,
RNJ2017_Log2_ratio_Tsup:Trest_D1,0.5280669438203742,
CK2022_8 16-1,0.5491833712030306,
KS2014_Intensity N3,0.53634096448379,
RB2022_4_RecoveryEndurance,0.5442560653717725,
RB2022_5_RecoveryEndurance,0.5437068293975046,
JAW2011_Ratio H/L LS1a_2,,
NJH2024_Sub12_HIIT_Mid,,
AH2018_LFQ_IT_1_N,0.5451115838332078,
FSO2013_Ratio H/M normalized Rep2,0.5270129249092876,
RAM2015_Log2 A,0.5425944835461665,
HS2024_8_PD_T1,,
JJ2018_Ratio H/L normalized pP2,,
CF2017_OSE 27,0.5562263573000883,
KS2014_Intensity E15_2,0.5432081869910769,
BS2014_Log2(Ratio H/L protein),0.5440874403908363,
PG2020_Intensity 8h_A,0.52869367850344,
HS2024_7_I_T1,,
VOI2024_Veh3 di,,
RKK2015_TNF-α+SC-514/basal,,
SR2019_JIMT1_Biol_repl_1,0.5339499865508587,
HW2015_Ratio H/L normalized Exp2,,
HS2024_3_I_N1,,
AH2018_SILAC_M_3_X,0.5395741000528472,
NJH2024_Sub9_HIIT_Post,,
AS2011_Ratio H/L RNAi_1_3,,
GRW2016_Ratio H/L normalized SILAC 1___2,,
NJH2025_Sub1_HIIT_Pre,,
YC2018_Log2(SKBR3-LR/SKBR3)_Rep.1-2,,
NJH2024_Sub4_HIIT_Mid,,
VOI2024_0.1uM 2 h_1 di,,
KBE2022_Log2_Ex_6_T,0.52058079467222,
RM2024_Intensity D4-3___1,,
AH2018_LFQ_4_X,0.5462993188334171,
AS2011_Inhi 2_Ratio H/L normalized by corresponding protein level (H:TAL treatment; L: MA treatment),,
RB2022_8_PostEndurance,0.5320032671187249,
NJH2025_Sub4_MICT_Mid,,
YP2020_Intensity C30_R1_mult_log2,,
AST2020_anti-CD3.1,,
NJH2025_Sub4_HIIT_Post,,
EP2017_Untreated R#4 log2 ratio,0.5436394970738271,
HS2024_6_B_N1,,
KBE2022_Log2_Ex_27_T,0.5408986796001289,
CW2012_10 µM Gef/control Experiment 1 Replicate A,,
VOI2024_0.1uM 24 h_1 mono,,
AMK2021_120R_p5,,
AS2011_Ratio H/L Proteins,,
NJH2024_Sub7_HIIT_Post,,
NJH2015_TMT Subject 1 127_N/126 (Exercise/Basal) (normalized),0.5453889696223642,
AS2011_Ratio H/L RNAi_2_2,,
RB2022_7_RecoveryStrength,0.5389038904529454,
AH2018_SILAC_IT_3_X,0.535149379104481,
JAW2011_Ratio H/L,,
PG2020_Intensity 10h_C,0.5666308207318705,
FSO2013_Ratio M/L normalized Rep2,0.5248093322799985,
CP2009_Ratio H/M Normalized (50 nM dasatinib vs 5 nM dasatinib),,
HH2022_Reporter intensity 5,0.5415886553469433,
SR2019_HCC1954_Biol_repl_2,0.5395837546780148,
CK2022_14 40-1,0.5368451817633554,
RB2022_6_PreSprint,0.5494419401036953,
NJH2025_Sub12_MICT_Mid,,
PG2020_Intensity 4h_D,0.5527702135138258,
NJH2025_Sub2_MICT_Post,,
AH2018_LFQ_4_C,0.5466935487639917,
DL2023_control-1,0.5438765702082563,
AR2021_ALG 10 μM,0.5399673099846563,
JAW2011_Ratio H/L LS2_2,,
AH2018_SILAC_IT_3_N,0.5412213312679944,
EJN2021_4_Rest_Ins,0.5386102790975414,
RN2012_H05,0.535090352327649,
NJH2024_Sub7_HIIT_Mid,,
GF2025_P2_Adh,0.5110083655210185,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as4b,,
RB2022_8_PostSprint,0.5314857757229962,
EJN2021_1_Rest_Ins,0.5354624987218616,
HH2022_Reporter intensity 3,0.5328315187700365,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt4b,,
AH2018_SILAC_IT_1_C,0.5454388095255192,
JW2021_After_3,0.5598154573318388,
GF2025_P8_Sph,0.5198813901546104,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt4,,
JJ2018_Ratio M/L normalized pP2___1,,
AH2018_SILAC_2_N,0.5386495985649398,
CK2022_11 200-1,0.5444979890133694,
CK2022_12 200-1,0.5414239367452723,
AS2011_Ratio H/L Normalized by Protein RNAi_1,,
RM2024_Intensity D2-1___3,,
NJH2024_Sub1_MICT_Pre,,
HH2022_Reporter intensity 9,0.5448430700913363,
WZ2023_Su_010_20min,0.5575696125479405,
AH2018_TMTMS2_2_N,0.5434321315334562,
NJH2024_Sub13_MICT_Pre,,
KBE2022_Log2_Ex_41_U,0.5187248047799891,
NJH2015_TMT Subject 3 129_N/128_C (Exercise/Basal) (normalized),0.5346639000436049,
AH2018_TMTMS3_Pool,0.5391618711801791,
KS2014_Intensity N4,0.5359532950049101,
NJH2024_Sub1_HIIT_Post,,
MM2018_Ratio H/L replicate2,,
RM2024_Intensity D4-2___2,,
NJH2024_Sub13_HIIT_Pre,,
CF2017_OSE 26,0.5543970707051767,
CK2022_14 200-1,0.5403748214540162,
SR2019_Hs578T_Biol_repl_1,,
RB2022_7_PostSprint,0.5255415759234643,
TM2022_mock.4h.A,,
NJH2025_Sub12_HIIT_Pre,,
AH2018_TMTMS3_1_N,0.5375118910171309,
AST2020_anti-CD3+PDL2.2,,
PG2020_Intensity Mock_10h_A,0.5340407956120446,
JW2021_After_2,0.5628148303063232,
NJH2024_Sub2_MICT_Post,,
EJN2021_2_Rest_Ins,0.5363948052826626,
SR2019_LM2_Biol_repl_4,0.5303200053387265,
CP2009_Ratio H/M,,
JAW2011_Ratio H/L HS,,
CK2022_13 16-1,0.5414778918317247,
GF2025_P1_Adh,0.5099200112792885,
GF2025_P1_Sph,0.5135566304903875,
EJN2021_5_Ex_Basal,0.5521529274891209,
HS2024_7_I_T3,,
JJ2018_Ratio H/L normalized pP2___2,,
WZ2023_Pe_010_10min,0.5194679901405974,
CF2017_EOC 1,0.5492844680713794,
CK2022_3 200-1,0.547931406003071,
AH2018_LFQ_IT_3_C,0.5384878659364064,
SR2019_Hs578T_Biol_repl_2,0.534209395392568,
NJH2024_Sub12_HIIT_Post,,
JJ2018_Ratio H/L normalized pP1___2,,
MV2014_Ratio H/L normalized A1___2 (10 min),,
NJH2024_Sub10_MICT_Mid,,
NJH2024_Sub13_MICT_Post,,
BS2014_Log2(Ratio H/L normalized Rep_1),0.5434111784433022,
RB2022_3_RecoverySprint,0.5302893291602732,
NJH2025_Sub1_HIIT_Mid,,
RCJD2014_20min_2,0.5338764318574927,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt2,,
HS2024_6_PD_T2,,
HS2024_5_B_T1,,
CW2012_10 µM Gef/control Experiment 2 Replicate A,,
DL2023_12h-3,0.545448944446215,
SR2019_MDAMB231_Biol_repl_2,0.532189991522762,
HS2024_3_B_T2,,
RB2022_6_PreStrength,0.5450798146424051,
CK2022_2 40-1,0.5420818767573955,
RB2022_1_PostSprint,0.5410058398941437,
CK2022_4 200-1,0.5467809017386436,
JW2021_Before_2,0.5207940367116674,
TM2022_S2.12h.A,,
MV2014_Ratio L/M normalized B2___2 (30 min),,
CK2022_5 16-1,0.548610555857825,
AR2021_ALG 1 μM,0.5399400386135617,
HS2024_4_B_T1,,
MV2014_Ratio M/H normalized A3___1 (10 min),0.5291016839488085,
SR2019_BT549_Biol_repl_4,0.5426327724859455,
EJN2021_1_Rest_Basal,0.5337556349771343,
NJH2025_Sub8_MICT_Post,,
RCJD2014_5min_3,0.5348615545944938,
CR2017_Ratio Replicate 3.2,0.5348075809873177,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as3a,,
GF2025_P7_Adh,0.5692125778566093,
CK2022_9 16-1,0.5437053819587887,
NJH2024_Sub6_HIIT_Post,,
AMK2021_30R_p3,,
AS2011_Ratio H/L Normalized RNAi_2,,
RM2024_Intensity D0-2___2,,
KS2014_Intensity pY_N4,,
CK2022_13 200-1,0.5404915754141709,
AS2011_Ratio H/L Normalized_2,,
PG2020_Intensity 6h_D,0.541698754185836,
CK2022_16 16-1,0.5401800662841465,
FS2019_db/db3,,
CK2022_15 40-1,0.5365824889466406,
NJH2024_Sub9_MICT_Pre,,
BS2014_Log2(Ratio H/L unmodified peptide),0.5483366140751913,
WZ2023_Su_005_10min,0.5514267645150777,
RM2009_Ratio M/L (M:15 min timepoint;L:0 min. timepoint),,
KBE2022_Log2_Ex_41_T,0.5214671072170818,
AMK2021_Ctrl_p1,,
AH2018_LFQ_IT_3_X,0.538855672189092,
HS2024_5_PD_T3,,
AH2018_TMTMS3_3_X,0.5401081397637634,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as2,,
KBE2022_Log2_Ex_40_U,0.5347832461802808,
AH2018_LFQ_M_1_N,0.5471704586278366,
KBE2022_Log2_Ex_27_U,0.5418635125388876,
HW2015_Ratio M/L normalized Exp3,,
RKK2015_TNF-α/IKKb(K44M),,
AH2018_SILAC_M_1_N,0.54584013267196,
HW2015_Ratio M/L normalized Exp1,,
RB2022_5_RecoveryStrength,0.545859016980128,
YP2020_Intensity P10_R1_mult_log2,,
RB2022_7_PreStrength,0.5395429310234209,
YA2020_Reporter_intensity_Normal_No.4,,
NJH2025_Sub13_HIIT_Pre,,
PG2020_Intensity CT_D,0.5336810302042928,
NJH2025_Sub9_MICT_Post,,
VOI2024_Veh1 mono,,
CK2022_12 16-1,0.5397439346989172,
RN2012_L13,0.5248154629535139,
LG2023_Control-1_intensity,,
RM2024_Intensity D6-3___2,,
KBE2022_Log2_Ex_8_U,0.5373749413013245,
SR2019_SKBR3_Biol_repl_3,0.5338865710646672,
NJH2024_Sub1_MICT_Post,,
HS2024_3_I_T2,,
KTGR2014_Ratio M L Normalized Rep2_Rapamycin_0_15,,
RM2024_Intensity D0-3___3,,
HS2024_6_I_T2,,
CW2012_10 µM Erl/control Experiment 2 Replicate B,,
AS2011_Ratio H/L Protein Inhi_1,,
FSO2013_Ratio H/M normalized Rep2___1,0.5305872729938368,
GRW2016_Ratio M/L normalized SILAC 5a___2,,
CK2022_10 40-1,0.5409714318548566,
NJH2024_Sub12_HIIT_Pre,,
NJH2024_Sub8_MICT_Pre,,
RM2024_Intensity D0-1___1,,
LY2019_P3+,0.5363344054720369,
HH2022_Reporter intensity 6,0.5425018895967954,
RB2022_2_RecoveryStrength,0.5383335520232067,
KTGR2014_Ratio-AA 15 mins,,
AS2011_Ratio H/L Normalized RNAi_2_2,,
KS2014_Intensity pY_N3,,
MV2014_Ratio H/L normalized B1___2 (30 min),0.5445046219239531,
LY2019_P5-,0.5422821729112237,
HW2015_Ratio M/L normalized Exp2,,
SR2019_HCC1419_Biol_repl_1,0.5408467408277501,
AH2018_TMTMS2_3_X,0.5441965395275979,
GF2025_P3_Adh,0.5142321211093266,
SR2019_JIMT1_Biol_repl_2,0.544038500129229,
AH2018_TMTMS2_1_C,0.5468080562558121,
RM2024_Intensity D0-1___2,,
LY2019_P4+,0.5355680625375526,
KBE2022_Log2_Ex_19_U,0.5371356091676089,
CKC2017_log2 normalized phosphoproteomics_0min_rep#1,,
RB2022_4_PostStrength,0.5375722779079292,
LG2023_GSK3α-3_intensity,,
YA2020_Reporter_intensity_Cancer_No.1,,
AST2020_Control,,
JAW2011_Ratio H/L LS1a,,
RCJD2014_5min_mean,0.5315474069293277,
NJH2015_iTRAQ Subject 4 114/115 (Exercise/Basal) (normalized),,
NJH2025_Sub1_MICT_Mid,,
TM2022_S2.12h.C,,
NJH2025_Sub9_MICT_Mid,,
CKC2017_log2 normalized phosphoproteomics_120min_rep#2,,
AS2011_Ratio H/L Normalized Inhi_1_2,,
FSO2013_Ratio M/L normalized Rep2___1,0.5325096294431072,
LG2023_Control-2_intensity,,
NJH2024_Sub8_HIIT_Pre,,
KS2014_Intensity pY_N2,,
RB2022_5_RecoverySprint,0.5287173448646308,
RB2022_7_RecoverySprint,0.5244094732126348,
YA2020_Reporter_intensity_Normal_No.3,,
HS2024_8_B_T2,,
AH2018_LFQ_1_X,0.5479731127576299,
RM2024_Intensity D6-1___1,,
RCJD2014_10min_2,0.5295272384187276,
FR2021_Norm.Intensity.M,,
RM2024_Intensity D0-3___1,,
KS2014_Intensity N2,0.534798011282165,
HH2022_Reporter intensity 1,0.5313488992778919,
HH2022_Reporter intensity 2,0.5338050367053261,
RM2024_Intensity D6-2___2,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as1,,
RM2024_Intensity D2-3___2,,
YA2020_Reporter_intensity_Normal_No.5,,
SR2019_MCF7_Biol_repl_1,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as1a,,
HS2024_8_B_T1,,
NJH2025_Sub6_HIIT_Pre,,
RNJ2017_Log2_ratio_Tsup:Tstim_D1,0.5321670959422014,
EP2017_Untreated R#2 log2 ratio,0.5245848674639892,
SR2019_LM2_Biol_repl_3,0.5240799076973626,
RB2022_4_RecoveryStrength,0.549284195891549,
CR2017_Ratio Replicate 2,0.5431783055934045,
CW2012_10 µM Erl/control Experiment 2 Replicate A,,
FSO2013_Ratio H/M normalized Rep3,0.5410516760824606,
AR2021_KD 72h,0.5190512680323315,
MV2014_Ratio H/M normalized B2___3 (5 min),,
KBE2022_Log2_Ex_18_U,0.5371740308621091,
AS2011_Ratio H/L Inhi_1_1,,
NJH2024_Sub8_MICT_Post,,
AH2018_TMTMS3_3_C,0.5404174309127833,
KBE2022_Log2_Ex_9_U,0.5354756903751561,
AH2018_SILAC_M_3_N,0.5394390726833201,
KBE2022_Log2_Ex_13_T,0.5343698237501149,
RM2024_Intensity D0-3,,
SR2019_SKBR3_Biol_repl_1,0.5379190572630316,
PG2020_Intensity Mock_10h_C,0.5040877289871122,
CF2017_OSE 29,0.5485328043675948,
YB2013_Ratio_H_L_Normalized_in_experiment_1,,
NJH2025_Sub1_HIIT_Post,,
DL2023_24h-2,0.544704777611823,
HS2024_7_B_N2,,
PG2020_Intensity 10h_A,0.5337619302374942,
RN2012_L12,0.5373466407657375,
MV2014_Ratio M/L normalized B1___3 (5 min),,
NJH2024_Sub8_MICT_Mid,,
AH2018_LFQ_IT_4_C,0.5394918148318204,
SAS2015_PLX/AZD_Exp1,,
FR2021_Norm.Intensity.A,,
FSO2013_Ratio H/M normalized Rep1___1,0.5277503355380633,
JW2015_Intensity cap2,,
BS2014_Log2(Ratio H/L normalized Rep_2),0.5513955872482106,
NJH2024_Sub6_MICT_Post,,
CK2022_8 40-1,0.5448164004510716,
RB2022_7_RecoveryEndurance,0.5415721069064358,
NJH2025_Sub12_HIIT_Post,,
EJN2021_4_Ex_Basal,0.5499471323338065,
TM2022_S2.12h.B,,
RN2012_L15,0.5265869564351191,
KS2014_Intensity pY_PV3,,
TM2022_S2.4h.B,,
PG2020_Intensity 4h_A,0.5044366019818378,
FSO2013_Ratio H/M normalized Rep2___2,0.5302424270881316,
TM2022_mock.4h.B,,
KBE2022_Log2_Ex_24_U,0.5175337351883151,
NJH2025_Sub13_MICT_Mid,,
KS2014_Intensity C3,0.5411078995777189,
RB2022_1_PreSprint,0.5455352937058652,
HS2024_4_I_N1,,
CK2022_7 200-1,0.5485585605036488,
CK2022_5 200-1,0.5489131935252948,
CKC2017_log2 normalized phosphoproteomics_120min_rep#3,,
FSO2013_Ratio H/L normalized Rep2___1,0.5326666180729364,
NJH2024_Sub10_HIIT_Mid,,
RB2022_2_PostEndurance,0.5562849222421095,
AH2018_LFQ_2_C,0.5477528037430227,
AH2018_SILAC_MR_1_X,0.5488299283438657,
KTGR2014_Ratio H M Normalized Rep1_Rapamycin_0_15,,
IMM2018_normalised rep. int. Empty-2,,
RM2024_Intensity D4-1,,
KBE2022_Log2_Ex_25_U,0.5242247432446794,
AH2018_SILAC_3_C,0.5394990504733078,
EJN2021_5_Rest_Ins,0.5279668957049902,
VOI2024_0.1uM 24 h_3 di,,
RNJ2017_Log2_ratio_Tstim:Trest_D3,0.5300828628431643,
DB2022_LFQ intensity L2.1,,
FSO2013_Ratio H/M normalized Rep1,0.5217814541873308,
CK2022_4 16-1,0.547613046103649,
AS2011_Ratio H/L,,
SR2019_MCF7_Biol_repl_4,0.5375340534409604,
EJN2021_2_Ex_Ins,0.5497913660330934,
AS2011_Ratio H/L Inhi_2_3,,
JAW2011_Ratio H/L LS1a_1,,
AH2018_LFQ_1_N,0.5460804312160026,
SAS2015_PLX/DMSO_Exp1,,
SFR2015_HL_log2_ratio_avg_c,0.5386877269116948,
JJ2018_Ratio M/L normalized pP2,,
NJH2024_Sub7_MICT_Mid,,
PG2020_Intensity 6h_B,0.5437940877659189,
FSO2013_Ratio H/L normalized Rep3,0.5366269766061993,
GRW2016_Ratio H/L normalized SILAC 2___2,,
RKK2015_IKKb(K44M)+TNF-α/TNF-α,,
JJ2018_Ratio M/L normalized,,
KTGR2014_Ratio-AA 30 mins,,
JW2021_After_1,0.5620856458765625,
NJH2025_Sub2_MICT_Mid,,
