DatasetName,EAF1_S(21) EAF1_S(247),EAF1_S(158) EAF1_S(254) EAF1_S(29),EAF1_S(165),EAF1_S(118) EAF1_S(57) EAF1_S(64) EAF1_T(157)
KBE2022_Log2_Ex_34_U,,0.4694348206803612,0.4680516279929055,
WZ2023_Pu_005_10min,,,0.5876049931220678,
AS2011_Ratio H/L RNAi_2_1,,,,
NJH2024_Sub9_HIIT_Mid,,,,
CK2022_9 40-1,,,0.6093974692406292,
KTGR2014_Ratio H L Normalized Rep1_Rapamycin_0_15,,,,
LG2023_GSK3α-1_intensity,,,,
WZ2023_Pu_025_30min,,,0.6081243239710264,
AH2018_SILAC_MR_2_X,,,0.6122521160295562,
HS2024_4_PD_T2,,,,
NJH2024_Sub4_HIIT_Pre,,,,
RB2022_2_RecoverySprint,,,,
AS2011_Ratio H/L Protein RNAi_1,,,,
RM2024_Intensity D2-1___2,,,,
CR2017_Ratio Replicate 1.4,,,0.1680426404171535,0.5216638407630929
FR2021_Norm.Intensity.B,,,,
RM2024_Intensity D6-2___1,,,,
YC2018_Log2(SKBR3-LR/SKBR3)_Rep.2-1,,,,
RB2022_5_PostSprint,,,,0.5379494520476193
EJN2021_3_Rest_Basal,,,,0.5097104867888572
CR2017_Ratio Replicate 1.3,,,0.5331179612208518,
AS2011_Ratio H/L Normalized by Protein RNAi_2,,,,
KTGR2014_Ratio-Rapa 7 mins,,,,
AMK2021_120R_p1,,,,
AH2018_SILAC_3_X,,,,
JJ2018_Ratio M/L normalized pP3,,,0.5147490452728554,
AH2018_SILAC_M_2_N,,,0.5051712564200721,
HS2024_7_PD_T2,,0.4248409892615374,,
FSO2013_Ratio H/L normalized Rep1___1,,0.5400468697824974,0.2674119850172468,
AH2018_LFQ_1_C,,,0.6187569984764844,
AS2011_Ratio H/L Normalized Inhi_1_3,,,,
KBE2022_Log2_Ex_28_T,,,0.4870082343459637,
HS2024_3_B_N1,,,,
RM2024_Intensity D4-2___3,,,,
WZ2023_Pe_025_30min,,,0.6069089722897044,
CK2022_11 40-1,,,0.610205227569202,
CW2012_10 µM Erl/control Experiment 3 Replicate B,,,,
AH2018_SILAC_2_X,,,0.4996019450533906,
MV2014_Ratio H/M normalized A2___2 (2 min),,,,
AS2011_Ratio H/L RNAi_1_2,,,,
KS2014_Intensity E15_1,,,0.5354019868294608,
FSO2013_Ratio H/L normalized Rep2,,0.5559696034222581,0.3609594823653304,
WZ2023_Pu_005_20min,,,0.6394007828049836,
NJH2024_Sub10_MICT_Post,,,,
RM2024_Intensity D2-3___1,,,,
CR2017_Ratio Replicate 1.5,,,0.2871148613524548,0.5299629516543545
CW2012_10 µM Gef/control Experiment 2 Replicate B,,,,
HS2024_7_B_T3,,0.4904279919381604,,
CKC2017_log2 normalized phosphoproteomics_60min_rep#1,,,,
AS2011_Ratio H/L RNAi_1,,,,
JC2019_Normalised_intensity_A_TiOx_Testis_sample_URO0059,,,,
AH2018_LFQ_M_1_C,,,0.6404177494400458,
NJH2025_Sub7_MICT_Pre,,,,
SR2019_SKBR3_Biol_repl_2,,,,
HS2024_9_B_T2,,,,
KTGR2014_Ratio-AA 7 mins,,,,
MV2014_Ratio L/H normalized B3___3 (5 min),,,,
HS2024_3_PD_T1,,,,
FSO2013_Ratio M/L normalized Rep3___2,,0.474388544374248,0.4346416870591987,
SR2019_BT549_Biol_repl_3,,,,
RCJD2014_20min_mean,,,,
FR2021_Norm.Intensity.H,,,,
RB2022_2_PreStrength,,,,
DB2022_LFQ intensity L1.2,,,,
HS2024_4_B_N1,,0.515806790793064,,
KTGR2014_Ratio H M Normalized Rep2_Rapamycin_0_15,,,,
CK2022_1 16-1,,,0.600083934532455,
CK2022_1 200-1,,,0.6959745921676906,
PG2020_Intensity Mock_10h_D,,,0.4871472510440164,0.5352005279628027
SR2019_MCF10A_Biol_repl_2,,,,
JJ2018_Ratio M/L normalized pP2___2,,,,
HS2024_6_PD_T1,,,,
JVO2010_Ratio M/L Normalized by Protein ThymON - Log2 G1/S,0.5386411291028848,0.5531956434336416,,0.5306513863059659
RB2022_6_RecoveryEndurance,,,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt3b,,,,
EP2017_Mitotic R#2 normalized log2 ratio,,,,0.5312933499594126
RCJD2014_5min_1,,,,
RM2024_Intensity D4-1___1,,,,
DL2023_24h-1,,,,
YC2018_Log2(SKBR3-LR/SKBR3)_Rep.1-1,,,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as2b,,,,
TM2022_S2.4h.C,,,,
SAS2015_PLX/AZD_Exp2,,,,
CR2017_Ratio Replicate 3.3,,,0.5245711535479556,0.5486097642292425
PG2020_Intensity 2h_C,,0.48927118709928147,0.4681769587215382,0.5551415234561534
VOI2024_Veh2 di,,,,
ZX2022_CB treated Replicate 2,,,,
KBE2022_Log2_Ex_8_T,,,0.5016870088212818,
NJH2025_Sub10_MICT_Post,,,,
HS2024_6_I_T3,,,,
RN2012_L11,,,0.4584131104753234,
AS2011_Ratio H/L Normalized Inhi_2_2,,,,
IMM2018_normalised rep. int. Empty-1,,,,
HS2024_5_PD_T1,,0.4991168550035083,,
AH2018_LFQ_M_2_C,,,0.6180717765774928,
CK2022_3 40-1,,,0.6151783872894786,
RBK2021_1260T Early,,,,
NJH2024_Sub4_HIIT_Post,,,,
HS2024_4_I_T1,,0.4683774972657668,,
YA2020_Reporter_intensity_Cancer_No.5,,,0.6097153013150663,
HH2022_Reporter intensity 8,,,,
ZQ2022_N2,,,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt1b,,,,
FSO2013_Ratio H/L normalized Rep3___3,,,,
AH2018_TMTMS3_2_N,,,0.6685226548638141,
EJN2021_5_Rest_Basal,,,,0.5043029105122525
NJH2025_Sub2_HIIT_Post,,,,
NJH2025_Sub1_MICT_Post,,,,
HS2024_9_B_T1,,,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt1a,,,,
JAW2011_Ratio H/L LS2_1,,,,
JVO2010_Log2 Ratio H/M Normalized aphidicolin,,0.4640733459857331,,
NJH2024_Sub6_HIIT_Pre,,,,
AH2018_SILAC_3_N,,,,
YA2020_Reporter_intensity_Normal_No.1,,,0.5828473225096716,
HS2024_3_B_T1,,,,
JJ2018_Ratio H/L normalized___2,,,0.5381031868560023,
RM2024_Intensity D0-2,,,,
MV2014_Ratio M/L normalized B1___2 (5 min),,,,
RB2022_7_PostStrength,,,,0.543178827782359
RB2022_1_PostEndurance,,,,
CR2017_Ratio Replicate 3,,,0.9244761566438894,0.5306550234106806
SR2019_Hs578T_Biol_repl_3,,,,
MV2014_Ratio L/H normalized B3___1 (5 min),,,,
RBK2021_1244T Early,,,,
RB2022_3_PostSprint,,,,0.5298754137088427
NJH2024_Sub13_MICT_Mid,,,,
KTGR2014_Ratio-AA 2 mins,,,,
GF2025_P7_Sph,,,0.4894115236446669,
HS2024_8_I_T3,,0.49921120153523657,,
CF2017_EOC 3,,,,0.5639852710078692
LATM2013_Normalized Log2 Ratio (Medium/Light) Forward,,,,
HS2024_6_PD_T3,,,,
DL2023_12h-2,,0.47446830156454217,0.6448076600805447,
RM2024_Intensity D6-3___1,,,,
FS2019_Ctr1,,,,
WZ2023_Pu_010_20min,,,0.6146724974778203,
AS2011_Ratio H/L_3,,,,
CK2022_1 40-1,,,0.6098045786300546,
RNJ2017_Log2_ratio_Tsup:Trest_D1,,,,
CK2022_8 16-1,,,0.5862826972607045,
KS2014_Intensity N3,,,0.4763051525601264,
RB2022_4_RecoveryEndurance,,,,0.5472967865494598
RB2022_5_RecoveryEndurance,,,,0.5391814493860055
JAW2011_Ratio H/L LS1a_2,,0.49203116655109885,,
NJH2024_Sub12_HIIT_Mid,,,,
AH2018_LFQ_IT_1_N,,,,
FSO2013_Ratio H/M normalized Rep2,,0.5359913291057025,0.3505262712158532,
RAM2015_Log2 A,,,0.5967329498853311,
HS2024_8_PD_T1,,0.4700227246824286,,
JJ2018_Ratio H/L normalized pP2,,,0.5240301905543362,
CF2017_OSE 27,,,,0.5554526523395498
KS2014_Intensity E15_2,,,0.5337086614073467,
BS2014_Log2(Ratio H/L protein),,,,
PG2020_Intensity 8h_A,,0.5260328020100317,0.4823977321342257,0.5203108708859853
HS2024_7_I_T1,,0.4728696372079962,,
VOI2024_Veh3 di,,,,
RKK2015_TNF-α+SC-514/basal,,,,
SR2019_JIMT1_Biol_repl_1,,,,
HW2015_Ratio H/L normalized Exp2,,,,
HS2024_3_I_N1,,,,
AH2018_SILAC_M_3_X,,,0.4598645906811898,
NJH2024_Sub9_HIIT_Post,,,,
AS2011_Ratio H/L RNAi_1_3,,,,
GRW2016_Ratio H/L normalized SILAC 1___2,,,,
NJH2025_Sub1_HIIT_Pre,,,,
YC2018_Log2(SKBR3-LR/SKBR3)_Rep.1-2,,,,
NJH2024_Sub4_HIIT_Mid,,,,
VOI2024_0.1uM 2 h_1 di,,,,
KBE2022_Log2_Ex_6_T,,,0.4953209716019644,
RM2024_Intensity D4-3___1,,,,
AH2018_LFQ_4_X,,,0.5736040949980963,
AS2011_Inhi 2_Ratio H/L normalized by corresponding protein level (H:TAL treatment; L: MA treatment),,,,
RB2022_8_PostEndurance,,,,0.5273619655920262
NJH2025_Sub4_MICT_Mid,,,,
YP2020_Intensity C30_R1_mult_log2,,,,
AST2020_anti-CD3.1,,,,0.5515448276144326
NJH2025_Sub4_HIIT_Post,,,,
EP2017_Untreated R#4 log2 ratio,,,,0.5730232504872723
HS2024_6_B_N1,,,,
KBE2022_Log2_Ex_27_T,,,0.545635738427403,
CW2012_10 µM Gef/control Experiment 1 Replicate A,,,,
VOI2024_0.1uM 24 h_1 mono,,,,
AMK2021_120R_p5,,,,
AS2011_Ratio H/L Proteins,,,,
NJH2024_Sub7_HIIT_Post,,,,
NJH2015_TMT Subject 1 127_N/126 (Exercise/Basal) (normalized),,,,
AS2011_Ratio H/L RNAi_2_2,,,,
RB2022_7_RecoveryStrength,,,,0.5500200728103164
AH2018_SILAC_IT_3_X,,,0.4597134733861513,
JAW2011_Ratio H/L,,0.48125534312676366,,
PG2020_Intensity 10h_C,,0.5159527301307273,0.4926861005323735,0.5363200119389822
FSO2013_Ratio M/L normalized Rep2,,0.5232904687993463,0.2495382222503626,
CP2009_Ratio H/M Normalized (50 nM dasatinib vs 5 nM dasatinib),,,,
HH2022_Reporter intensity 5,,,,
SR2019_HCC1954_Biol_repl_2,,,,
CK2022_14 40-1,,,0.6045471299319826,
RB2022_6_PreSprint,,,,
NJH2025_Sub12_MICT_Mid,,,,
PG2020_Intensity 4h_D,,0.4414096603632782,0.3771236232063688,0.5161784205257517
NJH2025_Sub2_MICT_Post,,,,
AH2018_LFQ_4_C,,,,
DL2023_control-1,,,0.639271174548618,
AR2021_ALG 10 μM,,,,0.521360226179774
JAW2011_Ratio H/L LS2_2,,0.4061904647831836,,
AH2018_SILAC_IT_3_N,,,0.559521146060137,
EJN2021_4_Rest_Ins,,,,0.5145971724021692
RN2012_H05,,,0.4836715993437581,
NJH2024_Sub7_HIIT_Mid,,,,
GF2025_P2_Adh,,,0.5758187941693721,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as4b,,,,
RB2022_8_PostSprint,,,,0.53384028323821
EJN2021_1_Rest_Ins,,,,0.5117813157064824
HH2022_Reporter intensity 3,,,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt4b,,,,
AH2018_SILAC_IT_1_C,,,0.5699893028410662,
JW2021_After_3,,,,
GF2025_P8_Sph,,,0.4992572927204073,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt4,,,,
JJ2018_Ratio M/L normalized pP2___1,,,0.4877726949618899,
AH2018_SILAC_2_N,,,0.4999026344436149,
CK2022_11 200-1,,,0.7000757865881583,
CK2022_12 200-1,,,0.7008993234393617,
AS2011_Ratio H/L Normalized by Protein RNAi_1,,,,
RM2024_Intensity D2-1___3,,,,
NJH2024_Sub1_MICT_Pre,,,,
HH2022_Reporter intensity 9,,,,
WZ2023_Su_010_20min,,,0.6318464933712031,
AH2018_TMTMS2_2_N,0.567034644836151,,0.5717352869519409,
NJH2024_Sub13_MICT_Pre,,,,
KBE2022_Log2_Ex_41_U,,0.4639098042915997,0.4767222557310449,
NJH2015_TMT Subject 3 129_N/128_C (Exercise/Basal) (normalized),,,,
AH2018_TMTMS3_Pool,,,0.6945157127878766,
KS2014_Intensity N4,,,0.466976413906503,
NJH2024_Sub1_HIIT_Post,,,,
MM2018_Ratio H/L replicate2,,,,
RM2024_Intensity D4-2___2,,,,
NJH2024_Sub13_HIIT_Pre,,,,
CF2017_OSE 26,,,,0.555776301966073
CK2022_14 200-1,,,0.6905504664979585,
SR2019_Hs578T_Biol_repl_1,,,,
RB2022_7_PostSprint,,,,0.5382583833558005
TM2022_mock.4h.A,,,,
NJH2025_Sub12_HIIT_Pre,,,,
AH2018_TMTMS3_1_N,,,0.6923296080103241,
AST2020_anti-CD3+PDL2.2,,,,0.5505429783224638
PG2020_Intensity Mock_10h_A,,0.47734338854418246,0.4415079895261161,0.5376886801821695
JW2021_After_2,,,,
NJH2024_Sub2_MICT_Post,,,,
EJN2021_2_Rest_Ins,,,,0.5115197068746362
SR2019_LM2_Biol_repl_4,,,,
CP2009_Ratio H/M,,,,
JAW2011_Ratio H/L HS,,0.47503518365219793,,
CK2022_13 16-1,,,0.6152347793315935,
GF2025_P1_Adh,,,0.6158901796928521,
GF2025_P1_Sph,,,0.4893137045179928,
EJN2021_5_Ex_Basal,,,,0.5154739190598244
HS2024_7_I_T3,,0.5108760752962619,,
JJ2018_Ratio H/L normalized pP2___2,,,,
WZ2023_Pe_010_10min,,,0.5808516898582555,
CF2017_EOC 1,,,,0.557272896453878
CK2022_3 200-1,,,0.6979562141284104,
AH2018_LFQ_IT_3_C,,,0.4994476602126143,
SR2019_Hs578T_Biol_repl_2,,,,
NJH2024_Sub12_HIIT_Post,,,,
JJ2018_Ratio H/L normalized pP1___2,,,0.5410823834781576,
MV2014_Ratio H/L normalized A1___2 (10 min),,,,
NJH2024_Sub10_MICT_Mid,,,,
NJH2024_Sub13_MICT_Post,,,,
BS2014_Log2(Ratio H/L normalized Rep_1),,,,
RB2022_3_RecoverySprint,,,,0.5320515881802396
NJH2025_Sub1_HIIT_Mid,,,,
RCJD2014_20min_2,,,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt2,,,,
HS2024_6_PD_T2,,,,
HS2024_5_B_T1,,0.47638233173301986,,
CW2012_10 µM Gef/control Experiment 2 Replicate A,,,,
DL2023_12h-3,,,0.6564886020508874,
SR2019_MDAMB231_Biol_repl_2,,,,
HS2024_3_B_T2,,,,
RB2022_6_PreStrength,,,,
CK2022_2 40-1,,,0.6084762125839585,
RB2022_1_PostSprint,,,,
CK2022_4 200-1,,,0.6959681864226732,
JW2021_Before_2,,,,
TM2022_S2.12h.A,,,,
MV2014_Ratio L/M normalized B2___2 (30 min),,,,
CK2022_5 16-1,,,0.6021294351944207,
AR2021_ALG 1 μM,,,,0.5170288547237866
HS2024_4_B_T1,,0.4943908972287369,,
MV2014_Ratio M/H normalized A3___1 (10 min),,,,
SR2019_BT549_Biol_repl_4,,,,
EJN2021_1_Rest_Basal,,,,0.5037375018614016
NJH2025_Sub8_MICT_Post,,,,
RCJD2014_5min_3,,,,
CR2017_Ratio Replicate 3.2,,,0.8535436845605245,0.5434525458463093
FSO2012_Ratio -/+ 3-MB-PP1 exp. as3a,,,,
GF2025_P7_Adh,,,0.5280456255109349,
CK2022_9 16-1,,,0.6079280866305865,
NJH2024_Sub6_HIIT_Post,,,,
AMK2021_30R_p3,,,,
AS2011_Ratio H/L Normalized RNAi_2,,,,
RM2024_Intensity D0-2___2,,,,
KS2014_Intensity pY_N4,,,,
CK2022_13 200-1,,,0.7001081058929975,
AS2011_Ratio H/L Normalized_2,,,,
PG2020_Intensity 6h_D,,0.43373284760820435,0.4941955698159708,0.5184510847037125
CK2022_16 16-1,,,0.6130337922918159,
FS2019_db/db3,,,,
CK2022_15 40-1,,,0.6117759145251671,
NJH2024_Sub9_MICT_Pre,,,,
BS2014_Log2(Ratio H/L unmodified peptide),,,,
WZ2023_Su_005_10min,,,0.647650458301077,
RM2009_Ratio M/L (M:15 min timepoint;L:0 min. timepoint),,,,
KBE2022_Log2_Ex_41_T,,0.4600499293103506,0.4632810121204623,
AMK2021_Ctrl_p1,,,,
AH2018_LFQ_IT_3_X,,,0.4993070932726394,
HS2024_5_PD_T3,,0.5189241035218132,,
AH2018_TMTMS3_3_X,,,0.6732294272451169,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as2,,,,
KBE2022_Log2_Ex_40_U,,,0.4885833988092954,
AH2018_LFQ_M_1_N,,,0.6032654932392043,
KBE2022_Log2_Ex_27_U,,,0.5574102820816985,
HW2015_Ratio M/L normalized Exp3,,,,
RKK2015_TNF-α/IKKb(K44M),,,,
AH2018_SILAC_M_1_N,,,,
HW2015_Ratio M/L normalized Exp1,,,,
RB2022_5_RecoveryStrength,,,,0.5373117017946244
YP2020_Intensity P10_R1_mult_log2,,,,
RB2022_7_PreStrength,,,,0.5292264930183688
YA2020_Reporter_intensity_Normal_No.4,,,0.5900165073923263,
NJH2025_Sub13_HIIT_Pre,,,,
PG2020_Intensity CT_D,,0.47368077908985406,0.4394263322731582,0.5432672875637439
NJH2025_Sub9_MICT_Post,,,,
VOI2024_Veh1 mono,,,,
CK2022_12 16-1,,,0.61348709488771,
RN2012_L13,,,0.5159977335892534,
LG2023_Control-1_intensity,,,,
RM2024_Intensity D6-3___2,,,,
KBE2022_Log2_Ex_8_U,,,0.5488641370607581,
SR2019_SKBR3_Biol_repl_3,,,,
NJH2024_Sub1_MICT_Post,,,,
HS2024_3_I_T2,,,,
KTGR2014_Ratio M L Normalized Rep2_Rapamycin_0_15,,,,
RM2024_Intensity D0-3___3,,,,
HS2024_6_I_T2,,0.5126708781016214,,
CW2012_10 µM Erl/control Experiment 2 Replicate B,,,,
AS2011_Ratio H/L Protein Inhi_1,,,,
FSO2013_Ratio H/M normalized Rep2___1,,0.539364245232027,0.3711586417021023,
GRW2016_Ratio M/L normalized SILAC 5a___2,,,,
CK2022_10 40-1,,,0.607318327291599,
NJH2024_Sub12_HIIT_Pre,,,,
NJH2024_Sub8_MICT_Pre,,,,
RM2024_Intensity D0-1___1,,,,
LY2019_P3+,,,0.5829464243358453,
HH2022_Reporter intensity 6,,,,
RB2022_2_RecoveryStrength,,,,
KTGR2014_Ratio-AA 15 mins,,,,
AS2011_Ratio H/L Normalized RNAi_2_2,,,,
KS2014_Intensity pY_N3,,,,
MV2014_Ratio H/L normalized B1___2 (30 min),,,,
LY2019_P5-,,,0.4143477546626086,
HW2015_Ratio M/L normalized Exp2,,,,
SR2019_HCC1419_Biol_repl_1,,,,
AH2018_TMTMS2_3_X,0.5510622202249631,,0.5654433410368385,
GF2025_P3_Adh,,,0.5610483485970676,
SR2019_JIMT1_Biol_repl_2,,,,
AH2018_TMTMS2_1_C,0.5806580040079614,,0.5728304801083866,
RM2024_Intensity D0-1___2,,,,
LY2019_P4+,,,0.5860808928533795,
KBE2022_Log2_Ex_19_U,,,0.5054435363897112,
CKC2017_log2 normalized phosphoproteomics_0min_rep#1,,,,
RB2022_4_PostStrength,,,,0.5418754710161551
LG2023_GSK3α-3_intensity,,,,
YA2020_Reporter_intensity_Cancer_No.1,,,0.6190841059806953,
AST2020_Control,,,,0.5473369372720199
JAW2011_Ratio H/L LS1a,,0.4907659089387961,,
RCJD2014_5min_mean,,,,
NJH2015_iTRAQ Subject 4 114/115 (Exercise/Basal) (normalized),,,,
NJH2025_Sub1_MICT_Mid,,,,
TM2022_S2.12h.C,,,,
NJH2025_Sub9_MICT_Mid,,,,
CKC2017_log2 normalized phosphoproteomics_120min_rep#2,,,,
AS2011_Ratio H/L Normalized Inhi_1_2,,,,
FSO2013_Ratio M/L normalized Rep2___1,,0.5224446417773791,0.2497845836684564,
LG2023_Control-2_intensity,,,,
NJH2024_Sub8_HIIT_Pre,,,,
KS2014_Intensity pY_N2,,,,
RB2022_5_RecoverySprint,,,,0.5497679598767847
RB2022_7_RecoverySprint,,,,0.5256418800690045
YA2020_Reporter_intensity_Normal_No.3,,,0.5788732081123273,
HS2024_8_B_T2,,0.5229041271200598,,
AH2018_LFQ_1_X,,,0.6299152648205754,
RM2024_Intensity D6-1___1,,,,
RCJD2014_10min_2,,,,
FR2021_Norm.Intensity.M,,,,
RM2024_Intensity D0-3___1,,,,
KS2014_Intensity N2,,,0.563417819744674,
HH2022_Reporter intensity 1,,,,
HH2022_Reporter intensity 2,,,,
RM2024_Intensity D6-2___2,,,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as1,,,,
RM2024_Intensity D2-3___2,,,,
YA2020_Reporter_intensity_Normal_No.5,,,0.6050655787694222,
SR2019_MCF7_Biol_repl_1,,,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as1a,,,,
HS2024_8_B_T1,,0.542574404879498,,
NJH2025_Sub6_HIIT_Pre,,,,
RNJ2017_Log2_ratio_Tsup:Tstim_D1,,,,
EP2017_Untreated R#2 log2 ratio,,,,0.46573738099322487
SR2019_LM2_Biol_repl_3,,,,
RB2022_4_RecoveryStrength,,,,0.5266183101724696
CR2017_Ratio Replicate 2,,,0.5356280065660782,0.5312615448287927
CW2012_10 µM Erl/control Experiment 2 Replicate A,,,,
FSO2013_Ratio H/M normalized Rep3,,0.522222001408251,0.6294219058702127,
AR2021_KD 72h,,,,0.5519635082131533
MV2014_Ratio H/M normalized B2___3 (5 min),,,,
KBE2022_Log2_Ex_18_U,,,0.531062637892843,
AS2011_Ratio H/L Inhi_1_1,,,,
NJH2024_Sub8_MICT_Post,,,,
AH2018_TMTMS3_3_C,,,0.7061644781843431,
KBE2022_Log2_Ex_9_U,,,0.4782782188602521,
AH2018_SILAC_M_3_N,,,0.4800586131133054,
KBE2022_Log2_Ex_13_T,,,0.4817918280496581,
RM2024_Intensity D0-3,,,,
SR2019_SKBR3_Biol_repl_1,,,,
PG2020_Intensity Mock_10h_C,,0.4915047850362331,0.4528403081337722,0.5053439142422111
CF2017_OSE 29,,,,0.5541324078367361
YB2013_Ratio_H_L_Normalized_in_experiment_1,,0.512732303764151,,
NJH2025_Sub1_HIIT_Post,,,,
DL2023_24h-2,,,0.6583782414279784,
HS2024_7_B_N2,,0.558211068226233,,
PG2020_Intensity 10h_A,,0.5317997929928816,0.5399285954342901,0.5291498819844668
RN2012_L12,,,0.565525132818284,
MV2014_Ratio M/L normalized B1___3 (5 min),,,,
NJH2024_Sub8_MICT_Mid,,,,
AH2018_LFQ_IT_4_C,,,,
SAS2015_PLX/AZD_Exp1,,,,
FR2021_Norm.Intensity.A,,,,
FSO2013_Ratio H/M normalized Rep1___1,,0.502024421320739,0.3395798844030095,
JW2015_Intensity cap2,,,,
BS2014_Log2(Ratio H/L normalized Rep_2),,,,
NJH2024_Sub6_MICT_Post,,,,
CK2022_8 40-1,,,0.6089536721012793,
RB2022_7_RecoveryEndurance,,,,0.5431187985247494
NJH2025_Sub12_HIIT_Post,,,,
EJN2021_4_Ex_Basal,,,,0.5086633772665816
TM2022_S2.12h.B,,,,
RN2012_L15,,,0.5492618439718778,
KS2014_Intensity pY_PV3,,,,
TM2022_S2.4h.B,,,,
PG2020_Intensity 4h_A,,0.46967338862776536,0.450950907354127,
FSO2013_Ratio H/M normalized Rep2___2,,0.49979379116224143,0.510857427423179,
