DatasetName,DTX3L_C(221) DTX3L_S(198) DTX3L_S(202) DTX3L_S(204) DTX3L_S(216) DTX3L_S(221) DTX3L_S(256) DTX3L_S(397) DTX3L_S(4) DTX3L_S(532) DTX3L_S(535) DTX3L_S(539) DTX3L_S(545) DTX3L_S(551) DTX3L_S(9) DTX3L_T(390),DTX3L_M(532) DTX3L_S(205) DTX3L_S(3) DTX3L_S(547) DTX3L_T(526)
AMK2021_Ctrl_p1,,
AH2018_LFQ_IT_3_X,0.5286482648983356,
HS2024_5_PD_T3,0.5533845797545922,
AH2018_TMTMS3_3_X,0.5444679018520531,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as2,,
KBE2022_Log2_Ex_40_U,0.5294922755052486,0.35911634906342166
AH2018_LFQ_M_1_N,0.5337046711275282,
KBE2022_Log2_Ex_27_U,0.5329824080544348,0.3554160513815721
HW2015_Ratio M/L normalized Exp3,,
RKK2015_TNF-α/IKKb(K44M),0.4779613564523644,
AH2018_SILAC_M_1_N,0.5279162839243321,
HW2015_Ratio M/L normalized Exp1,,
RB2022_5_RecoveryStrength,,
YP2020_Intensity P10_R1_mult_log2,,
RB2022_7_PreStrength,,
YA2020_Reporter_intensity_Normal_No.4,0.5247814079757492,
NJH2025_Sub13_HIIT_Pre,0.5210698981758799,
PG2020_Intensity CT_D,0.5245161673060927,
NJH2025_Sub9_MICT_Post,,
VOI2024_Veh1 mono,0.5411897596018629,
CK2022_12 16-1,,0.39463128776540934
RN2012_L13,0.5269053987488921,
LG2023_Control-1_intensity,,
RM2024_Intensity D6-3___2,0.5299331413851089,
KBE2022_Log2_Ex_8_U,0.5274052999436184,0.35730877101055447
SR2019_SKBR3_Biol_repl_3,,
NJH2024_Sub1_MICT_Post,,
HS2024_3_I_T2,0.5363984420364211,
KTGR2014_Ratio M L Normalized Rep2_Rapamycin_0_15,,
RM2024_Intensity D0-3___3,,
HS2024_6_I_T2,0.5197588143512424,
CW2012_10 µM Erl/control Experiment 2 Replicate B,,
AS2011_Ratio H/L Protein Inhi_1,,
FSO2013_Ratio H/M normalized Rep2___1,0.5185081350762699,
GRW2016_Ratio M/L normalized SILAC 5a___2,,
CK2022_10 40-1,,0.37436561795350237
NJH2024_Sub12_HIIT_Pre,,
NJH2024_Sub8_MICT_Pre,,
RM2024_Intensity D0-1___1,0.5282355664809817,
LY2019_P3+,0.5497074292099204,
HH2022_Reporter intensity 6,0.5355382554619253,
RB2022_2_RecoveryStrength,,
KTGR2014_Ratio-AA 15 mins,,
AS2011_Ratio H/L Normalized RNAi_2_2,,
KS2014_Intensity pY_N3,,
MV2014_Ratio H/L normalized B1___2 (30 min),,
LY2019_P5-,0.5012544242861923,
HW2015_Ratio M/L normalized Exp2,,
SR2019_HCC1419_Biol_repl_1,0.5258429960926,
AH2018_TMTMS2_3_X,0.5460652520499099,
GF2025_P3_Adh,0.5400792487133419,
SR2019_JIMT1_Biol_repl_2,0.5177962469642216,
AH2018_TMTMS2_1_C,0.5447855642630703,
RM2024_Intensity D0-1___2,0.5249592182250039,
LY2019_P4+,0.5703404375636643,
KBE2022_Log2_Ex_19_U,0.5298257780446912,0.37119501367916896
CKC2017_log2 normalized phosphoproteomics_0min_rep#1,0.5333490427070654,
RB2022_4_PostStrength,,
LG2023_GSK3α-3_intensity,,
YA2020_Reporter_intensity_Cancer_No.1,0.5364471206205697,
AST2020_Control,,
JAW2011_Ratio H/L LS1a,,
RCJD2014_5min_mean,0.5516666855019565,
NJH2015_iTRAQ Subject 4 114/115 (Exercise/Basal) (normalized),,
NJH2025_Sub1_MICT_Mid,,
TM2022_S2.12h.C,0.5377762657596767,
NJH2025_Sub9_MICT_Mid,,
CKC2017_log2 normalized phosphoproteomics_120min_rep#2,0.5374273363227523,
AS2011_Ratio H/L Normalized Inhi_1_2,,
FSO2013_Ratio M/L normalized Rep2___1,0.5187982197269987,
LG2023_Control-2_intensity,,
NJH2024_Sub8_HIIT_Pre,,
KS2014_Intensity pY_N2,,
RB2022_5_RecoverySprint,,
RB2022_7_RecoverySprint,,
YA2020_Reporter_intensity_Normal_No.3,0.5228123600930357,
HS2024_8_B_T2,0.5082313098922885,
AH2018_LFQ_1_X,0.5358239749119097,
RM2024_Intensity D6-1___1,,
RCJD2014_10min_2,0.47910645955160325,
FR2021_Norm.Intensity.M,0.5013892953888882,
RM2024_Intensity D0-3___1,,
KS2014_Intensity N2,0.5204368110189783,
HH2022_Reporter intensity 1,0.5300026176753393,
HH2022_Reporter intensity 2,0.5296488126551332,
RM2024_Intensity D6-2___2,0.5310328754328723,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as1,,
RM2024_Intensity D2-3___2,0.5313673885981441,
YA2020_Reporter_intensity_Normal_No.5,0.5335671151603482,
SR2019_MCF7_Biol_repl_1,0.5225515951824725,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as1a,,
HS2024_8_B_T1,0.5274291816222889,
NJH2025_Sub6_HIIT_Pre,,
RNJ2017_Log2_ratio_Tsup:Tstim_D1,0.5303948147303693,
EP2017_Untreated R#2 log2 ratio,0.5294856023974428,
SR2019_LM2_Biol_repl_3,,
RB2022_4_RecoveryStrength,,
CR2017_Ratio Replicate 2,0.525236109732176,
CW2012_10 µM Erl/control Experiment 2 Replicate A,,
FSO2013_Ratio H/M normalized Rep3,0.5136541675964209,
AR2021_KD 72h,0.4997290089848385,
MV2014_Ratio H/M normalized B2___3 (5 min),,
KBE2022_Log2_Ex_18_U,0.5314389330826069,0.36477124331332234
AS2011_Ratio H/L Inhi_1_1,,
NJH2024_Sub8_MICT_Post,,
AH2018_TMTMS3_3_C,0.5327137343247625,
KBE2022_Log2_Ex_9_U,0.5317645162782708,0.3586172288398869
AH2018_SILAC_M_3_N,0.5329005815619177,
KBE2022_Log2_Ex_13_T,0.526431486948345,0.3557802690918216
RM2024_Intensity D0-3,0.5268849661400814,
SR2019_SKBR3_Biol_repl_1,0.5187233377117748,
PG2020_Intensity Mock_10h_C,0.5235419107955077,
CF2017_OSE 29,0.5224989704232683,
YB2013_Ratio_H_L_Normalized_in_experiment_1,,
NJH2025_Sub1_HIIT_Post,,
DL2023_24h-2,,
HS2024_7_B_N2,0.5350233892365037,
PG2020_Intensity 10h_A,0.5287128343413764,
RN2012_L12,0.5420812961384744,
MV2014_Ratio M/L normalized B1___3 (5 min),,
NJH2024_Sub8_MICT_Mid,,
AH2018_LFQ_IT_4_C,0.5319039458181837,
SAS2015_PLX/AZD_Exp1,0.5186397692891439,
FR2021_Norm.Intensity.A,0.51554899715984,
FSO2013_Ratio H/M normalized Rep1___1,0.5321586264094114,
JW2015_Intensity cap2,,
BS2014_Log2(Ratio H/L normalized Rep_2),0.5277981045922444,
NJH2024_Sub6_MICT_Post,,
CK2022_8 40-1,,0.3748215149322058
RB2022_7_RecoveryEndurance,,
NJH2025_Sub12_HIIT_Post,,
EJN2021_4_Ex_Basal,,
TM2022_S2.12h.B,0.5382380799138919,
RN2012_L15,0.517379287005938,
KS2014_Intensity pY_PV3,,
TM2022_S2.4h.B,0.5377903482192106,
PG2020_Intensity 4h_A,0.5272202423709369,
FSO2013_Ratio H/M normalized Rep2___2,,
TM2022_mock.4h.B,0.5378234668787774,
KBE2022_Log2_Ex_24_U,,0.3691308253173736
NJH2025_Sub13_MICT_Mid,0.5193383789731152,
KS2014_Intensity C3,0.5343899094308603,
RB2022_1_PreSprint,,
HS2024_4_I_N1,0.556329903044302,
CK2022_7 200-1,0.5287162634048457,0.396149104787598
CK2022_5 200-1,0.5297043563214449,0.39637087841682916
CKC2017_log2 normalized phosphoproteomics_120min_rep#3,0.5411152637556556,
FSO2013_Ratio H/L normalized Rep2___1,0.5288537960270079,
NJH2024_Sub10_HIIT_Mid,,
RB2022_2_PostEndurance,,
AH2018_LFQ_2_C,0.5365167304818561,
AH2018_SILAC_MR_1_X,0.5398753258044856,
KTGR2014_Ratio H M Normalized Rep1_Rapamycin_0_15,,
IMM2018_normalised rep. int. Empty-2,0.5364173691127757,
RM2024_Intensity D4-1,0.5298414803124654,
KBE2022_Log2_Ex_25_U,,0.3698002012879924
AH2018_SILAC_3_C,0.5319298452942263,
EJN2021_5_Rest_Ins,,
VOI2024_0.1uM 24 h_3 di,,
