DatasetName,HNRNPL_S(101) HNRNPL_S(151) HNRNPL_S(178) HNRNPL_S(185) HNRNPL_S(188) HNRNPL_S(29) HNRNPL_S(291) HNRNPL_S(298) HNRNPL_S(36) HNRNPL_S(52) HNRNPL_S(530) HNRNPL_S(531) HNRNPL_S(544) HNRNPL_S(589) HNRNPL_T(484) HNRNPL_T(487) HNRNPL_T(577) HNRNPL_T(98) HNRNPL_Y(92),HNRNPL_S(486)
MV2014_Ratio M/H normalized B3___1 (30 min),,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as4a,,
RNJ2017_Log2_ratio_Tsup:Tstim_D2,,
RM2024_Intensity D6-1___2,,
NJH2025_Sub7_MICT_Mid,,
LY2019_P1+,0.5218384239753281,
AS2011_Ratio H/L Proteins Inhi_2,,
BS2014_Log2(Ratio H/L normalized),0.5196945461205513,
UK2020_HCM_2,,
FSO2013_Ratio H/L normalized Rep2___2,,
EP2017_Pervanadate R#3 normalized log2 ratio,0.5085007313926554,
RM2024_Intensity D4-3___3,,
RB2022_5_PreStrength,,
NJH2024_Sub4_MICT_Mid,,
TM2022_S2.4h.A,0.5169968843608926,
RB2022_5_PostStrength,,
GF2025_P6_Sph,0.5269934567519734,
RB2022_2_PreSprint,,
ZX2022_CB treated Replicate 3,0.5207406582826265,
RM2024_Intensity D6-2___3,,
WZ2023_Pe_025_10min,0.5334351389288684,
AS2011_Ratio H/L Normalized by Proteins RNAi_1,,
AST2020_anti-CD3+PDL2.1,,
KBE2022_Log2_Ex_34_U,0.5304074359757673,
WZ2023_Pu_005_10min,0.533647730541842,
AS2011_Ratio H/L RNAi_2_1,,
NJH2024_Sub9_HIIT_Mid,,
CK2022_9 40-1,0.5198675924806903,
KTGR2014_Ratio H L Normalized Rep1_Rapamycin_0_15,,
LG2023_GSK3α-1_intensity,0.5257755174352434,
WZ2023_Pu_025_30min,0.529367699344455,
AH2018_SILAC_MR_2_X,0.5181244861308609,
HS2024_4_PD_T2,0.5283270873866821,
NJH2024_Sub4_HIIT_Pre,,
RB2022_2_RecoverySprint,,
AS2011_Ratio H/L Protein RNAi_1,,
RM2024_Intensity D2-1___2,,
CR2017_Ratio Replicate 1.4,0.5226928027687562,
FR2021_Norm.Intensity.B,,
RM2024_Intensity D6-2___1,,
YC2018_Log2(SKBR3-LR/SKBR3)_Rep.2-1,,
RB2022_5_PostSprint,,
EJN2021_3_Rest_Basal,,
CR2017_Ratio Replicate 1.3,0.5225809066845396,
AS2011_Ratio H/L Normalized by Protein RNAi_2,,
KTGR2014_Ratio-Rapa 7 mins,,
AMK2021_120R_p1,,
AH2018_SILAC_3_X,,
JJ2018_Ratio M/L normalized pP3,0.524994184949478,
AH2018_SILAC_M_2_N,,
HS2024_7_PD_T2,0.5128307638066663,
FSO2013_Ratio H/L normalized Rep1___1,0.5384149212927108,
AH2018_LFQ_1_C,,
AS2011_Ratio H/L Normalized Inhi_1_3,,
KBE2022_Log2_Ex_28_T,0.5297902927918368,
HS2024_3_B_N1,0.5251036994771675,
RM2024_Intensity D4-2___3,,
WZ2023_Pe_025_30min,0.5306961683585267,
CK2022_11 40-1,0.5203689617506206,
CW2012_10 µM Erl/control Experiment 3 Replicate B,,
AH2018_SILAC_2_X,,
MV2014_Ratio H/M normalized A2___2 (2 min),,
AS2011_Ratio H/L RNAi_1_2,,
KS2014_Intensity E15_1,0.5149915637079944,
FSO2013_Ratio H/L normalized Rep2,0.5340412019476225,
WZ2023_Pu_005_20min,0.5286172045889881,
NJH2024_Sub10_MICT_Post,,
RM2024_Intensity D2-3___1,,
CR2017_Ratio Replicate 1.5,0.5226994383868308,
CW2012_10 µM Gef/control Experiment 2 Replicate B,,
HS2024_7_B_T3,0.5296441732019626,
CKC2017_log2 normalized phosphoproteomics_60min_rep#1,,
AS2011_Ratio H/L RNAi_1,,
JC2019_Normalised_intensity_A_TiOx_Testis_sample_URO0059,,
AH2018_LFQ_M_1_C,,
NJH2025_Sub7_MICT_Pre,,
SR2019_SKBR3_Biol_repl_2,,
HS2024_9_B_T2,0.5140842594058423,
KTGR2014_Ratio-AA 7 mins,,
MV2014_Ratio L/H normalized B3___3 (5 min),,
HS2024_3_PD_T1,0.5288101872140037,
FSO2013_Ratio M/L normalized Rep3___2,,
SR2019_BT549_Biol_repl_3,,
RCJD2014_20min_mean,0.5242525762413376,
FR2021_Norm.Intensity.H,,
RB2022_2_PreStrength,,
DB2022_LFQ intensity L1.2,,
HS2024_4_B_N1,0.5250679177901663,
KTGR2014_Ratio H M Normalized Rep2_Rapamycin_0_15,,
CK2022_1 16-1,0.5199560126507805,
CK2022_1 200-1,0.5220504488946329,
PG2020_Intensity Mock_10h_D,,
SR2019_MCF10A_Biol_repl_2,,
JJ2018_Ratio M/L normalized pP2___2,,
HS2024_6_PD_T1,0.5269244496525797,
JVO2010_Ratio M/L Normalized by Protein ThymON - Log2 G1/S,,
RB2022_6_RecoveryEndurance,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt3b,,
EP2017_Mitotic R#2 normalized log2 ratio,0.5488853476736314,
RCJD2014_5min_1,0.539321862664307,
RM2024_Intensity D4-1___1,,
DL2023_24h-1,,
YC2018_Log2(SKBR3-LR/SKBR3)_Rep.1-1,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as2b,,
TM2022_S2.4h.C,0.5168644376814663,
SAS2015_PLX/AZD_Exp2,,
CR2017_Ratio Replicate 3.3,0.5485101193797419,
PG2020_Intensity 2h_C,,
VOI2024_Veh2 di,,
ZX2022_CB treated Replicate 2,0.5204998527675728,
KBE2022_Log2_Ex_8_T,0.5295838494531661,
NJH2025_Sub10_MICT_Post,,
HS2024_6_I_T3,0.5279308638737761,
RN2012_L11,0.5091730945478286,
AS2011_Ratio H/L Normalized Inhi_2_2,,
IMM2018_normalised rep. int. Empty-1,,
HS2024_5_PD_T1,0.5305054524943952,
AH2018_LFQ_M_2_C,0.521287735623617,
CK2022_3 40-1,0.51720236134269,
RBK2021_1260T Early,,
NJH2024_Sub4_HIIT_Post,,
HS2024_4_I_T1,0.5395069602667143,
YA2020_Reporter_intensity_Cancer_No.5,,
HH2022_Reporter intensity 8,0.5243221889454817,
ZQ2022_N2,0.5196933161308026,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt1b,,
FSO2013_Ratio H/L normalized Rep3___3,,
AH2018_TMTMS3_2_N,0.5272547108394694,
EJN2021_5_Rest_Basal,,
NJH2025_Sub2_HIIT_Post,0.5157706010506777,
NJH2025_Sub1_MICT_Post,,
HS2024_9_B_T1,0.5118476954626726,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt1a,,
JAW2011_Ratio H/L LS2_1,,
JVO2010_Log2 Ratio H/M Normalized aphidicolin,,
NJH2024_Sub6_HIIT_Pre,,
AH2018_SILAC_3_N,,
YA2020_Reporter_intensity_Normal_No.1,0.51955139751337,
HS2024_3_B_T1,0.5280291719143808,
JJ2018_Ratio H/L normalized___2,,
RM2024_Intensity D0-2,,
MV2014_Ratio M/L normalized B1___2 (5 min),,
RB2022_7_PostStrength,,
RB2022_1_PostEndurance,0.5317155812141025,
CR2017_Ratio Replicate 3,0.5299566748108916,
SR2019_Hs578T_Biol_repl_3,,
MV2014_Ratio L/H normalized B3___1 (5 min),,
RBK2021_1244T Early,,
RB2022_3_PostSprint,,
NJH2024_Sub13_MICT_Mid,,
KTGR2014_Ratio-AA 2 mins,,
GF2025_P7_Sph,0.524189382242847,
HS2024_8_I_T3,0.5226287669457305,
CF2017_EOC 3,,
LATM2013_Normalized Log2 Ratio (Medium/Light) Forward,,
HS2024_6_PD_T3,0.527161896722625,
DL2023_12h-2,,
RM2024_Intensity D6-3___1,,
FS2019_Ctr1,0.5248476301972129,
WZ2023_Pu_010_20min,0.5324451922922592,
AS2011_Ratio H/L_3,,
CK2022_1 40-1,0.5169328559660604,
RNJ2017_Log2_ratio_Tsup:Trest_D1,,
CK2022_8 16-1,0.5209120040188158,
KS2014_Intensity N3,0.5345514540123141,
RB2022_4_RecoveryEndurance,,
RB2022_5_RecoveryEndurance,,
JAW2011_Ratio H/L LS1a_2,,
NJH2024_Sub12_HIIT_Mid,,
AH2018_LFQ_IT_1_N,,
FSO2013_Ratio H/M normalized Rep2,0.5247802021233404,
RAM2015_Log2 A,0.5173505764161588,
HS2024_8_PD_T1,0.5294942346003058,
JJ2018_Ratio H/L normalized pP2,,
CF2017_OSE 27,,
KS2014_Intensity E15_2,0.5193194138711291,
BS2014_Log2(Ratio H/L protein),0.5269987139427392,
PG2020_Intensity 8h_A,,
HS2024_7_I_T1,0.5236449930588346,
VOI2024_Veh3 di,,
RKK2015_TNF-α+SC-514/basal,0.524784948754515,
SR2019_JIMT1_Biol_repl_1,,
HW2015_Ratio H/L normalized Exp2,,
HS2024_3_I_N1,0.5355737429668324,
AH2018_SILAC_M_3_X,,
NJH2024_Sub9_HIIT_Post,,
AS2011_Ratio H/L RNAi_1_3,,
GRW2016_Ratio H/L normalized SILAC 1___2,,
NJH2025_Sub1_HIIT_Pre,,
YC2018_Log2(SKBR3-LR/SKBR3)_Rep.1-2,,
NJH2024_Sub4_HIIT_Mid,,
VOI2024_0.1uM 2 h_1 di,,
KBE2022_Log2_Ex_6_T,0.5309636590852178,
RM2024_Intensity D4-3___1,,
AH2018_LFQ_4_X,,
AS2011_Inhi 2_Ratio H/L normalized by corresponding protein level (H:TAL treatment; L: MA treatment),,
RB2022_8_PostEndurance,,
NJH2025_Sub4_MICT_Mid,,
YP2020_Intensity C30_R1_mult_log2,,
AST2020_anti-CD3.1,,
NJH2025_Sub4_HIIT_Post,,
EP2017_Untreated R#4 log2 ratio,0.5189136262128178,
HS2024_6_B_N1,0.5224540728370948,
KBE2022_Log2_Ex_27_T,0.5296882401466143,
CW2012_10 µM Gef/control Experiment 1 Replicate A,,
VOI2024_0.1uM 24 h_1 mono,,
AMK2021_120R_p5,,
AS2011_Ratio H/L Proteins,,
NJH2024_Sub7_HIIT_Post,,
NJH2015_TMT Subject 1 127_N/126 (Exercise/Basal) (normalized),,
AS2011_Ratio H/L RNAi_2_2,,
RB2022_7_RecoveryStrength,,
AH2018_SILAC_IT_3_X,,
JAW2011_Ratio H/L,,
PG2020_Intensity 10h_C,,
FSO2013_Ratio M/L normalized Rep2,0.5276004520636247,
CP2009_Ratio H/M Normalized (50 nM dasatinib vs 5 nM dasatinib),,
HH2022_Reporter intensity 5,0.5271981068653633,
SR2019_HCC1954_Biol_repl_2,,
CK2022_14 40-1,0.5206915041957398,
RB2022_6_PreSprint,,
NJH2025_Sub12_MICT_Mid,,
PG2020_Intensity 4h_D,,
NJH2025_Sub2_MICT_Post,0.5219568559157177,
AH2018_LFQ_4_C,,
DL2023_control-1,,
AR2021_ALG 10 μM,0.5244911713400137,
JAW2011_Ratio H/L LS2_2,,
AH2018_SILAC_IT_3_N,,
EJN2021_4_Rest_Ins,,
RN2012_H05,0.5339984922546246,
NJH2024_Sub7_HIIT_Mid,,
GF2025_P2_Adh,0.5157827690689953,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as4b,,
RB2022_8_PostSprint,,
EJN2021_1_Rest_Ins,,
HH2022_Reporter intensity 3,0.5305108529744839,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt4b,,
AH2018_SILAC_IT_1_C,,
JW2021_After_3,,
GF2025_P8_Sph,0.5305983235956406,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt4,,
JJ2018_Ratio M/L normalized pP2___1,,
AH2018_SILAC_2_N,,
CK2022_11 200-1,0.5274849569090381,
CK2022_12 200-1,0.5312010718086319,
AS2011_Ratio H/L Normalized by Protein RNAi_1,,
RM2024_Intensity D2-1___3,,
NJH2024_Sub1_MICT_Pre,,
HH2022_Reporter intensity 9,0.5221895181070192,
WZ2023_Su_010_20min,0.5296919964782054,
AH2018_TMTMS2_2_N,0.5137594038725676,
NJH2024_Sub13_MICT_Pre,,
KBE2022_Log2_Ex_41_U,0.5300607262338687,
NJH2015_TMT Subject 3 129_N/128_C (Exercise/Basal) (normalized),,
AH2018_TMTMS3_Pool,0.5268891505613287,
KS2014_Intensity N4,0.549187054291056,
NJH2024_Sub1_HIIT_Post,,
MM2018_Ratio H/L replicate2,,
RM2024_Intensity D4-2___2,,
NJH2024_Sub13_HIIT_Pre,,
CF2017_OSE 26,,
CK2022_14 200-1,0.5259977470570455,
SR2019_Hs578T_Biol_repl_1,,
RB2022_7_PostSprint,0.5188983541554718,
TM2022_mock.4h.A,,
NJH2025_Sub12_HIIT_Pre,,
AH2018_TMTMS3_1_N,0.5262569711841745,
AST2020_anti-CD3+PDL2.2,,
PG2020_Intensity Mock_10h_A,,
JW2021_After_2,,
NJH2024_Sub2_MICT_Post,0.5219568559157177,
EJN2021_2_Rest_Ins,,
SR2019_LM2_Biol_repl_4,,
CP2009_Ratio H/M,,
JAW2011_Ratio H/L HS,,
CK2022_13 16-1,0.5251765488063982,
GF2025_P1_Adh,0.5150530613737899,
GF2025_P1_Sph,0.5325853297251175,
EJN2021_5_Ex_Basal,,
HS2024_7_I_T3,0.5164296586866378,
JJ2018_Ratio H/L normalized pP2___2,,
WZ2023_Pe_010_10min,0.5318817952525291,
CF2017_EOC 1,,
CK2022_3 200-1,0.5211151837423537,
AH2018_LFQ_IT_3_C,,
SR2019_Hs578T_Biol_repl_2,,
NJH2024_Sub12_HIIT_Post,,
JJ2018_Ratio H/L normalized pP1___2,,
MV2014_Ratio H/L normalized A1___2 (10 min),,
NJH2024_Sub10_MICT_Mid,,
NJH2024_Sub13_MICT_Post,,
BS2014_Log2(Ratio H/L normalized Rep_1),0.528364428771882,
RB2022_3_RecoverySprint,,
NJH2025_Sub1_HIIT_Mid,,
RCJD2014_20min_2,0.5201844274033874,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt2,,
HS2024_6_PD_T2,0.5250138217324616,
HS2024_5_B_T1,0.5451615098182772,
CW2012_10 µM Gef/control Experiment 2 Replicate A,,
DL2023_12h-3,,
SR2019_MDAMB231_Biol_repl_2,,
HS2024_3_B_T2,0.535917248324913,
RB2022_6_PreStrength,,
CK2022_2 40-1,0.5164975625135237,
RB2022_1_PostSprint,0.5206189193771169,
CK2022_4 200-1,0.521741719693805,
JW2021_Before_2,,
TM2022_S2.12h.A,0.5169812422791172,
MV2014_Ratio L/M normalized B2___2 (30 min),,
CK2022_5 16-1,0.521592514462862,
AR2021_ALG 1 μM,0.522272906234809,
HS2024_4_B_T1,0.5246669358221874,
MV2014_Ratio M/H normalized A3___1 (10 min),,
SR2019_BT549_Biol_repl_4,,
EJN2021_1_Rest_Basal,,
NJH2025_Sub8_MICT_Post,,
RCJD2014_5min_3,0.523067811785566,
CR2017_Ratio Replicate 3.2,0.5353170491484193,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as3a,,
GF2025_P7_Adh,0.5243234626322502,
CK2022_9 16-1,0.5251432874707326,
NJH2024_Sub6_HIIT_Post,,
AMK2021_30R_p3,,
AS2011_Ratio H/L Normalized RNAi_2,,
RM2024_Intensity D0-2___2,,
KS2014_Intensity pY_N4,,
CK2022_13 200-1,0.5233857636753495,
AS2011_Ratio H/L Normalized_2,,
PG2020_Intensity 6h_D,,
CK2022_16 16-1,0.525532684915937,
FS2019_db/db3,0.524883188032868,
CK2022_15 40-1,0.5199542847632628,
NJH2024_Sub9_MICT_Pre,,
BS2014_Log2(Ratio H/L unmodified peptide),,
WZ2023_Su_005_10min,0.5324981747451725,
RM2009_Ratio M/L (M:15 min timepoint;L:0 min. timepoint),,
KBE2022_Log2_Ex_41_T,0.5286048701113553,
AMK2021_Ctrl_p1,,
AH2018_LFQ_IT_3_X,,
HS2024_5_PD_T3,0.5392205358042516,
AH2018_TMTMS3_3_X,0.5272346358646828,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as2,,
KBE2022_Log2_Ex_40_U,0.5291399749241336,
AH2018_LFQ_M_1_N,0.5216953354187809,
KBE2022_Log2_Ex_27_U,0.5294612064465347,
HW2015_Ratio M/L normalized Exp3,,
RKK2015_TNF-α/IKKb(K44M),0.5290147473068952,
AH2018_SILAC_M_1_N,,
HW2015_Ratio M/L normalized Exp1,,
RB2022_5_RecoveryStrength,,
YP2020_Intensity P10_R1_mult_log2,,
RB2022_7_PreStrength,0.5135728029570329,
YA2020_Reporter_intensity_Normal_No.4,,
NJH2025_Sub13_HIIT_Pre,,
PG2020_Intensity CT_D,,
NJH2025_Sub9_MICT_Post,,
VOI2024_Veh1 mono,,
CK2022_12 16-1,0.5273495103872913,
RN2012_L13,0.5281475752092252,
LG2023_Control-1_intensity,0.5252616960647899,
RM2024_Intensity D6-3___2,,
KBE2022_Log2_Ex_8_U,0.529988026743505,
SR2019_SKBR3_Biol_repl_3,,
NJH2024_Sub1_MICT_Post,,
HS2024_3_I_T2,0.5297276464055705,
KTGR2014_Ratio M L Normalized Rep2_Rapamycin_0_15,,
RM2024_Intensity D0-3___3,,
HS2024_6_I_T2,0.5164619523837356,
CW2012_10 µM Erl/control Experiment 2 Replicate B,,
AS2011_Ratio H/L Protein Inhi_1,,
FSO2013_Ratio H/M normalized Rep2___1,0.5269919097425021,
GRW2016_Ratio M/L normalized SILAC 5a___2,,
CK2022_10 40-1,0.5202767503228666,
NJH2024_Sub12_HIIT_Pre,,
NJH2024_Sub8_MICT_Pre,,
RM2024_Intensity D0-1___1,,
LY2019_P3+,0.5344480366482992,
HH2022_Reporter intensity 6,0.5215031044979284,
RB2022_2_RecoveryStrength,,
KTGR2014_Ratio-AA 15 mins,,
AS2011_Ratio H/L Normalized RNAi_2_2,,
KS2014_Intensity pY_N3,,
MV2014_Ratio H/L normalized B1___2 (30 min),,
LY2019_P5-,0.5268914966372332,
HW2015_Ratio M/L normalized Exp2,,
SR2019_HCC1419_Biol_repl_1,,
AH2018_TMTMS2_3_X,,
GF2025_P3_Adh,0.515236784092136,
SR2019_JIMT1_Biol_repl_2,,
AH2018_TMTMS2_1_C,,
RM2024_Intensity D0-1___2,,
LY2019_P4+,0.5301653670104333,
KBE2022_Log2_Ex_19_U,0.5280652070014419,
CKC2017_log2 normalized phosphoproteomics_0min_rep#1,,
RB2022_4_PostStrength,0.5195099546553713,
LG2023_GSK3α-3_intensity,0.5249436112867738,
YA2020_Reporter_intensity_Cancer_No.1,,
AST2020_Control,,
JAW2011_Ratio H/L LS1a,,
RCJD2014_5min_mean,0.5218174307733693,
NJH2015_iTRAQ Subject 4 114/115 (Exercise/Basal) (normalized),,
NJH2025_Sub1_MICT_Mid,,
TM2022_S2.12h.C,0.5184823050948056,
NJH2025_Sub9_MICT_Mid,,
CKC2017_log2 normalized phosphoproteomics_120min_rep#2,,
AS2011_Ratio H/L Normalized Inhi_1_2,,
FSO2013_Ratio M/L normalized Rep2___1,0.5273759529790628,
LG2023_Control-2_intensity,,
NJH2024_Sub8_HIIT_Pre,,
KS2014_Intensity pY_N2,,
RB2022_5_RecoverySprint,,
RB2022_7_RecoverySprint,0.5196402875551868,
YA2020_Reporter_intensity_Normal_No.3,,
HS2024_8_B_T2,0.5228399523726253,
AH2018_LFQ_1_X,,
RM2024_Intensity D6-1___1,,
RCJD2014_10min_2,0.5244077735401992,
FR2021_Norm.Intensity.M,,
RM2024_Intensity D0-3___1,,
KS2014_Intensity N2,0.5358190108968041,
HH2022_Reporter intensity 1,0.5309771352337225,
HH2022_Reporter intensity 2,0.5219795653766945,
RM2024_Intensity D6-2___2,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as1,,
RM2024_Intensity D2-3___2,,
YA2020_Reporter_intensity_Normal_No.5,,
SR2019_MCF7_Biol_repl_1,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as1a,,
HS2024_8_B_T1,0.5220561645750263,
NJH2025_Sub6_HIIT_Pre,,
RNJ2017_Log2_ratio_Tsup:Tstim_D1,,
EP2017_Untreated R#2 log2 ratio,0.5466697137311937,
SR2019_LM2_Biol_repl_3,,
RB2022_4_RecoveryStrength,0.5200834858999109,
CR2017_Ratio Replicate 2,0.5207612443140938,
CW2012_10 µM Erl/control Experiment 2 Replicate A,,
FSO2013_Ratio H/M normalized Rep3,0.5204159824323927,
AR2021_KD 72h,0.5318646594534411,
MV2014_Ratio H/M normalized B2___3 (5 min),,
KBE2022_Log2_Ex_18_U,0.5297440352315177,
AS2011_Ratio H/L Inhi_1_1,,
NJH2024_Sub8_MICT_Post,,
AH2018_TMTMS3_3_C,0.5264744834268665,
KBE2022_Log2_Ex_9_U,0.5283161909533165,
AH2018_SILAC_M_3_N,,
KBE2022_Log2_Ex_13_T,0.5280727810449168,
RM2024_Intensity D0-3,,
SR2019_SKBR3_Biol_repl_1,,
PG2020_Intensity Mock_10h_C,,
CF2017_OSE 29,,
YB2013_Ratio_H_L_Normalized_in_experiment_1,,
NJH2025_Sub1_HIIT_Post,,
DL2023_24h-2,,
HS2024_7_B_N2,0.5195223825266576,
PG2020_Intensity 10h_A,,
RN2012_L12,0.5210207375462902,
MV2014_Ratio M/L normalized B1___3 (5 min),,
NJH2024_Sub8_MICT_Mid,,
AH2018_LFQ_IT_4_C,,
SAS2015_PLX/AZD_Exp1,0.5325115674296211,
FR2021_Norm.Intensity.A,,
FSO2013_Ratio H/M normalized Rep1___1,0.5319320180222349,
JW2015_Intensity cap2,,
BS2014_Log2(Ratio H/L normalized Rep_2),0.5138253654927311,
NJH2024_Sub6_MICT_Post,,
CK2022_8 40-1,0.5175853359839063,
RB2022_7_RecoveryEndurance,,
NJH2025_Sub12_HIIT_Post,,
EJN2021_4_Ex_Basal,,
TM2022_S2.12h.B,0.5134297909042701,
RN2012_L15,0.5371761756431842,
KS2014_Intensity pY_PV3,,
TM2022_S2.4h.B,0.5185673415095876,
PG2020_Intensity 4h_A,,
FSO2013_Ratio H/M normalized Rep2___2,,
TM2022_mock.4h.B,0.5166786698883499,
KBE2022_Log2_Ex_24_U,0.5305765103128515,
NJH2025_Sub13_MICT_Mid,,
KS2014_Intensity C3,0.5206115128081574,
RB2022_1_PreSprint,0.5131876799245457,
HS2024_4_I_N1,0.5266093446829346,
CK2022_7 200-1,0.5166525609990784,
CK2022_5 200-1,0.517168358631348,
CKC2017_log2 normalized phosphoproteomics_120min_rep#3,,
FSO2013_Ratio H/L normalized Rep2___1,0.534347340287705,
NJH2024_Sub10_HIIT_Mid,,
RB2022_2_PostEndurance,,
AH2018_LFQ_2_C,,
AH2018_SILAC_MR_1_X,0.5172377333039858,
KTGR2014_Ratio H M Normalized Rep1_Rapamycin_0_15,,
IMM2018_normalised rep. int. Empty-2,,
RM2024_Intensity D4-1,,
KBE2022_Log2_Ex_25_U,0.5290537161954362,
AH2018_SILAC_3_C,,
EJN2021_5_Rest_Ins,,
VOI2024_0.1uM 24 h_3 di,,
RNJ2017_Log2_ratio_Tstim:Trest_D3,,
DB2022_LFQ intensity L2.1,,
FSO2013_Ratio H/M normalized Rep1,0.5305043052203341,
CK2022_4 16-1,0.5189847647399501,
AS2011_Ratio H/L,,
SR2019_MCF7_Biol_repl_4,,
EJN2021_2_Ex_Ins,,
AS2011_Ratio H/L Inhi_2_3,,
JAW2011_Ratio H/L LS1a_1,,
AH2018_LFQ_1_N,,
SAS2015_PLX/DMSO_Exp1,0.531234144593712,
SFR2015_HL_log2_ratio_avg_c,0.5188302958254879,
JJ2018_Ratio M/L normalized pP2,,
NJH2024_Sub7_MICT_Mid,,
PG2020_Intensity 6h_B,,
FSO2013_Ratio H/L normalized Rep3,0.524680440417577,
GRW2016_Ratio H/L normalized SILAC 2___2,,
RKK2015_IKKb(K44M)+TNF-α/TNF-α,0.5262746269209945,
JJ2018_Ratio M/L normalized,0.5203643068449195,
KTGR2014_Ratio-AA 30 mins,,
JW2021_After_1,,
NJH2025_Sub2_MICT_Mid,0.5220641940659553,
HS2024_6_B_N2,0.5248829913810654,
KBE2022_Log2_Ex_9_T,0.5283920826043903,
AH2018_SILAC_IT_2_N,,
AH2018_SILAC_IT_1_X,,
HW2015_Ratio H/L normalized Exp3,,
HS2024_7_PD_T1,0.5160983058122718,
UK2020_UA_2,,
RM2024_Intensity D2-1___1,,
GF2025_P10_Sph,0.5259853894529112,
WZ2023_Pe_025_20min,0.5320978829066566,
JVO2010_Log2 Ratio M/L Normalized aphidicolin,,
AH2018_LFQ_2_N,,
HS2024_4_I_N2,0.5472006835947166,
AH2018_TMTMS2_3_N,,
RN2012_H06,0.5319058538072862,
AS2011_Inhi 1_Ratio H/L normalized by corresponding protein level (H:TAL treatment; L: MA treatment),,
HS2024_4_PD_T3,0.5223466897924137,
WZ2023_Su_005_30min,0.5316383013077752,
SR2019_HCC1419_Biol_repl_4,,
