DatasetName,BCL7C_S(100) BCL7C_S(103) BCL7C_S(109) BCL7C_S(122) BCL7C_S(80),BCL7C_S(114) BCL7C_S(126) BCL7C_S(156) BCL7C_S(97) BCL7C_T(111) BCL7C_T(118)
GRW2016_Ratio M/L normalized SILAC 5a___2,,
CK2022_10 40-1,,0.5000440015580055
NJH2024_Sub12_HIIT_Pre,,
NJH2024_Sub8_MICT_Pre,,
RM2024_Intensity D0-1___1,,
LY2019_P3+,,0.5455788570063852
HH2022_Reporter intensity 6,,
RB2022_2_RecoveryStrength,,
KTGR2014_Ratio-AA 15 mins,,
AS2011_Ratio H/L Normalized RNAi_2_2,,
KS2014_Intensity pY_N3,,
MV2014_Ratio H/L normalized B1___2 (30 min),,
LY2019_P5-,,0.5562758802591106
HW2015_Ratio M/L normalized Exp2,,
SR2019_HCC1419_Biol_repl_1,,
AH2018_TMTMS2_3_X,0.4640802338085616,0.5544869377313145
GF2025_P3_Adh,,
SR2019_JIMT1_Biol_repl_2,,
AH2018_TMTMS2_1_C,0.46125088963007305,0.5484506057548383
RM2024_Intensity D0-1___2,,
LY2019_P4+,,0.5542550952243687
KBE2022_Log2_Ex_19_U,,0.5870605939631471
CKC2017_log2 normalized phosphoproteomics_0min_rep#1,,
RB2022_4_PostStrength,,
LG2023_GSK3α-3_intensity,,0.5253195652608976
YA2020_Reporter_intensity_Cancer_No.1,0.4343554677382609,
AST2020_Control,0.37422484222405916,0.5747448923348782
JAW2011_Ratio H/L LS1a,,
RCJD2014_5min_mean,,
NJH2015_iTRAQ Subject 4 114/115 (Exercise/Basal) (normalized),,
NJH2025_Sub1_MICT_Mid,,
TM2022_S2.12h.C,,
NJH2025_Sub9_MICT_Mid,,
CKC2017_log2 normalized phosphoproteomics_120min_rep#2,,
AS2011_Ratio H/L Normalized Inhi_1_2,,
FSO2013_Ratio M/L normalized Rep2___1,,
LG2023_Control-2_intensity,,0.5381447565829997
NJH2024_Sub8_HIIT_Pre,,
KS2014_Intensity pY_N2,,
RB2022_5_RecoverySprint,,
RB2022_7_RecoverySprint,,
YA2020_Reporter_intensity_Normal_No.3,0.41515776292558304,
HS2024_8_B_T2,,
AH2018_LFQ_1_X,,0.5534368719930692
RM2024_Intensity D6-1___1,,
RCJD2014_10min_2,,
FR2021_Norm.Intensity.M,,
RM2024_Intensity D0-3___1,,
KS2014_Intensity N2,,0.5547631455826245
HH2022_Reporter intensity 1,0.44811971438122,
HH2022_Reporter intensity 2,0.4609993671507738,
RM2024_Intensity D6-2___2,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as1,,
RM2024_Intensity D2-3___2,,
YA2020_Reporter_intensity_Normal_No.5,0.4050681224688482,
SR2019_MCF7_Biol_repl_1,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as1a,,
HS2024_8_B_T1,,
NJH2025_Sub6_HIIT_Pre,,
RNJ2017_Log2_ratio_Tsup:Tstim_D1,,
EP2017_Untreated R#2 log2 ratio,,0.5189738368854714
SR2019_LM2_Biol_repl_3,,
RB2022_4_RecoveryStrength,,
CR2017_Ratio Replicate 2,0.47534041874747823,0.6104562838456674
CW2012_10 µM Erl/control Experiment 2 Replicate A,0.5163725951172113,0.5942788957660778
FSO2013_Ratio H/M normalized Rep3,,
AR2021_KD 72h,0.5676671283409418,0.7522392228495122
MV2014_Ratio H/M normalized B2___3 (5 min),,
KBE2022_Log2_Ex_18_U,,0.5769662692699494
AS2011_Ratio H/L Inhi_1_1,,
NJH2024_Sub8_MICT_Post,,
AH2018_TMTMS3_3_C,,
KBE2022_Log2_Ex_9_U,,0.5847121518821722
AH2018_SILAC_M_3_N,0.4562022078928661,0.5279238523525056
KBE2022_Log2_Ex_13_T,,0.5728992015508135
RM2024_Intensity D0-3,,
SR2019_SKBR3_Biol_repl_1,,
PG2020_Intensity Mock_10h_C,0.4249623711569894,0.4701950047856793
CF2017_OSE 29,,
YB2013_Ratio_H_L_Normalized_in_experiment_1,,
NJH2025_Sub1_HIIT_Post,,
DL2023_24h-2,,0.5640443170952866
HS2024_7_B_N2,,
PG2020_Intensity 10h_A,,0.548370818776237
RN2012_L12,,
MV2014_Ratio M/L normalized B1___3 (5 min),,
NJH2024_Sub8_MICT_Mid,,
AH2018_LFQ_IT_4_C,,0.5280614583133887
SAS2015_PLX/AZD_Exp1,,
FR2021_Norm.Intensity.A,,
FSO2013_Ratio H/M normalized Rep1___1,,
JW2015_Intensity cap2,,
BS2014_Log2(Ratio H/L normalized Rep_2),,
NJH2024_Sub6_MICT_Post,,
CK2022_8 40-1,,0.4826454047858009
RB2022_7_RecoveryEndurance,,
NJH2025_Sub12_HIIT_Post,,
EJN2021_4_Ex_Basal,,
TM2022_S2.12h.B,,
RN2012_L15,,
KS2014_Intensity pY_PV3,,
TM2022_S2.4h.B,,
PG2020_Intensity 4h_A,0.4597715034177253,0.5114949631289102
FSO2013_Ratio H/M normalized Rep2___2,,
TM2022_mock.4h.B,,
KBE2022_Log2_Ex_24_U,0.4557875446708781,0.564380846905084
NJH2025_Sub13_MICT_Mid,,
KS2014_Intensity C3,,0.5557964040746315
RB2022_1_PreSprint,,
HS2024_4_I_N1,,
CK2022_7 200-1,,0.5723514238543612
CK2022_5 200-1,,0.5730075308355805
CKC2017_log2 normalized phosphoproteomics_120min_rep#3,,
FSO2013_Ratio H/L normalized Rep2___1,,
NJH2024_Sub10_HIIT_Mid,,
RB2022_2_PostEndurance,,
AH2018_LFQ_2_C,,0.5494621092788614
AH2018_SILAC_MR_1_X,0.49405110854996304,0.5434063672371573
KTGR2014_Ratio H M Normalized Rep1_Rapamycin_0_15,,
IMM2018_normalised rep. int. Empty-2,,
RM2024_Intensity D4-1,,
KBE2022_Log2_Ex_25_U,0.45909693798671325,0.5539126142581107
AH2018_SILAC_3_C,,0.5280769057761797
EJN2021_5_Rest_Ins,,
VOI2024_0.1uM 24 h_3 di,,
RNJ2017_Log2_ratio_Tstim:Trest_D3,,
DB2022_LFQ intensity L2.1,,
FSO2013_Ratio H/M normalized Rep1,,
CK2022_4 16-1,,0.49023680430466926
AS2011_Ratio H/L,,
SR2019_MCF7_Biol_repl_4,,
EJN2021_2_Ex_Ins,,
AS2011_Ratio H/L Inhi_2_3,,
JAW2011_Ratio H/L LS1a_1,,
AH2018_LFQ_1_N,,0.5478482648367993
SAS2015_PLX/DMSO_Exp1,,
SFR2015_HL_log2_ratio_avg_c,,
JJ2018_Ratio M/L normalized pP2,,
NJH2024_Sub7_MICT_Mid,,
PG2020_Intensity 6h_B,,0.5136262427183534
FSO2013_Ratio H/L normalized Rep3,,
GRW2016_Ratio H/L normalized SILAC 2___2,,
RKK2015_IKKb(K44M)+TNF-α/TNF-α,,
JJ2018_Ratio M/L normalized,,
KTGR2014_Ratio-AA 30 mins,,
JW2021_After_1,,
NJH2025_Sub2_MICT_Mid,,
HS2024_6_B_N2,,
KBE2022_Log2_Ex_9_T,,0.5833344340800851
AH2018_SILAC_IT_2_N,,0.52236816504202
AH2018_SILAC_IT_1_X,,0.5265286628586897
HW2015_Ratio H/L normalized Exp3,,
HS2024_7_PD_T1,,
UK2020_UA_2,,0.5207216256112638
RM2024_Intensity D2-1___1,,
GF2025_P10_Sph,,
WZ2023_Pe_025_20min,,0.5521789934105693
JVO2010_Log2 Ratio M/L Normalized aphidicolin,0.464719635539358,
AH2018_LFQ_2_N,0.43004686958875593,0.5459915208233009
HS2024_4_I_N2,,
AH2018_TMTMS2_3_N,0.4562561784668809,0.5491427540126503
RN2012_H06,,
AS2011_Inhi 1_Ratio H/L normalized by corresponding protein level (H:TAL treatment; L: MA treatment),,
HS2024_4_PD_T3,,
WZ2023_Su_005_30min,,0.5469083792046056
SR2019_HCC1419_Biol_repl_4,,
JJ2018_Ratio H/M normalized___2,,
SR2019_JIMT1_Biol_repl_3,,
AS2011_Ratio H/L Protein,,
UK2020_HCM_3,,0.5188451839475069
NJH2024_Sub10_HIIT_Post,,
CR2017_Ratio Replicate 3.1,0.5021817160150517,0.4732384382690133
WZ2023_Su_025_10min,,0.5489217516456858
AH2018_LFQ_IT_4_X,,0.518650497540071
CP2009_Ratio H/L,,
VOI2024_0.1uM 24 h_3 mono,,
RB2022_4_RecoverySprint,,
RM2024_Intensity D6-3,,
WZ2023_Su_005_20min,,0.5459589850633045
