DatasetName,PPIG_S(128) PPIG_S(173) PPIG_S(2) PPIG_S(354) PPIG_S(487) PPIG_S(489) PPIG_S(5) PPIG_S(535) PPIG_S(549) PPIG_S(577) PPIG_S(616) PPIG_S(630) PPIG_S(631) PPIG_S(636) PPIG_S(7) PPIG_S(701) PPIG_S(80) PPIG_T(3) PPIG_T(356) PPIG_T(579) PPIG_T(611),PPIG_S(254) PPIG_S(256) PPIG_S(257) PPIG_S(259) PPIG_S(3) PPIG_S(319) PPIG_S(341) PPIG_S(356) PPIG_S(358) PPIG_S(371) PPIG_S(375) PPIG_S(376) PPIG_S(386) PPIG_S(397) PPIG_S(4) PPIG_S(410) PPIG_S(413) PPIG_S(415) PPIG_S(433) PPIG_S(442) PPIG_S(506) PPIG_S(527) PPIG_S(533) PPIG_S(544) PPIG_S(545) PPIG_S(546) PPIG_S(560) PPIG_S(585) PPIG_S(587) PPIG_S(6) PPIG_S(658) PPIG_S(672) PPIG_S(673) PPIG_S(677) PPIG_S(690) PPIG_S(693) PPIG_S(695) PPIG_S(696) PPIG_S(716) PPIG_S(717) PPIG_S(730) PPIG_S(744) PPIG_S(745) PPIG_S(753) PPIG_T(343) PPIG_T(355) PPIG_T(358) PPIG_T(4) PPIG_T(407) PPIG_T(552) PPIG_T(733) PPIG_T(748),PPIG_S(1) PPIG_S(275) PPIG_S(290) PPIG_S(315) PPIG_S(382) PPIG_S(398) PPIG_S(400) PPIG_S(431) PPIG_S(531) PPIG_S(681) PPIG_S(684) PPIG_S(687) PPIG_S(691) PPIG_S(702) PPIG_S(713) PPIG_S(729) PPIG_S(738)
KBE2022_Log2_Ex_44_T,,0.5428506350208695,0.6695882725119054
DB2022_Intensity L2,,,
TM2022_mock.4h.C,,,
AST2020_anti-CD3.2,0.42245571738285537,0.5457394826084057,0.6551642514536744
CW2012_10 µM Erl/control Experiment 1 Replicate B,,0.5379510309262326,
HS2024_7_B_N1,,0.5301671773162396,0.6550403443256572
FSO2013_Ratio M/L normalized Rep1___1,,0.535089717046082,0.6606096397871617
SAS2015_AZD/DMSO_Exp3,,,
RM2024_Intensity D0-2___3,,,
RM2024_Intensity D6-1,,,
RB2022_8_RecoverySprint,,0.5368936223792175,0.659885346391854
RB2022_5_PreEndurance,,0.5369229423379551,0.6638370436811764
CKC2017_log2 normalized phosphoproteomics_30min_rep#2,,,
EP2017_Untreated R#4 normalized log2 ratio,0.4244004265269652,0.5458782674680909,0.6535540446149625
WZ2023_Pu_010_30min,0.41929640189656137,0.5335890899991077,0.6655170371705423
AS2011_Ratio H/L Proteins RNAi_2,,0.5470422589440039,0.6631419441628834
RB2022_4_PreStrength,,0.5373484866554358,0.6643106076301732
NJH2024_Sub4_MICT_Post,,,
AH2018_LFQ_M_1_X,,0.5462337545704877,
RB2022_8_RecoveryEndurance,,0.5389551476035701,0.6647333344078131
KBE2022_Log2_Ex_14_U,,0.5342903920682924,0.6695171898282993
FSO2013_Ratio M/L normalized Rep3___3,,0.5236080576239331,
AH2018_TMTMS3_1_C,0.41066818432445595,0.5290309136297695,
JJ2018_Ratio H/L normalized___1,,,
ZQ2022_C2,,0.5378932786629097,
RB2022_5_PreSprint,,0.5372951474460415,0.663755229463802
PG2020_Intensity 8h_C,,0.5309825388619722,0.6490977494236398
AH2018_SILAC_MR_2_N,,0.5395866389056428,
MV2014_Ratio M/L normalized A1___2 (2 min),,,
TM2022_S2.8h.B,,,
MV2014_Ratio M/H normalized B3___1 (30 min),,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as4a,,,
RNJ2017_Log2_ratio_Tsup:Tstim_D2,,0.5381119262452821,0.654095409806614
RM2024_Intensity D6-1___2,,,
NJH2025_Sub7_MICT_Mid,,,
LY2019_P1+,,0.5339403794583238,0.6460039555303333
AS2011_Ratio H/L Proteins Inhi_2,0.4254358361669967,0.5364010768884973,0.6577600248486785
BS2014_Log2(Ratio H/L normalized),,,
UK2020_HCM_2,,0.5347321425397028,
FSO2013_Ratio H/L normalized Rep2___2,,0.5421824735911773,
EP2017_Pervanadate R#3 normalized log2 ratio,0.4226946212080339,0.5358487005811208,0.6497327164569723
RM2024_Intensity D4-3___3,,,
RB2022_5_PreStrength,,0.5367649160663055,0.6627747219971969
NJH2024_Sub4_MICT_Mid,,,
TM2022_S2.4h.A,,,
RB2022_5_PostStrength,,0.5392169433340347,0.6644575575948655
GF2025_P6_Sph,0.41855384548559327,0.5391887082686776,0.6529624362529051
RB2022_2_PreSprint,,,0.665217576448179
ZX2022_CB treated Replicate 3,0.41678701728913464,0.5438060337807645,0.6618018228147283
RM2024_Intensity D6-2___3,,,
WZ2023_Pe_025_10min,0.4195105831895135,0.5343784635907066,0.665685353439433
AS2011_Ratio H/L Normalized by Proteins RNAi_1,,,
AST2020_anti-CD3+PDL2.1,0.4220660315287977,0.545656304911826,0.6548272932083419
KBE2022_Log2_Ex_34_U,,0.5429978107588521,0.6696642663064245
WZ2023_Pu_005_10min,0.4236214888920231,0.5328839460536906,0.6654276755526973
AS2011_Ratio H/L RNAi_2_1,,0.5420809616153395,
NJH2024_Sub9_HIIT_Mid,,,
CK2022_9 40-1,0.4277305790263679,0.5443066108100468,0.6736273824984923
KTGR2014_Ratio H L Normalized Rep1_Rapamycin_0_15,,,0.6558359757211172
LG2023_GSK3α-1_intensity,,,
WZ2023_Pu_025_30min,0.42492412635183124,0.5333651909428389,0.6625250881673794
AH2018_SILAC_MR_2_X,,0.5402605083781398,
HS2024_4_PD_T2,,0.5647488228750857,0.6607549504332128
NJH2024_Sub4_HIIT_Pre,,,
RB2022_2_RecoverySprint,,,
AS2011_Ratio H/L Protein RNAi_1,,,
RM2024_Intensity D2-1___2,,,
CR2017_Ratio Replicate 1.4,0.4319559468314355,0.5346230370538119,0.654490253823974
FR2021_Norm.Intensity.B,,0.5440979783255762,
RM2024_Intensity D6-2___1,,,
YC2018_Log2(SKBR3-LR/SKBR3)_Rep.2-1,,,
RB2022_5_PostSprint,,0.5367741096160916,0.6621679897114969
EJN2021_3_Rest_Basal,,0.5364060249176054,0.6635573536067847
CR2017_Ratio Replicate 1.3,,0.5383518480210188,
AS2011_Ratio H/L Normalized by Protein RNAi_2,,,
KTGR2014_Ratio-Rapa 7 mins,,0.5446823503381529,0.649495915637526
AMK2021_120R_p1,,,
AH2018_SILAC_3_X,,0.5460433055992672,
JJ2018_Ratio M/L normalized pP3,,,
AH2018_SILAC_M_2_N,,0.5462712127692455,
HS2024_7_PD_T2,,0.5309529579935218,0.6567770218782449
FSO2013_Ratio H/L normalized Rep1___1,,0.5298536640102014,0.6514776812288263
AH2018_LFQ_1_C,,0.5495077572721213,
AS2011_Ratio H/L Normalized Inhi_1_3,,0.5637726509376721,
KBE2022_Log2_Ex_28_T,,0.5463271644285295,0.6692940011341272
HS2024_3_B_N1,0.42069662643976297,0.5140053846291048,0.6463844726490159
RM2024_Intensity D4-2___3,,,
WZ2023_Pe_025_30min,0.4227107488693191,0.5295538653441072,0.665309084436905
CK2022_11 40-1,0.4280436815537897,0.5445060031717326,0.6740108930076972
CW2012_10 µM Erl/control Experiment 3 Replicate B,,0.5242335722097626,
AH2018_SILAC_2_X,,0.5452836895141129,
MV2014_Ratio H/M normalized A2___2 (2 min),,,
AS2011_Ratio H/L RNAi_1_2,,,
KS2014_Intensity E15_1,0.4184893248651355,0.5424383601839461,
FSO2013_Ratio H/L normalized Rep2,,0.5406676222835654,0.6541794077289731
WZ2023_Pu_005_20min,0.42138315855413966,0.5326586254885688,0.6651629738680462
NJH2024_Sub10_MICT_Post,,,
RM2024_Intensity D2-3___1,,,
CR2017_Ratio Replicate 1.5,0.42398637772684644,0.5391650616895259,0.6744545093926194
CW2012_10 µM Gef/control Experiment 2 Replicate B,,0.537526627961597,
HS2024_7_B_T3,,0.5241729921451885,0.6564224604492834
CKC2017_log2 normalized phosphoproteomics_60min_rep#1,,,
AS2011_Ratio H/L RNAi_1,,,
JC2019_Normalised_intensity_A_TiOx_Testis_sample_URO0059,,,
AH2018_LFQ_M_1_C,,0.5531742525748173,
NJH2025_Sub7_MICT_Pre,,,
SR2019_SKBR3_Biol_repl_2,,0.5389346609069414,0.6641441661953132
HS2024_9_B_T2,,0.5341135557147481,0.658534986681919
KTGR2014_Ratio-AA 7 mins,0.43010935227827424,0.543383882891182,0.6557537349889058
MV2014_Ratio L/H normalized B3___3 (5 min),,,
HS2024_3_PD_T1,0.43306388077922536,0.5583698675249563,0.65967634245461
FSO2013_Ratio M/L normalized Rep3___2,,0.5366630275014714,
SR2019_BT549_Biol_repl_3,,0.5311630389392717,0.662286179723793
RCJD2014_20min_mean,,,
FR2021_Norm.Intensity.H,,0.5381172963429844,0.6574809497171511
RB2022_2_PreStrength,,,0.6621063193139638
DB2022_LFQ intensity L1.2,,,
HS2024_4_B_N1,,0.5486464975885708,0.6568053331042937
KTGR2014_Ratio H M Normalized Rep2_Rapamycin_0_15,,,0.6238042692308997
CK2022_1 16-1,,0.5406456251935341,0.6642229516633695
CK2022_1 200-1,0.4254828399749756,0.5532768723807672,0.6677115763770257
PG2020_Intensity Mock_10h_D,,0.5322257476951042,0.6585970126383729
SR2019_MCF10A_Biol_repl_2,,0.5399792210874564,0.6656698100268958
JJ2018_Ratio M/L normalized pP2___2,,,
HS2024_6_PD_T1,0.4276617151387671,0.5379685015016423,0.6533521833870085
JVO2010_Ratio M/L Normalized by Protein ThymON - Log2 G1/S,0.4247519535845867,0.5166998453136538,0.6480015823692801
RB2022_6_RecoveryEndurance,,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt3b,,,
EP2017_Mitotic R#2 normalized log2 ratio,0.42423126610644357,0.5290210691690536,0.6473358870113597
RCJD2014_5min_1,,,
RM2024_Intensity D4-1___1,,,
DL2023_24h-1,,0.543097322052322,
YC2018_Log2(SKBR3-LR/SKBR3)_Rep.1-1,,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as2b,,,
TM2022_S2.4h.C,,,
SAS2015_PLX/AZD_Exp2,,,
CR2017_Ratio Replicate 3.3,,0.5394666945583244,0.6488423478944096
PG2020_Intensity 2h_C,,0.528657758220701,0.6592149830915531
VOI2024_Veh2 di,,,
ZX2022_CB treated Replicate 2,0.41536299615737854,0.5422187302282994,0.6615724587474648
KBE2022_Log2_Ex_8_T,,0.5337468002481132,0.6698632723757283
NJH2025_Sub10_MICT_Post,,,
HS2024_6_I_T3,0.423538423249503,0.54237539282905,0.6517738670402542
RN2012_L11,,0.5361901446713803,0.6498722103779985
AS2011_Ratio H/L Normalized Inhi_2_2,0.42227837732762213,0.528101410750485,0.6517093914164224
IMM2018_normalised rep. int. Empty-1,,0.5381005625805501,0.6678384557473569
HS2024_5_PD_T1,,0.5424886283259212,0.6546147087827647
AH2018_LFQ_M_2_C,,0.5504513511097935,
CK2022_3 40-1,0.41628413016122695,0.543783047176707,0.6736258661252782
RBK2021_1260T Early,,,
NJH2024_Sub4_HIIT_Post,,,
HS2024_4_I_T1,,0.5493101218419997,0.6590752848950805
YA2020_Reporter_intensity_Cancer_No.5,,,
HH2022_Reporter intensity 8,,0.5364406491366176,0.649077500477104
ZQ2022_N2,,0.5372222650274853,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt1b,,,
FSO2013_Ratio H/L normalized Rep3___3,,,
AH2018_TMTMS3_2_N,,0.545324628980893,
EJN2021_5_Rest_Basal,,0.5338183036411661,0.663980221690638
NJH2025_Sub2_HIIT_Post,,,
NJH2025_Sub1_MICT_Post,,,
HS2024_9_B_T1,,0.541026125390377,0.6582493216991978
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt1a,,,
JAW2011_Ratio H/L LS2_1,,0.5331525751345925,
JVO2010_Log2 Ratio H/M Normalized aphidicolin,,0.5180686170749316,0.6428884771067954
NJH2024_Sub6_HIIT_Pre,,,
AH2018_SILAC_3_N,,0.5465758922535607,
YA2020_Reporter_intensity_Normal_No.1,,0.5353208096089146,
HS2024_3_B_T1,0.42001580819254886,0.5283714330491786,0.6529419413711492
JJ2018_Ratio H/L normalized___2,,,
RM2024_Intensity D0-2,,,
MV2014_Ratio M/L normalized B1___2 (5 min),,,
RB2022_7_PostStrength,,0.5368459419449472,0.6624551177462825
RB2022_1_PostEndurance,,0.5372660681294664,0.6576872441939038
CR2017_Ratio Replicate 3,0.42042145226602257,0.5432697937053004,
SR2019_Hs578T_Biol_repl_3,,0.5350900521240294,0.6651130972016572
MV2014_Ratio L/H normalized B3___1 (5 min),,,
RBK2021_1244T Early,,,
RB2022_3_PostSprint,,0.5384939249278727,0.6631091349573763
NJH2024_Sub13_MICT_Mid,,,
KTGR2014_Ratio-AA 2 mins,,0.5402284023758415,0.6530609620580167
GF2025_P7_Sph,0.4167131697253841,0.5361161353919929,0.6533693135139413
HS2024_8_I_T3,,0.5334504409986607,0.6551253153004539
CF2017_EOC 3,0.40213654124370346,0.555049007320746,0.6704167884355242
LATM2013_Normalized Log2 Ratio (Medium/Light) Forward,,0.524386358792614,0.6529626002161346
HS2024_6_PD_T3,0.4211173077386223,0.5323378801725265,0.6514590206872596
DL2023_12h-2,,0.5428105770026564,
RM2024_Intensity D6-3___1,,,
FS2019_Ctr1,0.4192117617122915,,
WZ2023_Pu_010_20min,0.4217721145179921,0.5350551765748227,0.6655918009594681
AS2011_Ratio H/L_3,,,
CK2022_1 40-1,0.418373436323618,0.5444231176747383,0.6736251073774672
RNJ2017_Log2_ratio_Tsup:Trest_D1,,,
CK2022_8 16-1,,0.5367452232815648,0.6630369290002216
KS2014_Intensity N3,,0.5410889064044779,
RB2022_4_RecoveryEndurance,,0.536803640253366,0.6647317491914091
RB2022_5_RecoveryEndurance,,0.5366143661656604,0.6630747029573162
JAW2011_Ratio H/L LS1a_2,,,
NJH2024_Sub12_HIIT_Mid,,,
AH2018_LFQ_IT_1_N,,0.5439077022672273,
FSO2013_Ratio H/M normalized Rep2,,0.5211629960323051,0.6516747600088193
RAM2015_Log2 A,0.4251709386541431,0.5447049789753041,0.6557037970413063
HS2024_8_PD_T1,,0.5341391221806429,0.6551135867190752
JJ2018_Ratio H/L normalized pP2,,,
CF2017_OSE 27,,0.5299478004033025,0.6554285661836914
KS2014_Intensity E15_2,0.41749724393113263,0.5498395958768449,
BS2014_Log2(Ratio H/L protein),,,
PG2020_Intensity 8h_A,,0.5323406765817752,0.6571434327413704
HS2024_7_I_T1,,0.5256761505673029,0.6563751548703
VOI2024_Veh3 di,,,
RKK2015_TNF-α+SC-514/basal,,,
SR2019_JIMT1_Biol_repl_1,,0.5331454642721664,0.663991807217134
HW2015_Ratio H/L normalized Exp2,,,
HS2024_3_I_N1,0.42367716959798873,0.5322799702821576,0.6608457586617789
AH2018_SILAC_M_3_X,,0.549244132630387,
NJH2024_Sub9_HIIT_Post,,,
AS2011_Ratio H/L RNAi_1_3,,,
GRW2016_Ratio H/L normalized SILAC 1___2,,,
NJH2025_Sub1_HIIT_Pre,,,
YC2018_Log2(SKBR3-LR/SKBR3)_Rep.1-2,,,
NJH2024_Sub4_HIIT_Mid,,,
VOI2024_0.1uM 2 h_1 di,,,
KBE2022_Log2_Ex_6_T,,0.5390483299204576,0.6675422006776812
RM2024_Intensity D4-3___1,,,
AH2018_LFQ_4_X,,0.5409784617133102,
AS2011_Inhi 2_Ratio H/L normalized by corresponding protein level (H:TAL treatment; L: MA treatment),0.4291813268947214,0.5447840887814981,0.6571246061766582
RB2022_8_PostEndurance,,0.5368103347619182,0.6582433175532995
NJH2025_Sub4_MICT_Mid,,,
YP2020_Intensity C30_R1_mult_log2,,0.5376996147198676,0.6561889625941073
AST2020_anti-CD3.1,0.4223478364228843,0.5454297402996502,0.6522460264678309
NJH2025_Sub4_HIIT_Post,,,
EP2017_Untreated R#4 log2 ratio,0.42483742920101236,0.5470545275219467,0.6542042926478792
HS2024_6_B_N1,0.4221885780336346,0.5138939209224905,0.6577680403769491
KBE2022_Log2_Ex_27_T,,0.5444016829993746,0.6707914180385781
CW2012_10 µM Gef/control Experiment 1 Replicate A,,0.538847995221535,
VOI2024_0.1uM 24 h_1 mono,,,
AMK2021_120R_p5,,,
AS2011_Ratio H/L Proteins,0.42848593901641074,0.5431428102271652,0.6593775558555143
NJH2024_Sub7_HIIT_Post,,,
NJH2015_TMT Subject 1 127_N/126 (Exercise/Basal) (normalized),0.42380866243580123,0.53938499480476,0.6604925160150539
AS2011_Ratio H/L RNAi_2_2,,,
RB2022_7_RecoveryStrength,,0.5352597530291339,0.662145728997219
AH2018_SILAC_IT_3_X,,0.548309050747552,
JAW2011_Ratio H/L,,0.5338169772210025,
PG2020_Intensity 10h_C,,0.5316607370355144,0.6442959038521555
FSO2013_Ratio M/L normalized Rep2,,0.5390188102930807,0.6624841780754454
CP2009_Ratio H/M Normalized (50 nM dasatinib vs 5 nM dasatinib),,,
HH2022_Reporter intensity 5,,0.538434529442738,0.6491498162868327
SR2019_HCC1954_Biol_repl_2,,0.5362405993242791,0.6620444502162638
CK2022_14 40-1,0.42267480789452205,0.5469487113285754,0.6746476202633291
RB2022_6_PreSprint,,,
NJH2025_Sub12_MICT_Mid,,,
PG2020_Intensity 4h_D,,0.51483799085339,0.6680237826802173
NJH2025_Sub2_MICT_Post,,,
AH2018_LFQ_4_C,,0.539860592283015,
DL2023_control-1,,0.5430051463942654,
AR2021_ALG 10 μM,,0.5211891358009819,0.653652117342647
JAW2011_Ratio H/L LS2_2,,0.533452723229907,
AH2018_SILAC_IT_3_N,,0.5507164762502904,
EJN2021_4_Rest_Ins,,0.5352061481023769,0.6557521592389539
RN2012_H05,,0.539838603909747,0.6351380561214189
NJH2024_Sub7_HIIT_Mid,,,
GF2025_P2_Adh,0.4142529913259231,0.5316014400615747,0.6554668919688692
FSO2012_Ratio -/+ 3-MB-PP1 exp. as4b,,,
RB2022_8_PostSprint,,0.5355263869867185,0.6588860192761286
EJN2021_1_Rest_Ins,,0.5318345072735696,0.662997187815187
HH2022_Reporter intensity 3,,0.5431288745677207,0.6833085831812141
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt4b,,,
AH2018_SILAC_IT_1_C,,0.5447536789659029,
JW2021_After_3,,,
GF2025_P8_Sph,0.42138493900356994,0.537981963301805,0.6529322009269953
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt4,,,
JJ2018_Ratio M/L normalized pP2___1,,,
AH2018_SILAC_2_N,,0.5453460832936139,
CK2022_11 200-1,0.4311774504688299,0.5532171710700905,0.6669700686563862
CK2022_12 200-1,0.4345057740227817,0.5554954437673907,0.6671257160300917
AS2011_Ratio H/L Normalized by Protein RNAi_1,,,
RM2024_Intensity D2-1___3,,,
NJH2024_Sub1_MICT_Pre,,,
HH2022_Reporter intensity 9,,0.5315362412946394,0.6399436094686637
WZ2023_Su_010_20min,,0.5345477714365905,0.6653990065411645
AH2018_TMTMS2_2_N,0.4106097039530396,0.5247645691982722,
NJH2024_Sub13_MICT_Pre,,,
KBE2022_Log2_Ex_41_U,,0.5440272538310541,0.6708203073408243
NJH2015_TMT Subject 3 129_N/128_C (Exercise/Basal) (normalized),0.4198832334231712,0.5358035632337328,0.6557548861070865
AH2018_TMTMS3_Pool,,0.5448076091912097,
KS2014_Intensity N4,0.41721139987954203,0.5368080031885507,
NJH2024_Sub1_HIIT_Post,,,
MM2018_Ratio H/L replicate2,,0.5339619005409765,
RM2024_Intensity D4-2___2,,,
NJH2024_Sub13_HIIT_Pre,,,
CF2017_OSE 26,,0.523081549162268,0.6535512049321396
CK2022_14 200-1,0.43581077480431546,0.5572868885061965,0.6677709606980661
SR2019_Hs578T_Biol_repl_1,,0.5324180723593626,0.6677318846310418
RB2022_7_PostSprint,,0.5369454328462833,0.6584216635919268
TM2022_mock.4h.A,,,
NJH2025_Sub12_HIIT_Pre,,,
AH2018_TMTMS3_1_N,,0.5394909241179844,
AST2020_anti-CD3+PDL2.2,0.4223150508088542,0.545533972411817,0.651936975566314
PG2020_Intensity Mock_10h_A,,0.5276095343778132,0.6653173025697633
JW2021_After_2,,,
NJH2024_Sub2_MICT_Post,,,
EJN2021_2_Rest_Ins,,0.5364411587789287,0.661027341183738
SR2019_LM2_Biol_repl_4,,0.5321352976125864,0.6609030406449903
CP2009_Ratio H/M,,,
JAW2011_Ratio H/L HS,,0.5390489338526628,
CK2022_13 16-1,,0.5439408344587906,0.6652119604434585
GF2025_P1_Adh,0.42061654509787644,0.524873528355723,0.6543556916787174
GF2025_P1_Sph,0.42757667362455415,0.5309619998843946,0.6542481680975721
EJN2021_5_Ex_Basal,,0.5357934549323382,0.6623011408294848
HS2024_7_I_T3,,0.5330619408429634,0.6561112440892508
JJ2018_Ratio H/L normalized pP2___2,,,
WZ2023_Pe_010_10min,0.4208983569709401,0.5325488401020597,0.6650038377120993
CF2017_EOC 1,0.4148427809988378,0.553419496594983,0.6658315527063171
CK2022_3 200-1,0.42196603196622595,0.5521392332963532,0.667731111126216
AH2018_LFQ_IT_3_C,,0.545663717203441,
SR2019_Hs578T_Biol_repl_2,,0.5346949374038994,0.6643360995219307
NJH2024_Sub12_HIIT_Post,,,
JJ2018_Ratio H/L normalized pP1___2,,,
MV2014_Ratio H/L normalized A1___2 (10 min),,,
NJH2024_Sub10_MICT_Mid,,,
NJH2024_Sub13_MICT_Post,,,
BS2014_Log2(Ratio H/L normalized Rep_1),,,
RB2022_3_RecoverySprint,,0.5360305000381659,0.6482447195748493
NJH2025_Sub1_HIIT_Mid,,,
RCJD2014_20min_2,,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt2,,,0.6642138131337917
HS2024_6_PD_T2,0.4191933030949732,0.5192129554660941,0.6491492618239297
HS2024_5_B_T1,,0.5398979308751841,0.6540486500075312
CW2012_10 µM Gef/control Experiment 2 Replicate A,,0.5374405280000688,
DL2023_12h-3,,0.5441494402272666,
SR2019_MDAMB231_Biol_repl_2,,0.5379558179262655,
HS2024_3_B_T2,0.4216426742469919,0.5410358935812911,0.6538678727319002
RB2022_6_PreStrength,,,
CK2022_2 40-1,0.4157932329018611,0.5448570946298849,0.6736281401244488
RB2022_1_PostSprint,,0.5364332172636168,0.6607988944709565
CK2022_4 200-1,0.4250348205213328,0.5526831187041575,0.6674546148899451
JW2021_Before_2,,,
TM2022_S2.12h.A,,,
MV2014_Ratio L/M normalized B2___2 (30 min),,,
CK2022_5 16-1,,0.5350379769544829,0.6628350409182284
AR2021_ALG 1 μM,,0.5176856659405041,0.6533373582962063
HS2024_4_B_T1,,0.5426796007574479,0.6572417409488853
MV2014_Ratio M/H normalized A3___1 (10 min),,,
SR2019_BT549_Biol_repl_4,,0.5319572193027094,0.6613663794621911
EJN2021_1_Rest_Basal,,0.5356038317727811,0.6645585449694185
NJH2025_Sub8_MICT_Post,,,
RCJD2014_5min_3,,,
CR2017_Ratio Replicate 3.2,,0.5413066153426694,0.6484452667036433
FSO2012_Ratio -/+ 3-MB-PP1 exp. as3a,,,
GF2025_P7_Adh,0.42115978385565406,0.5312701374874105,0.6519159928223331
CK2022_9 16-1,,0.5407879443744055,0.6651515662660629
NJH2024_Sub6_HIIT_Post,,,
AMK2021_30R_p3,,,
AS2011_Ratio H/L Normalized RNAi_2,,0.5460386786647332,0.6642535954536514
RM2024_Intensity D0-2___2,,,
KS2014_Intensity pY_N4,,,
CK2022_13 200-1,0.43346494982657435,0.5567179961436188,0.6678855722239382
AS2011_Ratio H/L Normalized_2,,0.5369029589409109,
PG2020_Intensity 6h_D,,0.5313590858137215,0.6489434071259058
CK2022_16 16-1,,0.5438638496775491,0.6654717825117296
FS2019_db/db3,0.4226627619315951,,
CK2022_15 40-1,0.4220508099424792,0.5468259759577617,0.6741499800111219
NJH2024_Sub9_MICT_Pre,,,
BS2014_Log2(Ratio H/L unmodified peptide),,,
WZ2023_Su_005_10min,0.42433661723799687,0.5348124948389628,0.6649912620648016
RM2009_Ratio M/L (M:15 min timepoint;L:0 min. timepoint),,,
KBE2022_Log2_Ex_41_T,,0.5482980548999357,0.671137965956445
AMK2021_Ctrl_p1,,,
AH2018_LFQ_IT_3_X,,0.5452583388785173,
HS2024_5_PD_T3,,0.5493519750691841,0.6675924866828361
AH2018_TMTMS3_3_X,,0.545091379612556,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as2,,,
KBE2022_Log2_Ex_40_U,,0.5288423729416358,0.6688990714195685
AH2018_LFQ_M_1_N,,0.534787041934282,
KBE2022_Log2_Ex_27_U,,0.5431026947264666,0.6700583051253824
HW2015_Ratio M/L normalized Exp3,,,
RKK2015_TNF-α/IKKb(K44M),,,
