DatasetName,IARS1_S(1038) IARS1_S(1047) IARS1_S(1049) IARS1_S(1051) IARS1_S(1063) IARS1_S(346),IARS1_S(100) IARS1_T(187)
AS2011_Ratio H/L Protein Inhi_1,,
FSO2013_Ratio H/M normalized Rep2___1,0.5420422785073136,
GRW2016_Ratio M/L normalized SILAC 5a___2,,
CK2022_10 40-1,0.5409797929137236,
NJH2024_Sub12_HIIT_Pre,,
NJH2024_Sub8_MICT_Pre,,
RM2024_Intensity D0-1___1,,
LY2019_P3+,0.5196812967571144,
HH2022_Reporter intensity 6,0.5403377690932929,
RB2022_2_RecoveryStrength,,
KTGR2014_Ratio-AA 15 mins,,
AS2011_Ratio H/L Normalized RNAi_2_2,,
KS2014_Intensity pY_N3,0.5543562247206003,
MV2014_Ratio H/L normalized B1___2 (30 min),,
LY2019_P5-,0.568192240485782,
HW2015_Ratio M/L normalized Exp2,,
SR2019_HCC1419_Biol_repl_1,0.5614226781630289,
AH2018_TMTMS2_3_X,0.5666301693249869,
GF2025_P3_Adh,,
SR2019_JIMT1_Biol_repl_2,0.5779414305732998,
AH2018_TMTMS2_1_C,0.5729290762207856,
RM2024_Intensity D0-1___2,,
LY2019_P4+,0.5399313366911751,
KBE2022_Log2_Ex_19_U,,
CKC2017_log2 normalized phosphoproteomics_0min_rep#1,,
RB2022_4_PostStrength,,
LG2023_GSK3α-3_intensity,0.5447119434362006,
YA2020_Reporter_intensity_Cancer_No.1,,
AST2020_Control,,
JAW2011_Ratio H/L LS1a,,
RCJD2014_5min_mean,,
NJH2015_iTRAQ Subject 4 114/115 (Exercise/Basal) (normalized),,
NJH2025_Sub1_MICT_Mid,,
TM2022_S2.12h.C,,
NJH2025_Sub9_MICT_Mid,,
CKC2017_log2 normalized phosphoproteomics_120min_rep#2,,
AS2011_Ratio H/L Normalized Inhi_1_2,,
FSO2013_Ratio M/L normalized Rep2___1,0.5373861934860283,
LG2023_Control-2_intensity,0.5678242973207703,
NJH2024_Sub8_HIIT_Pre,,
KS2014_Intensity pY_N2,0.5568462486305973,
RB2022_5_RecoverySprint,,
RB2022_7_RecoverySprint,,0.3520828791147859
YA2020_Reporter_intensity_Normal_No.3,,
HS2024_8_B_T2,,
AH2018_LFQ_1_X,0.5659902549808459,
RM2024_Intensity D6-1___1,,
RCJD2014_10min_2,,
FR2021_Norm.Intensity.M,0.5557265243828212,
RM2024_Intensity D0-3___1,,
KS2014_Intensity N2,0.5852913939686865,
HH2022_Reporter intensity 1,0.564411196668189,
HH2022_Reporter intensity 2,,
RM2024_Intensity D6-2___2,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as1,,
RM2024_Intensity D2-3___2,,
YA2020_Reporter_intensity_Normal_No.5,,
SR2019_MCF7_Biol_repl_1,0.5382931061394574,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as1a,,
HS2024_8_B_T1,0.5175076410412007,
NJH2025_Sub6_HIIT_Pre,,
RNJ2017_Log2_ratio_Tsup:Tstim_D1,,
EP2017_Untreated R#2 log2 ratio,0.5459516937679489,
SR2019_LM2_Biol_repl_3,0.5453219467645468,
RB2022_4_RecoveryStrength,,
CR2017_Ratio Replicate 2,0.5285241931042923,
CW2012_10 µM Erl/control Experiment 2 Replicate A,,
FSO2013_Ratio H/M normalized Rep3,0.5489436889359071,
AR2021_KD 72h,,
MV2014_Ratio H/M normalized B2___3 (5 min),,
KBE2022_Log2_Ex_18_U,,
AS2011_Ratio H/L Inhi_1_1,,
NJH2024_Sub8_MICT_Post,,
AH2018_TMTMS3_3_C,0.5435364982120815,
KBE2022_Log2_Ex_9_U,,
AH2018_SILAC_M_3_N,0.5613978280455192,
KBE2022_Log2_Ex_13_T,,
RM2024_Intensity D0-3,,
SR2019_SKBR3_Biol_repl_1,0.555233281846046,
PG2020_Intensity Mock_10h_C,0.5474730686926207,
CF2017_OSE 29,0.5573104398673977,
YB2013_Ratio_H_L_Normalized_in_experiment_1,,
NJH2025_Sub1_HIIT_Post,,
DL2023_24h-2,,
HS2024_7_B_N2,0.5491114316029175,
PG2020_Intensity 10h_A,0.5395630351512123,
RN2012_L12,0.531110829025328,
MV2014_Ratio M/L normalized B1___3 (5 min),,
NJH2024_Sub8_MICT_Mid,,
AH2018_LFQ_IT_4_C,0.5624273796225331,
SAS2015_PLX/AZD_Exp1,,
FR2021_Norm.Intensity.A,0.5608013951934195,
FSO2013_Ratio H/M normalized Rep1___1,0.5419515960579103,
JW2015_Intensity cap2,0.5584293265251222,
BS2014_Log2(Ratio H/L normalized Rep_2),,
NJH2024_Sub6_MICT_Post,,
CK2022_8 40-1,0.5410561649346416,
RB2022_7_RecoveryEndurance,,0.4704379411699231
NJH2025_Sub12_HIIT_Post,,
EJN2021_4_Ex_Basal,,
TM2022_S2.12h.B,,
RN2012_L15,0.5421496371472494,
KS2014_Intensity pY_PV3,0.514873386188102,
TM2022_S2.4h.B,,
PG2020_Intensity 4h_A,0.5506019485103683,
FSO2013_Ratio H/M normalized Rep2___2,,
TM2022_mock.4h.B,,
KBE2022_Log2_Ex_24_U,,
NJH2025_Sub13_MICT_Mid,,
KS2014_Intensity C3,0.5840677787429189,
RB2022_1_PreSprint,,
HS2024_4_I_N1,,
CK2022_7 200-1,0.5379196735025862,
CK2022_5 200-1,0.5382694818432234,
CKC2017_log2 normalized phosphoproteomics_120min_rep#3,,
FSO2013_Ratio H/L normalized Rep2___1,0.5446618168030821,
NJH2024_Sub10_HIIT_Mid,,
RB2022_2_PostEndurance,,
AH2018_LFQ_2_C,0.560908100580979,
AH2018_SILAC_MR_1_X,0.566736161233114,
KTGR2014_Ratio H M Normalized Rep1_Rapamycin_0_15,,
IMM2018_normalised rep. int. Empty-2,0.5586529785800004,
RM2024_Intensity D4-1,,
KBE2022_Log2_Ex_25_U,,
AH2018_SILAC_3_C,0.5624946647326331,
EJN2021_5_Rest_Ins,,
VOI2024_0.1uM 24 h_3 di,,
RNJ2017_Log2_ratio_Tstim:Trest_D3,,
DB2022_LFQ intensity L2.1,,
FSO2013_Ratio H/M normalized Rep1,0.5399217778923062,
CK2022_4 16-1,,
AS2011_Ratio H/L,,
SR2019_MCF7_Biol_repl_4,0.5420892552504193,
EJN2021_2_Ex_Ins,,
AS2011_Ratio H/L Inhi_2_3,,
JAW2011_Ratio H/L LS1a_1,,
AH2018_LFQ_1_N,0.5659923605111875,
SAS2015_PLX/DMSO_Exp1,,
SFR2015_HL_log2_ratio_avg_c,,
JJ2018_Ratio M/L normalized pP2,,
NJH2024_Sub7_MICT_Mid,,
PG2020_Intensity 6h_B,0.5350529057460673,
FSO2013_Ratio H/L normalized Rep3,0.5413769863360526,
GRW2016_Ratio H/L normalized SILAC 2___2,,
RKK2015_IKKb(K44M)+TNF-α/TNF-α,,
JJ2018_Ratio M/L normalized,,
KTGR2014_Ratio-AA 30 mins,,
JW2021_After_1,0.5662157767931375,
NJH2025_Sub2_MICT_Mid,,
HS2024_6_B_N2,0.5587793997066692,
KBE2022_Log2_Ex_9_T,,
AH2018_SILAC_IT_2_N,0.5656650234960133,
AH2018_SILAC_IT_1_X,0.5409585295327236,
HW2015_Ratio H/L normalized Exp3,,
HS2024_7_PD_T1,0.5414395995555444,
UK2020_UA_2,,
RM2024_Intensity D2-1___1,,
GF2025_P10_Sph,,
WZ2023_Pe_025_20min,0.5729204291050284,
JVO2010_Log2 Ratio M/L Normalized aphidicolin,,
AH2018_LFQ_2_N,0.5598575356273761,
HS2024_4_I_N2,,
AH2018_TMTMS2_3_N,0.5656163550392138,
RN2012_H06,0.5274729881807017,
AS2011_Inhi 1_Ratio H/L normalized by corresponding protein level (H:TAL treatment; L: MA treatment),,
HS2024_4_PD_T3,0.5434471930074349,
WZ2023_Su_005_30min,0.5714265816779249,
SR2019_HCC1419_Biol_repl_4,0.5579287224607107,
JJ2018_Ratio H/M normalized___2,,
SR2019_JIMT1_Biol_repl_3,0.5797665204059957,
AS2011_Ratio H/L Protein,,
UK2020_HCM_3,,
NJH2024_Sub10_HIIT_Post,,
CR2017_Ratio Replicate 3.1,0.5367338636908828,
WZ2023_Su_025_10min,0.5725475210596012,
AH2018_LFQ_IT_4_X,0.5612984346721513,
CP2009_Ratio H/L,,
VOI2024_0.1uM 24 h_3 mono,,
RB2022_4_RecoverySprint,,
